RB_ID,KO_Name,FUNKTION,POSITION,ANREDE_TITEL,PRAEFIX,ADEL,PARTEI,ORTSZUSATZ
411460,Schäfer,,,Dr.,,,SPD,Tübingen
411462,Simpfendörfer,,,,,,SPD,
411463,Marx,,,Dr.,,,CDU/CSU,
411464,Wörner,,,Dr.,,,CDU/CSU,
411626,Hasinger,,,,,,CDU/CSU,
411708,Gölter,,,Dr.,,,CDU/CSU,
411710,Pfeifer,,,,,,CDU/CSU,
411916,Mattick,,,,,,SPD,
411949,Wehner,,,,,,SPD,
411956,Möllemann,,,,,,FDP,
411971,Damm,,,,,,CDU/CSU,
411987,Kohl,,,Dr.,,,CDU/CSU,
411998,Wehner,,,,,,SPD,
412010,Penner,,,Dr.,,,SPD,
412033,Schäfer,,,Dr.,,,SPD,Tübingen
412036,Marx,,,Dr.,,,CDU/CSU,
412109,Marx,,,Dr.,,,CDU/CSU,
412115,Straßmeir,,,,,,CDU/CSU,
412132,Schäfer,,,Dr.,,,SPD,Tübingen
412134,Czaja,,,Dr.,,,CDU/CSU,
412134,Schäfer,,,Dr.,,,SPD,Tübingen
412181,Schäfer,,,Dr.,,,SPD,Tübingen
412223,Jäger,,,,,,CDU/CSU,Wangen
412241,Jäger,,,,,,CDU/CSU,Wangen
412257,Schröder,,,,,,CDU/CSU,Lüneburg
412345,Hupka,,,Dr.,,,CDU/CSU,
412429,Czaja,,,Dr.,,,CDU/CSU,
412499,Haase,,,,,,CDU/CSU,Kassel
412503,Schäfer ([Tübingen],,,Dr.,,,SPD,Tübingen
412510,Wulff,,,Dr.,,,CDU/CSU,
412514,Wehner,,,,,,SPD,
412528,Schäfer,,,Dr.,,,SPD,Tübingen
412534,Häfele,,,Dr.,,,CDU/CSU,
412540,Häfele,,,Dr.,,,CDU/CSU,
412544,Marx,,,Dr.,,,CDU/CSU,
412569,Wohlrabe,,,,,,CDU/CSU,
412575,Lambsdorff,,,Dr.,,Graf,FDP,
412578,Leicht,,,,,,CDU/CSU,
412584,Riedl,,,Dr.,,,CDU/CSU,München
412588,Häfele,,,Dr.,,,CDU/CSU,
412595,Leicht,,,,,,CDU/CSU,
412596,Leicht,,,,,,CDU/CSU,
412610,Carstens,,,,,,CDU/CSU,Emstek
412614,Riedl,,,Dr.,,,CDU/CSU,München
412618,Haase,,,,,,CDU/CSU,Kassel
412685,Wehner,,,,,,SPD,
412696,Haase,,,,,,CDU/CSU,Kassel
412712,Haase,,,,,,CDU/CSU,Kassel
412712,Wohlrabe,,,,,,CDU/CSU,
412713,Wohlrabe,,,,,,CDU/CSU,
412917,Benz,,,,,,CDU/CSU,
412960,Wehner,,,,,,SPD,
412966,Beifall,,,,,,,
412966,Wehner,,,,,,SPD,
412967,Wehner,,,,,,SPD,
412972,Schäfer,,,Dr.,,,SPD,Tübingen
412973,Steger,,,Dr.,,,SPD,
412979,Spranger,,,,,,CDU/CSU,
412996,Barzel,,,Dr.,,,CDU/CSU,
413002,Kohl,,,Dr.,,,CDU/CSU,
413007,Dregger,,,Dr.,,,CDU/CSU,
413009,Urbaniak,,,,,,SPD,
413011,Urbaniak,,,,,,SPD,
413013,Dregger,,,Dr.,,,CDU/CSU,
413015,Wehner,,,,,,SPD,
413019,Wehner,,,,,,SPD,
413026,Wehner,,,,,,SPD,
413032,Franke,,,,,,CDU/CSU,
413034,Franke,,,,,,CDU/CSU,
413036,Nordlohne,,,,,,CDU/CSU,
413038,Egert,,,,,,SPD,
413048,Burger,,,,,,CDU/CSU,
413058,Schäfer,,,Dr.,,,SPD,Tübingen
413102,Spranger,,,,,,CDU/CSU,
413125,Schäfer,,,Dr.,,,SPD,Tübingen
413141,Schäfer,,,Dr.,,,SPD,Tübingen
413147,Wolfram,,,,,,SPD,Recklinghausen
413209,Jenninger,,,Dr.,,,CDU/CSU,
413215,Franke,,,,,,CDU/CSU,
413227,Gansel,,,,,,SPD,
413235,Franke,,,,,,CDU/CSU,
413239,Hürland,,,,,,CDU/CSU,
413247,Franke,,,,,,CDU/CSU,
413249,Blüm,,,Dr.,,,CDU/CSU,
413251,Blüm,,,Dr.,,,CDU/CSU,
413259,Stark,,,Dr.,,,CDU/CSU,Nürtingen
413285,Stark,,,Dr.,,,CDU/CSU,Nürtingen
413286,Wehner,,,,,,SPD,
413302,Pack,,,,,,CDU/CSU,
413308,Wörner,,,Dr.,,,CDU/CSU,
413330,Wörner,,,Dr.,,,CDU/CSU,
413334,Ritz,,,Dr.,,,CDU/CSU,
413372,Immer,,,,,,SPD,Altenkirchen
413432,Daweke,,,,,,CDU/CSU,
413437,Friedmann,,,Dr.,,,CDU/CSU,
413540,Ehmke,,,Dr.,,,SPD,
413567,Mertes,,,Dr.,,,CDU/CSU,Gerolstein
413568,Vogel,,,,,,CDU/CSU,Ennepetal
413570,Brandt,,,,,,SPD,
413581,Barzel,,,Dr.,,,CDU/CSU,
413589,Huyn,,,,,Graf,CDU/CSU,
413592,Huyn,,,,,Graf,CDU/CSU,
413599,Marx,,,Dr.,,,CDU/CSU,
413602,Jenninger,,,Dr.,,,CDU/CSU,
413603,Wehner,,,,,,SPD,
413605,Brandt,,,,,,SPD,
413612,Wehner,,,,,,SPD,
413622,Barzel,,,Dr.,,,CDU/CSU,
413625,Wehner,,,,,,SPD,
413631,Strauß,,,,,,CDU/CSU,
413650,Schäfer,,,Dr.,,,SPD,Tübingen
413653,Wehner,,,,,,SPD,
413655,Lenders,,,,,,SPD,
413663,Barzel,,,Dr.,,,CDU/CSU,
413671,Wehner,,,,,,SPD,
413714,Czaja,,,Dr.,,,CDU/CSU,
413752,Hupka,,,Dr.,,,CDU/CSU,
413755,Czaja,,,Dr.,,,CDU/CSU,
413920,Häfele,,,Dr.,,,CDU/CSU,
413937,Ritz,,,Dr.,,,CDU/CSU,
413939,Wolfram,,,,,,SPD,Recklinghausen
413950,Wolfram,,,,,,SPD,Recklinghausen
413976,Jenninger,,,Dr.,,,CDU/CSU,
413982,Pfeifer,,,,,,CDU/CSU,
413984,Pfeifer,,,,,,CDU/CSU,
413987,Daweke,,,,,,CDU/CSU,
413989,Möllemann,,,,,,FDP,
413998,Reddemann,,,,,,CDU/CSU,
414051,Ey,,,,,,CDU/CSU,
414172,Wehner,,,,,,SPD,
414178,Weizsäcker,,,Dr.,von,,CDU/CSU,
414187,Gallus,,,,,,FDP,
414199,Zimmermann,,,Dr.,,,CDU/CSU,
414201,Gallus,,,,,,FDP,
414207,Gallus,,,,,,FDP,
414217,Werner,,,,,,CDU/CSU,
414262,Milz,,,,,,CDU/CSU,
414331,Penner,,,Dr.,,,SPD,
414331,Schlaga,,,,,,SPD,
414427,Czaja,,,Dr.,,,CDU/CSU,
414432,Wolfram,,,,,,SPD,Recklinghausen
414434,Waffenschmidt,,,Dr.,,,CDU/CSU,
414441,Ritz,,,Dr.,,,CDU/CSU,
414446,Westphal,,,,,,SPD,
414452,Westphal,,,,,,SPD,
414462,Häfele,,,Dr.,,,CDU/CSU,
414467,Häfele,,,Dr.,,,CDU/CSU,
414469,Wehner,,,,,,SPD,
414477,Westphal,,,,,,SPD,
414502,Häfele,,,Dr.,,,CDU/CSU,
414505,Häfele,,,Dr.,,,CDU/CSU,
414523,Westphal,,,,,,SPD,
414527,Wehner,,,,,,SPD,
414532,Möller,,,Dr.,,,CDU/CSU,
414534,Jahn,,,Dr.,,,CDU/CSU,Münster
414661,Reddemann,,,,,,CDU/CSU,
414697,Kleinert,,,,,,FDP,
414705,Eyrich,,,Dr.,,,CDU/CSU,
414709,Klein,,,Dr.,,,CDU/CSU,Göttingen
414729,Pensky,,,,,,SPD,
414730,Vogel,,,,,,,Ennepetal
414739,Vogel,,,,,,CDU/CSU,Ennepetal
414744,Corterier,,,Dr.,,,SPD,
414803,Hupka,,,Dr.,,,CDU/CSU,
414859,Czaja,,,Dr.,,,CDU/CSU,
414883,Hamm-Brücher,,,Dr.,,,FDP,Hamm
414923,Miltner,,,Dr.,,,CDU/CSU,
414927,Vogel,,,,,,CDU/CSU,Ennepetal
414941,Stark,,,Dr.,,,CDU/CSU,Nürtingen
414949,Hasinger,,,,,,CDU/CSU,
414964,Dollinger,,,Dr.,,,CDU/CSU,
414978,Lambsdorff,,,Dr.,,Graf,FDP,
414980,Althammer,,,Dr.,,,CDU/CSU,
414988,Mertes,,,Dr.,,,CDU/CSU,Gerolstein
414992,Blüm,,,Dr.,,,CDU/CSU,
414998,Lutz,,,,,,SPD,
415021,Burger,,,,,,CDU/CSU,
415023,Lutz,,,,,,SPD,
415025,Franke,,,,,,CDU/CSU,
415030,Blüm,,,Dr.,,,CDU/CSU,
415038,Franke,,,,,,CDU/CSU,
415042,Müller,,,,,,CDU/CSU,Berlin
415050,Müller,,,,,,CDU/CSU,Remscheid
415056,Blüm,,,Dr.,,,CDU/CSU,
415060,Blüm,,,Dr.,,,CDU/CSU,
415073,Franke,,,,,,CDU/CSU,
415075,Müller,,,,,,CDU/CSU,Remscheid
415080,Heiterkeit,,,,,,,
415080,Schedl,,,,,,CDU/CSU,
415084,Lutz,,,,,,SPD,
415090,Franke,,,,,,CDU/CSU,
415092,Egert,,,,,,SPD,
415103,Jaunich,,,,,,SPD,
415113,Lutz,,,,,,SPD,
415116,Wehner,,,,,,SPD,
415118,Wehner,,,,,,SPD,
415133,Franke,,,,,,CDU/CSU,
415360,Evers,,,Dr.,,,CDU/CSU,
415367,Kohl,,,Dr.,,,CDU/CSU,
415369,Schäfer,,,Dr.,,,SPD,Tübingen
415371,Schäfer,,,Dr.,,,SPD,Tübingen
415373,Kunz,,,Dr.,,,CDU/CSU,Weiden
415394,Mertes,,,Dr.,,,CDU/CSU,Gerolstein
415399,Jäger,,,,,,CDU/CSU,Wangen
415400,Huyn,,,,,Graf,CDU/CSU,
415468,Wrangel,,,,von,Baron,CDU/CSU,
415470,Abelein,,,Dr.,,,CDU/CSU,
415476,Jäger,,,,,,CDU/CSU,Wangen
415478,Kunz,,,,,,CDU/CSU,Berlin
415486,Lenders,,,,,,SPD,
415492,Czaja,,,Dr.,,,CDU/CSU,
415495,Marx,,,Dr.,,,CDU/CSU,
415500,Pfeffermann,,,,,,CDU/CSU,
415505,Jäger,,,,,,CDU/CSU,Wangen
415522,Mertes,,,Dr.,,,CDU/CSU,Gerolstein
415536,Abelein,,,Dr.,,,CDU/CSU,
415577,Wrangel,,,,von,Baron,CDU/CSU,
415579,Jäger,,,,,,CDU/CSU,Wangen
415590,Jäger,,,,,,CDU/CSU,Wangen
415595,Jäger,,,,,,CDU/CSU,Wangen
415603,Timm,,,Dr.,,,SPD,
415613,Möller,,,Dr.,,,CDU/CSU,
415617,Schäuble,,,Dr.,,,CDU/CSU,
415634,Wörner,,,Dr.,,,CDU/CSU,
415636,Kraske,,,Dr.,,,CDU/CSU,
415653,Wörner,,,Dr.,,,CDU/CSU,
415654,Wörner,,,Dr.,,,CDU/CSU,
415683,Biehle,,,,,,CDU/CSU,
415707,Lambinus,,,,,,SPD,
415715,Wolfram,,,,,,SPD,Recklinghausen
415718,Narjes,,,Dr.,,,CDU/CSU,
415727,Wolfram,,,,,,SPD,Recklinghausen
415730,Stahl,,,,,,SPD,Kempen
415737,Wehner,,,,,,SPD,
415746,Stahl,,,,,,SPD,Kempen
415751,Wehner,,,,,,SPD,
415753,Wehner,,,,,,SPD,
415755,Wolfram,,,,,,SPD,Recklinghausen
415845,Schäfer,,,Dr.,,,SPD,Tübingen
415942,Stahl,,,,,,SPD,Kempen
415946,Lenzer,,,,,,CDU/CSU,
415952,Wolfram,,,,,,SPD,Recklinghausen
415960,Schäfer,,,,,,SPD,Offenburg
415964,Hasinger,,,,,,CDU/CSU,
415966,Narjes,,,Dr.,,,CDU/CSU,
415978,Hubrig,,,Dr.,,,CDU/CSU,
415988,Probst,,,Dr.,,,CDU/CSU,
415994,Stahl,,,,,,SPD,Kempen
416006,Hauff,,,Dr.,,,SPD,
416016,Schäfer,,,,,,SPD,Offenburg
416020,Wolfram,,,,,,SPD,Recklinghausen
416036,Schäuble,,,Dr.,,,CDU/CSU,
416045,Waffenschmidt,,,Dr.,,,CDU/CSU,
416047,Häfele,,,Dr.,,,CDU/CSU,
416058,Lagershausen,,,,,,CDU/CSU,
416091,Wehner,,,,,,SPD,
416108,Vogel,,,,,,CDU/CSU,Ennepetal
416171,Czaja,,,Dr.,,,CDU/CSU,
416301,Czaja,,,Dr.,,,CDU/CSU,
416350,Niegel,,,,,,CDU/CSU,
416359,Hasinger,,,,,,CDU/CSU,
416385,Miltner,,,Dr.,,,CDU/CSU,
416423,Marx,,,Dr.,,,CDU/CSU,
416453,Reddemann,,,,,,CDU/CSU,
416464,Kohl,,,Dr.,,,CDU/CSU,
416475,Wehner,,,,,,SPD,
416477,Jenninger,,,Dr.,,,CDU/CSU,
416482,Vogel,,,,,,CDU/CSU,Ennepetal
416491,Löffler,,,,,,SPD,
416494,Schäfer,,,Dr.,,,SPD,Tübingen
416498,Wehner,,,,,,SPD,
416510,Schäfer,,,Dr.,,,SPD,Tübingen
416516,Schröder,,,,,,CDU/CSU,Lüneburg
416521,Schäfer,,,Dr.,,,SPD,Tübingen
416523,Franke,,,,,,CDU/CSU,
416525,Kohl,,,Dr.,,,CDU/CSU,
416536,Kohl,,,Dr.,,,CDU/CSU,
416547,Wehner,,,,,,SPD,
416567,Haase,,,,,,CDU/CSU,Kassel
416631,Jaeger,,,Dr.,,,CDU/CSU,
416642,Stahl,,,,,,SPD,Kempen
416654,Stahl,,,,,,SPD,Kempen
416656,Stahl,,,,,,SPD,Kempen
416668,Stahl,,,,,,SPD,Kempen
416685,Spies  Büllesheim,,,Dr.,von,Freiherr,CDU/CSU,
416692,Pfeffermann,,,,,,CDU/CSU,
416692,Riedl,,,Dr.,,,CDU/CSU,München
416696,Stavenhagen,,,Dr.,,,CDU/CSU,
416705,Löffler,,,,,,SPD,
416707,Josten,,,,,,CDU/CSU,
416715,Stahl,,,,,,SPD,Kempen
416717,Wehner,,,,,,SPD,
416727,Holtz,,,Dr.,,,SPD,
416732,Schäfer,,,Dr.,,,SPD,Tübingen
416734,Miltner,,,Dr.,,,CDU/CSU,
416749,Spranger,,,,,,CDU/CSU,
416750,Penner,,,Dr.,,,SPD,
416752,Dregger,,,Dr.,,,CDU/CSU,
416754,Schäfer,,,Dr.,,,SPD,Tübingen
416758,Miltner,,,Dr.,,,CDU/CSU,
416777,Kleinert,,,,,,FDP,
416783,Penner,,,Dr.,,,SPD,
416784,Emmerlich,,,Dr.,,,SPD,
416788,Pack,,,,,,CDU/CSU,
416790,Penner,,,Dr.,,,SPD,
416794,Wehner,,,,,,SPD,
416795,Glombig,,,,,,SPD,
416798,Löffler,,,,,,SPD,
416809,Müller,,,,,,CDU/CSU,Berlin
416811,Hammans,,,Dr.,,,CDU/CSU,Hamm
416819,Franke,,,,,,CDU/CSU,
416825,Riedl,,,Dr.,,,CDU/CSU,München
416828,Kuhlwein,,,,,,SPD,
416828,Beifall auf allen Seiten,,,,,,,
416840,Egert,,,,,,SPD,
416851,Kohl,,,Dr.,,,CDU/CSU,
416857,Hennig,,,Dr.,,,CDU/CSU,
416868,Pfeifer,,,,,,CDU/CSU,
416882,Susset,,,,,,CDU/CSU,
416885,Kohl,,,Dr.,,,CDU/CSU,
416888,Riedl,,,Dr.,,,CDU/CSU,München
416890,Wehner,,,,,,SPD,
416892,Wehner,,,,,,SPD,
416894,Schäfer,,,Dr.,,,SPD,Tübingen
416902,Löffler,,,,,,SPD,
416906,Carstens,,,,,,CDU/CSU,Emstek
416908,Wohlrabe,,,,,,CDU/CSU,
416916,Waigel,,,Dr.,,,CDU/CSU,
416924,Löffler,,,,,,SPD,
416935,Breidbach,,,,,,CDU/CSU,
416960,Liedtke,,,,,,SPD,
416970,Damm,,,,,,CDU/CSU,
416974,Wörner,,,Dr.,,,CDU/CSU,
416980,Löffler,,,,,,SPD,
417000,Schäfer,,,Dr.,,,SPD,Tübingen
417008,Möllemann,,,,,,FDP,
417017,Gallus,,,,,,FDP,
417024,Jenninger,,,Dr.,,,CDU/CSU,
417031,Wörner,,,Dr.,,,CDU/CSU,
417045,Jahn,,,Dr.,,,CDU/CSU,Münster
417046,Immer,,,,,,SPD,Altenkirchen
417050,Tillmann,,,,,,CDU/CSU,
417071,Gallus,,,,,,FDP,
417086,Carstens,,,,,,CDU/CSU,Emstek
417088,Löffler,,,,,,SPD,
417098,Wohlrabe,,,,,,CDU/CSU,
417106,Schäfer,,,Dr.,,,SPD,Tübingen
417130,Wohlrabe,,,,,,CDU/CSU,
417185,Schäfer,,,Dr.,,,SPD,Tübingen
417296,Wehner,,,,,,SPD,
417312,Marx,,,Dr.,,,CDU/CSU,
417327,Wörner,,,Dr.,,,CDU/CSU,
417336,Wehner,,,,,,SPD,
417340,Wehner,,,,,,SPD,
417340,Petersen,,,,,,CDU/CSU,
417416,Corterier,,,Dr.,,,SPD,
417478,Czaja,,,Dr.,,,CDU/CSU,
417501,Hansen,,,,,,SPD,
417504,Wörner,,,Dr.,,,CDU/CSU,
417507,Wörner,,,Dr.,,,CDU/CSU,
417535,Weiskirch,,,,,,CDU/CSU,Olpe
417537,Wörner,,,Dr.,,,CDU/CSU,
417548,Geßner,,,Dr.,,,SPD,
417552,Geßner,,,Dr.,,,SPD,
417581,Schäfer,,,Dr.,,,SPD,Tübingen
417585,Kühbacher,,,,,,SPD,
417587,Häfele,,,Dr.,,,CDU/CSU,
417848,Häfele,,,Dr.,,,CDU/CSU,
417852,Häfele,,,Dr.,,,CDU/CSU,
417865,Wehner,,,,,,SPD,
417930,Köhler,,,Dr.,,,CDU/CSU,Wolfsburg
418119,Czaja,,,Dr.,,,CDU/CSU,
418169,Czaja,,,Dr.,,,CDU/CSU,
418175,Möller,,,Dr.,,,CDU/CSU,
418203,Haase,,,,,,CDU/CSU,Kassel
418207,Cronenberg,,,,,,FDP,
418227,Roth,,,,,,SPD,
418231,Haase,,,,,,CDU/CSU,Kassel
418245,Schäuble,,,Dr.,,,CDU/CSU,
418281,Stahl,,,,,,SPD,Kempen
418283,Lenzer,,,,,,CDU/CSU,
418291,Lenzer,,,,,,CDU/CSU,
418298,Hammans,,,Dr.,,,CDU/CSU,Hamm
418302,Schäfer,,,Dr.,,,SPD,Tübingen
418360,Hansen,,,,,,SPD,
418577,Berger,,,,,,CDU/CSU,Berg
418579,Dregger,,,Dr.,,,CDU/CSU,
418581,Stark,,,Dr.,,,CDU/CSU,Nürtingen
418583,Wolfram,,,,,,SPD,Recklinghausen
418585,Stark,,,Dr.,,,CDU/CSU,Nürtingen
418595,Josten,,,,,,CDU/CSU,
418597,Hauser,,,,,,CDU/CSU,Krefeld
418600,Steger,,,Dr.,,,SPD,
418605,Wehner,,,,,,SPD,
418633,Wehner,,,,,,SPD,
418633,Lachen und Zurufe  SPD,,,,von der,,SPD,
418636,Wolfram,,,,,,SPD,Recklinghausen
418651,Steger,,,Dr.,,,SPD,
418750,Czaja,,,Dr.,,,CDU/CSU,
418752,Czaja,,,Dr.,,,CDU/CSU,
418807,Czaja,,,Dr.,,,CDU/CSU,
418850,Josten,,,,,,CDU/CSU,
418901,Leicht,,,,,,CDU/CSU,
418909,Hartmann,,,,,,CDU/CSU,
418949,Lemmrich,,,,,,CDU/CSU,
418952,Topmann,,,,,,SPD,
418954,Jobst,,,Dr.,,,CDU/CSU,
418956,Waffenschmidt,,,Dr.,,,CDU/CSU,
418965,Barzel,,,Dr.,,,CDU/CSU,
418968,Breidbach,,,,,,CDU/CSU,
418972,Ritz,,,Dr.,,,CDU/CSU,
418974,Barzel,,,Dr.,,,CDU/CSU,
418981,Barzel,,,Dr.,,,CDU/CSU,
418986,Strauß,,,,,,CDU/CSU,
418996,Wolfram,,,,,,SPD,Recklinghausen
419009,Kohl,,,Dr.,,,CDU/CSU,
419014,Barzel,,,Dr.,,,CDU/CSU,
419019,Strauß,,,,,,CDU/CSU,
419029,Schäfer,,,Dr.,,,SPD,Tübingen
419035,Grobecker,,,,,,SPD,
419040,Glos,,,,,,CDU/CSU,
419049,Stücklen,,,,,,CDU/CSU,
419051,Häfele,,,Dr.,,,CDU/CSU,
419056,Leicht,,,,,,CDU/CSU,
419064,Roth,,,,,,SPD,
419074,Kühbacher,,,,,,SPD,
419094,Häfele,,,Dr.,,,CDU/CSU,
419100,Barzel,,,Dr.,,,CDU/CSU,
419101,Erhard,,,,,,CDU/CSU,Bad Schwalbach
419103,Schäfer,,,Dr.,,,SPD,Tübingen
419105,Sperling,,,Dr.,,,SPD,
419107,Barzel,,,Dr.,,,CDU/CSU,
419113,Ritz,,,Dr.,,,CDU/CSU,
419118,Jenninger,,,Dr.,,,CDU/CSU,
419120,Roth,,,,,,SPD,
419143,Becker,,,Dr.,,,CDU/CSU,Frankfurt
419145,Dawek,,,,,,CDU/CSU,
419146,Probst,,,Dr.,,,CDU/CSU,
419154,Wüster,,,,,,SPD,
419167,Pfeifer,,,,,,CDU/CSU,
419170,Wüster,,,,,,SPD,
419182,Daweke,,,,,,CDU/CSU,
419190,Pfeifer,,,,,,CDU/CSU,
419192,Schuchardt,,,,,,FDP,
419341,Schäfer,,,,,,SPD,Offenburg
419409,Weiskirch,,,,,,CDU/CSU,Olpe
419413,Damm,,,,,,CDU/CSU,
419414,Damm,,,,,,CDU/CSU,
419416,Damm,,,,,,CDU/CSU,
419544,Czaja,,,Dr.,,,CDU/CSU,
419598,Mertes,,,Dr.,,,CDU/CSU,Gerolstein
419626,Kraske,,,Dr.,,,CDU/CSU,
419634,Blumenfeld,,,,,,CDU/CSU,
419636,Damm,,,,,,CDU/CSU,
419640,Damm,,,,,,CDU/CSU,
419764,Kiechle,,,,,,CDU/CSU,
419828,Becker,,,Dr.,,,CDU/CSU,Frankfurt
419834,Wolfram,,,,,,SPD,Recklinghausen
419836,Russe,,,,,,CDU/CSU,
419838,Kohl,,,Dr.,,,CDU/CSU,
419840,Kohl,,,Dr.,,,CDU/CSU,
419844,Wolfram,,,,,,SPD,Recklinghausen
419845,Wehner,,,,,,SPD,
419847,Ehmke,,,Dr.,,,SPD,
419848,Stahl,,,,,,SPD,Kempen
419850,Steger,,,Dr.,,,SPD,
419857,Kohl,,,Dr.,,,CDU/CSU,
419859,Jenninger,,,Dr.,,,CDU/CSU,
419861,Breidbach,,,,,,CDU/CSU,
419879,Wehner,,,,,,SPD,
419888,Russe,,,,,,CDU/CSU,
419894,Franke,,,,,,CDU/CSU,
419922,Lenzer,,,,,,CDU/CSU,
419938,Narjes,,,Dr.,,,CDU/CSU,
419941,Reuschenbach,,,,,,SPD,
419942,Russe,,,,,,CDU/CSU,
419944,Katzer,,,,,,CDU/CSU,
419954,Russe,,,,,,CDU/CSU,
419956,Steger,,,Dr.,,,SPD,
419973,Gerster,,,,,,CDU/CSU,Mainz
419975,Steger,,,Dr.,,,SPD,
419980,Huyn,,,,,Graf,CDU/CSU,
419995,Werner,,,,,,CDU/CSU,
419997,Todenhöfer,,,Dr.,,,CDU/CSU,
420009,Marx,,,Dr.,,,CDU/CSU,
420016,Todenhöfer,,,Dr.,,,CDU/CSU,
420018,Huyn,,,,,Graf,CDU/CSU,
420027,Huyn,,,,,Graf,CDU/CSU,
420030,Todenhöfer,,,Dr.,,,CDU/CSU,
420033,Todenhöfer,,,Dr.,,,CDU/CSU,
420035,Huyn,,,,,Graf,CDU/CSU,
420036,Huyn,,,,,Graf,CDU/CSU,
420090,Czaja,,,Dr.,,,CDU/CSU,
420170,Mertes,,,Dr.,,,CDU/CSU,Gerolstein
420224,Corterier,,,Dr.,,,SPD,
420233,Czaja,,,Dr.,,,CDU/CSU,
420308,Mertes,,,Dr.,,,CDU/CSU,Gerolstein
420314,Huyn,,,,,Graf,CDU/CSU,
420318,Strauß,,,,,,CDU/CSU,
420320,Marx,,,Dr.,,,CDU/CSU,
420321,Holtz,,,Dr.,,,SPD,
420324,Mertes,,,Dr.,,,CDU/CSU,Gerolstein
420326,Mertes,,,Dr.,,,CDU/CSU,Gerolstein
420328,Marx,,,Dr.,,,CDU/CSU,
420334,Kunz,,,Dr.,,,CDU/CSU,Weiden
420344,Hupka,,,Dr.,,,CDU/CSU,
420346,Hupka,,,Dr.,,,CDU/CSU,
420351,Vogel,,,,,,CDU/CSU,Ennepetal
420357,Haase,,,,,,CDU/CSU,Kassel
420359,Haase,,,,,,CDU/CSU,Kassel
420368,Schwarz,,,,,,CDU/CSU,
420372,Vogel,,,,,,CDU/CSU,Ennepetal
420374,Marx,,,Dr.,,,CDU/CSU,
