RB_ID,RB_Name,WAHLPERIODE,NR,DATUM,FUNKTION,POSITION,ANREDE_TITEL,PRAEFIX,ADEL,PARTEI,ORTSZUSATZ
232712,Stammberger,4,04/7,07.12.1961,Bundesminister der Justiz,,Dr.,,,,
232713,Jaeger,4,04/7,07.12.1961,,Vizepräsident,Dr.,,,,
232714,Jahn,4,04/7,07.12.1961,,,,,,SPD,Marburg
232715,Stammberger,4,04/7,07.12.1961,Bundesminister der Justiz,,Dr.,,,,
232716,Jaeger,4,04/7,07.12.1961,,Vizepräsident,Dr.,,,,
232717,Stammberger,4,04/7,07.12.1961,Bundesminister der Justiz,,Dr.,,,,
232718,Corterier,4,04/7,07.12.1961,,,,,,SPD,
232719,Jaeger,4,04/7,07.12.1961,,Vizepräsident,Dr.,,,,
232720,Kohut,4,04/7,07.12.1961,,,Dr.,,,FDP,
232721,Jaeger,4,04/7,07.12.1961,,Vizepräsident,Dr.,,,,
232722,Jaeger,4,04/7,07.12.1961,,Vizepräsident,Dr.,,,,
232723,Jaeger,4,04/7,07.12.1961,,Vizepräsident,Dr.,,,,
232724,Jaeger,4,04/7,07.12.1961,,Vizepräsident,Dr.,,,,
232725,Lohmar,4,04/7,07.12.1961,,,,,,SPD,
232726,Jaeger,4,04/7,07.12.1961,,Vizepräsident,Dr.,,,,
232727,Lohmar,4,04/7,07.12.1961,,,,,,SPD,
232728,Jaeger,4,04/7,07.12.1961,,Vizepräsident,Dr.,,,,
232729,Jaeger,4,04/7,07.12.1961,,Vizepräsident,Dr.,,,,
232730,Seiermann,4,04/7,07.12.1961,Staatssekretär im Bundesministerium für Verkehr,,Dr.,,,,
232731,Jaeger,4,04/7,07.12.1961,,Vizepräsident,Dr.,,,,
232732,Börner,4,04/7,07.12.1961,,,,,,SPD,
232733,Seiermann,4,04/7,07.12.1961,Staatssekretär im Bundesministerium für Verkehr,,Dr.,,,,
232734,Jaeger,4,04/7,07.12.1961,,Vizepräsident,Dr.,,,,
232735,Börner,4,04/7,07.12.1961,,,,,,SPD,
232736,Seiermann,4,04/7,07.12.1961,Staatssekretär im Bundesministerium für Verkehr,,Dr.,,,,
232737,Jaeger,4,04/7,07.12.1961,,Vizepräsident,Dr.,,,,
232738,Jaeger,4,04/7,07.12.1961,,Vizepräsident,Dr.,,,,
232739,Könen,4,04/7,07.12.1961,,,,,,SPD,Düsseldorf
232740,Könen,4,04/7,07.12.1961,,,,,,SPD,Düsseldorf
232741,Jaeger,4,04/7,07.12.1961,,Vizepräsident,Dr.,,,,
232742,Könen,4,04/7,07.12.1961,,,,,,SPD,Düsseldorf
232743,Könen,4,04/7,07.12.1961,,,,,,SPD,Düsseldorf
232744,Jaeger,4,04/7,07.12.1961,,Vizepräsident,Dr.,,,,
232745,Jaeger,4,04/7,07.12.1961,,Vizepräsident,Dr.,,,,
232746,Jaeger,4,04/7,07.12.1961,,Vizepräsident,Dr.,,,,
232747,Blohm,4,04/7,07.12.1961,,,,,,CDU/CSU,
232748,Schwarzhaupt,4,04/7,07.12.1961,Bundesminister für Gesundheitswesen,,Dr.,,,,
232749,Jaeger,4,04/7,07.12.1961,,Vizepräsident,Dr.,,,,
232750,Bechert,4,04/7,07.12.1961,,,Dr.,,,SPD,
232751,Schwarzhaupt,4,04/7,07.12.1961,Bundesminister für Gesundheitswesen,,Dr.,,,,
232752,Jaeger,4,04/7,07.12.1961,,Vizepräsident,Dr.,,,,
232753,Memmel,4,04/7,07.12.1961,,,,,,CDU/CSU,
232754,Schwarzhaupt,4,04/7,07.12.1961,Bundesminister für Gesundheitswesen,,Dr.,,,,
232755,Jaeger,4,04/7,07.12.1961,,Vizepräsident,Dr.,,,,
232756,Dehler,4,04/8,13.12.1961,,Vizepräsident,Dr.,,,,
232757,Schellenberg,4,04/8,13.12.1961,,,Dr.,,,SPD,
232758,Dehler,4,04/8,13.12.1961,,Vizepräsident,Dr.,,,,
232759,Seuffert,4,04/8,13.12.1961,,,,,,SPD,
232760,Dehler,4,04/8,13.12.1961,,Vizepräsident,Dr.,,,,
232761,Vogel,4,04/8,13.12.1961,,,Dr.,,,CDU/CSU,
232762,Dehler,4,04/8,13.12.1961,,Vizepräsident,Dr.,,,,
232763,Zoglmann,4,04/8,13.12.1961,,,,,,FDP,
232764,Dehler,4,04/8,13.12.1961,,Vizepräsident,Dr.,,,,
232765,Dehler,4,04/8,13.12.1961,,Vizepräsident,Dr.,,,,
232766,Erhard,4,04/8,13.12.1961,Stellvertreter des Bundeskanzlers,,Dr.,,,,
232767,Dehler,4,04/8,13.12.1961,,Vizepräsident,Dr.,,,,
232768,Mommer,4,04/8,13.12.1961,,,Dr.,,,SPD,
232769,Erhard,4,04/8,13.12.1961,Stellvertreter des Bundeskanzlers,,Dr.,,,,
232770,Dehler,4,04/8,13.12.1961,,Vizepräsident,Dr.,,,,
232771,Mommer,4,04/8,13.12.1961,,,Dr.,,,SPD,
232772,Erhard,4,04/8,13.12.1961,Stellvertreter des Bundeskanzlers,,Dr.,,,,
232773,Dehler,4,04/8,13.12.1961,,Vizepräsident,Dr.,,,,
232774,Hettlage,4,04/8,13.12.1961,Staatssekretär des Bundesministeriums der Finanzen,,Dr.,,,,
232775,Dehler,4,04/8,13.12.1961,,Vizepräsident,Dr.,,,,
232776,Faller,4,04/8,13.12.1961,,,,,,SPD,
232777,Hettlage,4,04/8,13.12.1961,Staatssekretär des Bundesministeriums der Finanzen,,Dr.,,,,
232778,Faller,4,04/8,13.12.1961,,,,,,SPD,
232779,Dehler,4,04/8,13.12.1961,,Vizepräsident,Dr.,,,,
232780,Erhard,4,04/8,13.12.1961,Bundesminister für Wirtschaft,,Dr.,,,,
232781,Dehler,4,04/8,13.12.1961,,Vizepräsident,Dr.,,,,
232782,Dehler,4,04/8,13.12.1961,,Vizepräsident,Dr.,,,,
232783,Dröscher,4,04/8,13.12.1961,,,,,,SPD,
232784,Dehler,4,04/8,13.12.1961,,Vizepräsident,Dr.,,,,
232785,Dröscher,4,04/8,13.12.1961,,,,,,SPD,
232786,Dehler,4,04/8,13.12.1961,,Vizepräsident,Dr.,,,,
232787,Börner,4,04/8,13.12.1961,,,,,,SPD,
232788,Dehler,4,04/8,13.12.1961,,Vizepräsident,Dr.,,,,
232789,Börner,4,04/8,13.12.1961,,,,,,SPD,
232790,Dehler,4,04/8,13.12.1961,,Vizepräsident,Dr.,,,,
232791,Dehler,4,04/8,13.12.1961,,Vizepräsident,Dr.,,,,
232792,Dehler,4,04/8,13.12.1961,,Vizepräsident,Dr.,,,,
232793,Wittrock,4,04/8,13.12.1961,,,,,,SPD,
232794,Wittrock,4,04/8,13.12.1961,,,,,,SPD,
232795,Dehler,4,04/8,13.12.1961,,Vizepräsident,Dr.,,,,
232796,Dehler,4,04/8,13.12.1961,,Vizepräsident,Dr.,,,,
232797,Steinmetz,4,04/8,13.12.1961,Staatssekretär im Bundesministerium für das Post- und Fernmeldewesen,,Dr.,,,,
232798,Dehler,4,04/8,13.12.1961,,Vizepräsident,Dr.,,,,
232799,Dehler,4,04/8,13.12.1961,,Vizepräsident,Dr.,,,,
232800,Korspeter,4,04/8,13.12.1961,,,,,,SPD,
232801,Korspeter,4,04/8,13.12.1961,,,,,,SPD,
232802,Dehler,4,04/8,13.12.1961,,Vizepräsident,Dr.,,,,
232803,Meyer,4,04/8,13.12.1961,,,,,,SPD,Wanne-Eickel
232804,Dehler,4,04/8,13.12.1961,,Vizepräsident,Dr.,,,,
232805,Kühn,4,04/8,13.12.1961,,,,,,CDU/CSU,Hildesheim
232806,Dehler,4,04/8,13.12.1961,,Vizepräsident,Dr.,,,,
232807,Schellenberg,4,04/8,13.12.1961,,,Dr.,,,SPD,
232808,Kühn,4,04/8,13.12.1961,,,,,,CDU/CSU,Hildesheim
232809,Dehler,4,04/8,13.12.1961,,Vizepräsident,Dr.,,,,
232810,Killat,4,04/8,13.12.1961,,,,,,SPD,
232811,Dehler,4,04/8,13.12.1961,,Vizepräsident,Dr.,,,,
232812,Ruf,4,04/8,13.12.1961,,,,,,CDU/CSU,
232813,Dehler,4,04/8,13.12.1961,,Vizepräsident,Dr.,,,,
232814,Ruf,4,04/8,13.12.1961,,,,,,CDU/CSU,
232815,Dehler,4,04/8,13.12.1961,,Vizepräsident,Dr.,,,,
232816,Weber,4,04/8,13.12.1961,,,,,,FDP,Georgenau
232817,Dehler,4,04/8,13.12.1961,,Vizepräsident,Dr.,,,,
232818,Geiger,4,04/8,13.12.1961,,,,,,SPD,
232819,Gerstenmaier,4,04/8,13.12.1961,,Präsident,D. Dr.,,,,
232820,Schellenberg,4,04/8,13.12.1961,,,Dr.,,,SPD,
232821,Gerstenmaier,4,04/8,13.12.1961,,Präsident,D. Dr.,,,,
232822,Spitzmüller,4,04/8,13.12.1961,,,,,,FDP,
232823,Büttner,4,04/8,13.12.1961,,,,,,,
232824,Gerstenmaier,4,04/8,13.12.1961,,Präsident,D. Dr.,,,,
232825,Winkelhei,4,04/8,13.12.1961,,,,de,,CDU/CSU,
232826,Gerstenmaier,4,04/8,13.12.1961,,Präsident,D. Dr.,,,,
232827,Winkelhei,4,04/8,13.12.1961,,,,de,,CDU/CSU,
232828,Gerstenmaier,4,04/8,13.12.1961,,Präsident,D. Dr.,,,,
232829,Könen,4,04/8,13.12.1961,,,,,,SPD,Düsseldorf
232830,Gerstenmaier,4,04/8,13.12.1961,,Präsident,D. Dr.,,,,
232831,Korspeter,4,04/8,13.12.1961,,,,,,SPD,
232832,Gerstenmaier,4,04/8,13.12.1961,,Präsident,D. Dr.,,,,
232833,Schütz,4,04/8,13.12.1961,,,,,,CDU/CSU,München
232834,Gerstenmaier,4,04/8,13.12.1961,,Präsident,D. Dr.,,,,
232835,Schellenberg,4,04/8,13.12.1961,,,Dr.,,,SPD,
232836,Gerstenmaier,4,04/8,13.12.1961,,Präsident,D. Dr.,,,,
232837,Gerstenmaier,4,04/8,13.12.1961,,Präsident,D. Dr.,,,,
232838,Hoogen,4,04/8,13.12.1961,,,,,,CDU/CSU,
232839,Gerstenmaier,4,04/8,13.12.1961,,Präsident,D. Dr.,,,,
232840,Schoettle,4,04/9,17.01.1962,,Vizepräsident,,,,,
232841,Adenauer,4,04/9,17.01.1962,Bundeskanzler,,Dr.,,,,
232842,Schoettle,4,04/9,17.01.1962,,Vizepräsident,,,,,
232843,E. h. Möller,4,04/9,17.01.1962,,,Dr. h. c.,,,SPD,
232844,Schoettle,4,04/9,17.01.1962,,Vizepräsident,,,,,
232845,Starke,4,04/9,17.01.1962,Bundesminister der Finanzen,,Dr.,,,,
232846,Schoettle,4,04/9,17.01.1962,,Vizepräsident,,,,,
232847,Starke,4,04/9,17.01.1962,Bundesminister der Finanzen,,Dr.,,,,
232848,Schäfer,4,04/9,17.01.1962,,,Dr.,,,SPD,
