RB_ID,RB_Name,WAHLPERIODE,NR,DATUM,FUNKTION,POSITION,ANREDE_TITEL,PRAEFIX,ADEL,PARTEI,ORTSZUSATZ
360436,Götz,7,07/5,19.12.1972,,,Dr.,,,CDU/CSU,
360437,Funcke,7,07/5,19.12.1972,,Vizepräsident,,,,,
360438,Götz,7,07/5,19.12.1972,,,Dr.,,,CDU/CSU,
360439,Urbaniak,7,07/5,19.12.1972,,,,,,SPD,
360440,Götz,7,07/5,19.12.1972,,,Dr.,,,CDU/CSU,
360441,Funcke,7,07/5,19.12.1972,,Vizepräsident,,,,,
360442,Schmidt,7,07/5,19.12.1972,,,,,,FDP,Kempten
360443,Barzel,7,07/5,19.12.1972,,,Dr.,,,CDU/CSU,
360444,Schmidt,7,07/5,19.12.1972,,,,,,FDP,Kempten
360445,Funcke,7,07/5,19.12.1972,,Vizepräsident,,,,,
360446,Schmidt,7,07/5,19.12.1972,,,,,,FDP,Kempten
360447,Müller,7,07/5,19.12.1972,,,,,,CDU/CSU,Berlin
360448,Schmidt,7,07/5,19.12.1972,,,,,,FDP,Kempten
360449,Ritz,7,07/5,19.12.1972,,,Dr.,,,,
360450,Funcke,7,07/5,19.12.1972,,Vizepräsident,,,,,
360451,Schmidt,7,07/5,19.12.1972,,,,,,FDP,Kempten
360452,Funcke,7,07/5,19.12.1972,,Vizepräsident,,,,,
360453,Leicht,7,07/5,19.12.1972,,,,,,CDU/CSU,
360454,Schmidt,7,07/5,19.12.1972,,,,,,FDP,Kempten
360455,Funcke,7,07/5,19.12.1972,,Vizepräsident,,,,,
360456,Schmidt,7,07/5,19.12.1972,,,,,,FDP,Kempten
360457,Müller,7,07/5,19.12.1972,,,,,,CDU/CSU,Berlin
360458,Schmidt,7,07/5,19.12.1972,,,,,,FDP,Kempten
360459,Funcke,7,07/5,19.12.1972,,Vizepräsident,,,,,
360460,Leicht,7,07/5,19.12.1972,,,,,,CDU/CSU,
360461,Schmidt,7,07/5,19.12.1972,,,,,,FDP,Kempten
360462,Funcke,7,07/5,19.12.1972,,Vizepräsident,,,,,
360463,Müller,7,07/5,19.12.1972,,,,,,CDU/CSU,Berlin
360464,Schmidt,7,07/5,19.12.1972,,,,,,FDP,Kempten
360465,Funcke,7,07/5,19.12.1972,,Vizepräsident,,,,,
360466,Härzschel,7,07/5,19.12.1972,,,,,,CDU/CSU,
360467,Schmidt,7,07/5,19.12.1972,,,,,,FDP,Kempten
360468,Funcke,7,07/5,19.12.1972,,Vizepräsident,,,,,
360469,Müller,7,07/5,19.12.1972,,,,,,CDU/CSU,Remscheid
360470,Schmidt,7,07/5,19.12.1972,,,,,,FDP,Kempten
360471,Funcke,7,07/5,19.12.1972,,Vizepräsident,,,,,
360472,Wagner,7,07/5,19.12.1972,,,,,,CDU/CSU,Günzburg
360473,Funcke,7,07/5,19.12.1972,,Vizepräsident,,,,,
360474,Wienand,7,07/5,19.12.1972,,,,,,SPD,
360475,Funcke,7,07/5,19.12.1972,,Vizepräsident,,,,,
360476,Franke,7,07/5,19.12.1972,,,,,,CDU/CSU,Osnabrück
360477,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360478,Mischnick,7,07/5,19.12.1972,,,,,,FDP,
360479,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360480,Mischnick,7,07/5,19.12.1972,,,,,,FDP,
360481,Franke,7,07/5,19.12.1972,,,,,,CDU/CSU,Osnabrück
360482,Mischnick,7,07/5,19.12.1972,,,,,,FDP,
360483,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360484,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360485,Schmu,7,07/5,19.12.1972,,,Dr.,de,,SPD,
360486,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360487,Schmu,7,07/5,19.12.1972,,,Dr.,de,,SPD,
360488,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360489,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360490,Wittmann,7,07/5,19.12.1972,,,Dr.,,,CDU/CSU,München
360491,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360492,Wittmann,7,07/5,19.12.1972,,,Dr.,,,CDU/CSU,München
360493,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360494,Vogel,7,07/5,19.12.1972,"Bundesminister für Raumordnung, Bauwesen und Städtebau",,Dr.,,,,
360495,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360496,Schneider,7,07/5,19.12.1972,,,Dr.,,,CDU/CSU,
360497,Vogel,7,07/5,19.12.1972,"Bundesminister für Raumordnung, Bauwesen und Städtebau",,Dr.,,,,
360498,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360499,Schneider,7,07/5,19.12.1972,,,Dr.,,,CDU/CSU,
360500,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360501,Schneider,7,07/5,19.12.1972,,,Dr.,,,CDU/CSU,
360502,Vogel,7,07/5,19.12.1972,"Bundesminister für Raumordnung, Bauwesen und Städtebau",,Dr.,,,,
360503,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360504,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360505,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360506,Kreutzmann,7,07/5,19.12.1972,,,Dr.,,,SPD,
360507,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360508,Kreutzmann,7,07/5,19.12.1972,,,Dr.,,,SPD,
360509,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360510,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360511,Hansen,7,07/5,19.12.1972,,,,,,SPD,
360512,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360513,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360514,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360515,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360516,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360517,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360518,Becker,7,07/5,19.12.1972,,,,,,SPD,Nienberge
360519,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360520,Becker,7,07/5,19.12.1972,,,,,,SPD,Nienberge
360521,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360522,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360523,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360524,Reiser,7,07/5,19.12.1972,,,,,,SPD,
360525,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360526,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360527,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360528,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360529,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360530,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360531,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360532,Friderichs,7,07/5,19.12.1972,Bundesminister für Wirtschaft,,Dr.,,,,
360533,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360534,Schneider,7,07/5,19.12.1972,,,Dr.,,,CDU/CSU,
360535,Friderichs,7,07/5,19.12.1972,Bundesminister für Wirtschaft,,Dr.,,,,
360536,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360537,Schneider,7,07/5,19.12.1972,,,Dr.,,,CDU/CSU,
360538,Friderichs,7,07/5,19.12.1972,Bundesminister für Wirtschaft,,Dr.,,,,
360539,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360540,Friderichs,7,07/5,19.12.1972,Bundesminister für Wirtschaft,,Dr.,,,,
360541,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360542,Weber,7,07/5,19.12.1972,,,Dr.,,,SPD,Köln
360543,Friderichs,7,07/5,19.12.1972,Bundesminister für Wirtschaft,,Dr.,,,,
360544,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360545,Friderichs,7,07/5,19.12.1972,Bundesminister für Wirtschaft,,Dr.,,,,
360546,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360547,Weber,7,07/5,19.12.1972,,,Dr.,,,SPD,Köln
360548,Friderichs,7,07/5,19.12.1972,Bundesminister für Wirtschaft,,Dr.,,,,
360549,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360550,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360551,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360552,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360553,Mursch,7,07/5,19.12.1972,,,,,,CDU/CSU,Soltau-Harburg
360554,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360555,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360556,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360557,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360558,Mursch,7,07/5,19.12.1972,,,,,,CDU/CSU,Soltau-Harburg
360559,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360560,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360561,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360562,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360563,Lemp,7,07/5,19.12.1972,,,,,,SPD,
360564,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360565,Lemp,7,07/5,19.12.1972,,,,,,SPD,
360566,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360567,Mursch,7,07/5,19.12.1972,,,,,,CDU/CSU,Soltau-Harburg
360568,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360569,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360570,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360571,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360572,Gruhl,7,07/5,19.12.1972,,,Dr.,,,CDU/CSU,
360573,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360574,Gruhl,7,07/5,19.12.1972,,,Dr.,,,CDU/CSU,
360575,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360576,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360577,Geisenhofer,7,07/5,19.12.1972,,,,,,CDU/CSU,
360578,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360579,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360580,Geisenhofer,7,07/5,19.12.1972,,,,,,CDU/CSU,
360581,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360582,Geisenhofer,7,07/5,19.12.1972,,,,,,CDU/CSU,
360583,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360584,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360585,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360586,Metzger,7,07/5,19.12.1972,,,,,,SPD,
360587,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360588,Metzger,7,07/5,19.12.1972,,,,,,SPD,
360589,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360590,Metzger,7,07/5,19.12.1972,,,,,,SPD,
360591,Schmitt-Vockenhausen,7,07/5,19.12.1972,,Vizepräsident,Dr.,,,,Vockenhausen
360592,Aigner,7,07/5,19.12.1972,,,,,,CDU/CSU,
360593,Hassel,7,07/6,20.12.1972,,Vizepräsident,,von,,,
360594,Althammer,7,07/6,20.12.1972,,,Dr.,,,CDU/CSU,
360595,Hassel,7,07/6,20.12.1972,,Vizepräsident,,von,,,
360596,Haehser,7,07/6,20.12.1972,,,,,,SPD,
360597,Hassel,7,07/6,20.12.1972,,Vizepräsident,,von,,,
360598,Breidbach,7,07/6,20.12.1972,,,,,,CDU/CSU,
360599,Haehser,7,07/6,20.12.1972,,,,,,SPD,
360600,Hassel,7,07/6,20.12.1972,,Vizepräsident,,von,,,
360601,Bismarck,7,07/6,20.12.1972,,,Dr.,von,,CDU/CSU,
360602,Haehser,7,07/6,20.12.1972,,,,,,SPD,
360603,Hassel,7,07/6,20.12.1972,,Vizepräsident,,von,,,
360604,Haehser,7,07/6,20.12.1972,,,,,,SPD,
360605,Althammer,7,07/6,20.12.1972,,,Dr.,,,CDU/CSU,
360606,Haehser,7,07/6,20.12.1972,,,,,,SPD,
360607,Hassel,7,07/6,20.12.1972,,Vizepräsident,,von,,,
360608,Haehser,7,07/6,20.12.1972,,,,,,SPD,
360609,Jenninger,7,07/6,20.12.1972,,,Dr.,,,CDU/CSU,
360610,Haehser,7,07/6,20.12.1972,,,,,,SPD,
360611,Hassel,7,07/6,20.12.1972,,Vizepräsident,,von,,,
360612,Kirst,7,07/6,20.12.1972,,,,,,FDP,
360613,Hassel,7,07/6,20.12.1972,,Vizepräsident,,von,,,
360614,Hassel,7,07/6,20.12.1972,,Vizepräsident,,von,,,
360615,Althammer,7,07/6,20.12.1972,,,Dr.,,,CDU/CSU,
360616,Hassel,7,07/6,20.12.1972,,Vizepräsident,,von,,,
360617,Glombig,7,07/6,20.12.1972,,,,,,SPD,
360618,Hassel,7,07/6,20.12.1972,,Vizepräsident,,von,,,
360619,Müller,7,07/6,20.12.1972,,,,,,CDU/CSU,Remscheid
360620,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360621,Geldner,7,07/6,20.12.1972,,,,,,FDP,
360622,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360623,Urbaniak,7,07/6,20.12.1972,,,,,,SPD,
360624,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360625,Müller,7,07/6,20.12.1972,,,,,,CDU/CSU,Remscheid
360626,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360627,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360628,Wittmann,7,07/6,20.12.1972,,,Dr.,,,CDU/CSU,München
360629,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360630,Wittmann,7,07/6,20.12.1972,,,Dr.,,,CDU/CSU,München
360631,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360632,Schlaga,7,07/6,20.12.1972,,,,,,SPD,
360633,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360634,Schlaga,7,07/6,20.12.1972,,,,,,SPD,
360635,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360636,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360637,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360638,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360639,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360640,Schröder,7,07/6,20.12.1972,,,,,,CDU/CSU,Lüneburg
360641,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360642,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360643,Vogel,7,07/6,20.12.1972,,,,,,CDU/CSU,Ennepetal
360644,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360645,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360646,Vogel,7,07/6,20.12.1972,,,,,,CDU/CSU,Ennepetal
360647,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360648,Vogel,7,07/6,20.12.1972,,,,,,CDU/CSU,Ennepetal
360649,Jeager,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360650,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360651,Hupka,7,07/6,20.12.1972,,,Dr.,,,CDU/CSU,
360652,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360653,Hupka,7,07/6,20.12.1972,,,Dr.,,,CDU/CSU,
360654,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360655,Czaja,7,07/6,20.12.1972,,,Dr.,,,CDU/CSU,
360656,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360657,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360658,Hupka,7,07/6,20.12.1972,,,Dr.,,,CDU/CSU,
360659,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360660,Hupka,7,07/6,20.12.1972,,,Dr.,,,CDU/CSU,
360661,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360662,Czaja,7,07/6,20.12.1972,,,Dr.,,,CDU/CSU,
360663,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360664,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360665,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360666,Schulte,7,07/6,20.12.1972,,,,,,CDU/CSU,Schwäbisch Gmünd
360667,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360668,Schulte,7,07/6,20.12.1972,,,,,,CDU/CSU,Schwäbisch Gmünd
360669,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360670,Simpfendörfer,7,07/6,20.12.1972,,,,,,SPD,
360671,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360672,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360673,Jahn,7,07/6,20.12.1972,,,Dr.,,,CDU/CSU,Braunschweig
360674,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360675,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360676,Seefeld,7,07/6,20.12.1972,,,,,,SPD,
360677,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360678,Seefeld,7,07/6,20.12.1972,,,,,,SPD,
360679,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360680,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360681,Schröder,7,07/6,20.12.1972,,,,,,CDU/CSU,Lüneburg
360682,Schröder,7,07/6,20.12.1972,,,,,,CDU/CSU,Lüneburg
360683,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360684,Kunz,7,07/6,20.12.1972,,,,,,CDU/CSU,Berlin
360685,Jaeger,7,07/6,20.12.1972,,Vizepräsident,Dr.,,,,
360686,Schröder,7,07/6,20.12.1972,,,,,,CDU/CSU,Lüneburg
