RB_ID,RB_Name,WAHLPERIODE,NR,DATUM,GESCHLECHT,FUNKTION,POSITION,ANREDE_TITEL,PRAEFIX,ADEL,PARTEI,ORTSZUSATZ
268686,Schwarzhaupt,5,05/3,26.10.1965,weiblich,Bundesminister für Gesundheitswesen,,Dr.,,,,
268687,Gerstenmaier,5,05/3,26.10.1965,,,Präsident,D. Dr.,,,,
268688,Krone,5,05/3,26.10.1965,,Bundesminister für die Angelegenheiten des Bundesverteidigungsrates,,Dr.,,,,
268689,Gerstenmaier,5,05/3,26.10.1965,,,Präsident,D. Dr.,,,,
268690,Westrick,5,05/3,26.10.1965,,Bundesminister für besondere Aufgaben,,Dr.,,,,
268691,Gerstenmaier,5,05/3,26.10.1965,,,Präsident,D. Dr.,,,,
268692,Gerstenmaier,5,05/4,10.11.1965,,,Präsident,D. Dr.,,,,
268693,Erhard,5,05/4,10.11.1965,,Bundeskanzler,,Dr.,,,,
268694,Gerstenmaier,5,05/4,10.11.1965,,,Präsident,D. Dr.,,,,
268695,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268696,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268697,Matthöfer,5,05/5,24.11.1965,,,,,,,SPD,
268698,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268699,Matthöfer,5,05/5,24.11.1965,,,,,,,SPD,
268700,Mommer,5,05/5,24.11.1965,,,,Dr.,,,,
268701,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268702,Erler,5,05/5,24.11.1965,,,,,,,SPD,
268703,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268704,Wehner,5,05/5,24.11.1965,,,,,,,SPD,
268705,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268706,Wehner,5,05/5,24.11.1965,,,,,,,SPD,
268707,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268708,Erler,5,05/5,24.11.1965,,,,,,,SPD,
268709,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268710,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268711,Mommer,5,05/5,24.11.1965,,,,Dr.,,,SPD,
268712,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268713,Sänger,5,05/5,24.11.1965,,,,,,,SPD,
268714,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268715,Sänger,5,05/5,24.11.1965,,,,,,,SPD,
268716,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268717,Rinderspacher,5,05/5,24.11.1965,,,,Dr.,,,SPD,
268718,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268719,Rinderspacher,5,05/5,24.11.1965,,,,Dr.,,,SPD,
268720,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268721,Jaeger,5,05/5,24.11.1965,,Bundesminister der Justiz,,Dr.,,,,
268722,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268723,Lemper,5,05/5,24.11.1965,,,,,,,SPD,
268724,Jaeger,5,05/5,24.11.1965,,Bundesminister der Justiz,,Dr.,,,,
268725,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268726,Huys,5,05/5,24.11.1965,,,,Dr.,,,CDU/CSU,
268727,Jaeger,5,05/5,24.11.1965,,Bundesminister der Justiz,,Dr.,,,,
268728,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268729,Heck,5,05/5,24.11.1965,,Bundesminister für Familie und Jugend,,Dr.,,,,
268730,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268731,Müller,5,05/5,24.11.1965,,,,Dr.,,,SPD,München
268732,Heck,5,05/5,24.11.1965,,Bundesminister für Familie und Jugend,,Dr.,,,,
268733,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268734,Müller,5,05/5,24.11.1965,,,,Dr.,,,SPD,München
268735,Heck,5,05/5,24.11.1965,,Bundesminister für Familie und Jugend,,Dr.,,,,
268736,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268737,Liehr,5,05/5,24.11.1965,,,,,,,SPD,
268738,Heck,5,05/5,24.11.1965,,Bundesminister für Familie und Jugend,,Dr.,,,,
268739,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268740,Liehr,5,05/5,24.11.1965,,,,,,,SPD,
268741,Heck,5,05/5,24.11.1965,,Bundesminister für Familie und Jugend,,Dr.,,,,
268742,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268743,Westphal,5,05/5,24.11.1965,,,,,,,SPD,
268744,Heck,5,05/5,24.11.1965,,Bundesminister für Familie und Jugend,,Dr.,,,,
268745,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268746,Westphal,5,05/5,24.11.1965,,,,,,,SPD,
268747,Heck,5,05/5,24.11.1965,,Bundesminister für Familie und Jugend,,Dr.,,,,
268748,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268749,Müller,5,05/5,24.11.1965,,,,,,,CDU/CSU,Aachen-Land
268750,Heck,5,05/5,24.11.1965,,Bundesminister für Familie und Jugend,,Dr.,,,,
268751,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268752,Matthöfer,5,05/5,24.11.1965,,,,,,,SPD,
268753,Heck,5,05/5,24.11.1965,,Bundesminister für Familie und Jugend,,Dr.,,,,
268754,Matthöfer,5,05/5,24.11.1965,,,,,,,SPD,
268755,Heck,5,05/5,24.11.1965,,Bundesminister für Familie und Jugend,,Dr.,,,,
268756,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268757,Klepsch,5,05/5,24.11.1965,,,,Dr.,,,CDU/CSU,
268758,Heck,5,05/5,24.11.1965,,Bundesminister für Familie und Jugend,,Dr.,,,,
268759,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268760,Schröder,5,05/5,24.11.1965,,Bundesminister des Auswärtigen,,Dr.,,,,
268761,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268762,Schröder,5,05/5,24.11.1965,,Bundesminister des Auswärtigen,,Dr.,,,,
268763,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268764,Jahn,5,05/5,24.11.1965,,,,,,,SPD,Marburg
268765,Schröder,5,05/5,24.11.1965,,Bundesminister des Auswärtigen,,Dr.,,,,
268766,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268767,Schröder,5,05/5,24.11.1965,,Bundesminister des Auswärtigen,,Dr.,,,,
268768,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268769,Schröder,5,05/5,24.11.1965,,Bundesminister des Auswärtigen,,Dr.,,,,
268770,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268771,Schröder,5,05/5,24.11.1965,,Bundesminister des Auswärtigen,,Dr.,,,,
268772,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268773,Schröder,5,05/5,24.11.1965,,Bundesminister des Auswärtigen,,Dr.,,,,
268774,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268775,Schröder,5,05/5,24.11.1965,,Bundesminister des Auswärtigen,,Dr.,,,,
268776,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268777,Schröder,5,05/5,24.11.1965,,Bundesminister des Auswärtigen,,Dr.,,,,
268778,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268779,Schröder,5,05/5,24.11.1965,,Bundesminister des Auswärtigen,,Dr.,,,,
268780,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268781,Mommer,5,05/5,24.11.1965,,,,Dr.,,,SPD,
268782,Schröder,5,05/5,24.11.1965,,Bundesminister des Auswärtigen,,Dr.,,,,
268783,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268784,Mommer,5,05/5,24.11.1965,,,,Dr.,,,SPD,
268785,Schröder,5,05/5,24.11.1965,,Bundesminister des Auswärtigen,,Dr.,,,,
268786,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268787,Hein,5,05/5,24.11.1965,,,,Dr.,,,SPD,
268788,Schröder,5,05/5,24.11.1965,,Bundesminister des Auswärtigen,,Dr.,,,,
268789,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268790,Hein,5,05/5,24.11.1965,,,,Dr.,,,SPD,
268791,Schröder,5,05/5,24.11.1965,,Bundesminister des Auswärtigen,,Dr.,,,,
268792,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268793,Erler,5,05/5,24.11.1965,,,,,,,SPD,
268794,Schröder,5,05/5,24.11.1965,,Bundesminister des Auswärtigen,,Dr.,,,,
268795,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268796,Schulz,5,05/5,24.11.1965,,,,Dr.,,,SPD,Berlin
268797,Schröder,5,05/5,24.11.1965,,Bundesminister des Auswärtigen,,Dr.,,,,
268798,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268799,Schulz,5,05/5,24.11.1965,,,,Dr.,,,SPD,Berlin
268800,Schröder,5,05/5,24.11.1965,,Bundesminister des Auswärtigen,,Dr.,,,,
268801,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268802,Wehner,5,05/5,24.11.1965,,,,,,,SPD,
268803,Schröder,5,05/5,24.11.1965,,Bundesminister des Auswärtigen,,Dr.,,,,
268804,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268805,Wehner,5,05/5,24.11.1965,,,,,,,SPD,
268806,Schröder,5,05/5,24.11.1965,,Bundesminister des Auswärtigen,,Dr.,,,,
268807,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268808,Schröder,5,05/5,24.11.1965,,Bundesminister des Auswärtigen,,Dr.,,,,
268809,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268810,Mommer,5,05/5,24.11.1965,,,,Dr.,,,SPD,
268811,Schröder,5,05/5,24.11.1965,,Bundesminister des Auswärtigen,,Dr.,,,,
268812,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268813,Mommer,5,05/5,24.11.1965,,,,Dr.,,,SPD,
268814,Schröder,5,05/5,24.11.1965,,Bundesminister des Auswärtigen,,Dr.,,,,
268815,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268816,Mattick,5,05/5,24.11.1965,,,,,,,SPD,
268817,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268818,Schröder,5,05/5,24.11.1965,,Bundesminister des Auswärtigen,,Dr.,,,,
268819,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268820,Schröder,5,05/5,24.11.1965,,Bundesminister des Auswärtigen,,Dr.,,,,
268821,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268822,Hein,5,05/5,24.11.1965,,,,Dr.,,,SPD,
268823,Schröder,5,05/5,24.11.1965,,Bundesminister des Auswärtigen,,Dr.,,,,
268824,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268825,Schäfer,5,05/5,24.11.1965,,,,Dr.,,,SPD,
268826,Schröder,5,05/5,24.11.1965,,Bundesminister des Auswärtigen,,Dr.,,,,
268827,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268828,Schäfer,5,05/5,24.11.1965,,,,Dr.,,,SPD,
268829,Schröder,5,05/5,24.11.1965,,Bundesminister des Auswärtigen,,Dr.,,,,
268830,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268831,Gerstenmaier,5,05/5,24.11.1965,,,Präsident,D. Dr.,,,,
268832,Schäfer,5,05/6,25.11.1965,,Staatssekretär . . . . 59 C Frage des  Busse (Herford),,Dr.,,,,
268833,Kurlbaum-Beyer,5,05/6,25.11.1965,weiblich,,,,,,SPD,
268834,Dahlgrün,5,05/6,25.11.1965,,Bundesminister . . . 64 D Fritsch (Deggendorf) (SPD) . . . . 65 A Frage des  Haar (Stuttgart),,Dr.,,,,
268835,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268836,Carstens,5,05/6,25.11.1965,,Staatssekretär des Auswärtigen Amts,,Dr.,,,,
268837,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268838,Eppler,5,05/6,25.11.1965,,,,Dr.,,,SPD,
268839,Carstens,5,05/6,25.11.1965,,Staatssekretär des Auswärtigen Amts,,Dr.,,,,
268840,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268841,Eppler,5,05/6,25.11.1965,,,,Dr.,,,SPD,
268842,Carstens,5,05/6,25.11.1965,,Staatssekretär des Auswärtigen Amts,,Dr.,,,,
268843,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268844,Strohmayr,5,05/6,25.11.1965,,,,,,,SPD,
268845,Carstens,5,05/6,25.11.1965,,Staatssekretär des Auswärtigen Amts,,Dr.,,,,
268846,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268847,Strohmayr,5,05/6,25.11.1965,,,,,,,SPD,
268848,Carstens,5,05/6,25.11.1965,,Staatssekretär des Auswärtigen Amts,,Dr.,,,,
268849,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268850,Schäfer,5,05/6,25.11.1965,,,,Dr.,,,SPD,
268851,Carstens,5,05/6,25.11.1965,,Staatssekretär des Auswärtigen Amts,,Dr.,,,,
268852,Schäfer,5,05/6,25.11.1965,,,,Dr.,,,SPD,
268853,Carstens,5,05/6,25.11.1965,,Staatssekretär des Auswärtigen Amts,,Dr.,,,,
268854,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268855,Borm,5,05/6,25.11.1965,,,,,,,FDP,
268856,Carstens,5,05/6,25.11.1965,,Staatssekretär des Auswärtigen Amts,,Dr.,,,,
268857,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268858,Schmid,5,05/6,25.11.1965,,,,Dr.,,,SPD,Frankfurt
268859,Carstens,5,05/6,25.11.1965,,Staatssekretär des Auswärtigen Amts,,Dr.,,,,
268860,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268861,Carstens,5,05/6,25.11.1965,,Staatssekretär des Auswärtigen Amts,,Dr.,,,,
268862,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268863,Schulz,5,05/6,25.11.1965,,,,Dr.,,,SPD,Berlin
268864,Carstens,5,05/6,25.11.1965,,Staatssekretär des Auswärtigen Amts,,Dr.,,,,
268865,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268866,Carstens,5,05/6,25.11.1965,,Staatssekretär des Auswärtigen Amts,,Dr.,,,,
268867,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268868,Heinemann,5,05/6,25.11.1965,,,,Dr.,,,SPD,
268869,Carstens,5,05/6,25.11.1965,,Staatssekretär des Auswärtigen Amts,,Dr.,,,,
268870,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268871,Heinemann,5,05/6,25.11.1965,,,,Dr.,,,SPD,
268872,Carstens,5,05/6,25.11.1965,,Staatssekretär des Auswärtigen Amts,,Dr.,,,,
268873,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268874,Mommer,5,05/6,25.11.1965,,,,Dr.,,,SPD,
268875,Carstens,5,05/6,25.11.1965,,Staatssekretär des Auswärtigen Amts,,Dr.,,,,
268876,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268877,Erler,5,05/6,25.11.1965,,,,,,,SPD,
268878,Carstens,5,05/6,25.11.1965,,Staatssekretär. des Auswärtigen Amts,,Dr.,,,,
268879,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268880,Wehner,5,05/6,25.11.1965,,,,,,,SPD,
268881,Carstens,5,05/6,25.11.1965,,Staatssekretär des Auswärtigen Amts,,Dr.,,,,
268882,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268883,Carstens,5,05/6,25.11.1965,,Staatssekretär des Auswärtigen Amts,,Dr.,,,,
268884,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268885,Sänger,5,05/6,25.11.1965,,,,,,,SPD,
268886,Carstens,5,05/6,25.11.1965,,Staatssekretär des Auswärtigen Amts,,Dr.,,,,
268887,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268888,Sänger,5,05/6,25.11.1965,,,,,,,SPD,
268889,Carstens,5,05/6,25.11.1965,,Staatssekretär des Auswärtigen Amts,,Dr.,,,,
268890,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268891,Carstens,5,05/6,25.11.1965,,Staatssekretär des Auswärtigen Amts,,Dr.,,,,
268892,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268893,Müller-Emmert,5,05/6,25.11.1965,,,,Dr.,,,SPD,
268894,Carstens,5,05/6,25.11.1965,,Staatssekretär des Auswärtigen Amts,,Dr.,,,,
268895,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268896,Müller-Emmert,5,05/6,25.11.1965,,,,Dr.,,,SPD,
268897,Carstens,5,05/6,25.11.1965,,Staatssekretär des Auswärtigen Amts,,Dr.,,,,
268898,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268899,Borm,5,05/6,25.11.1965,,,,,,,FDP,
268900,Carstens,5,05/6,25.11.1965,,Staatssekretär des Auswärtigen Amts,,Dr.,,,,
268901,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268902,Dröscher,5,05/6,25.11.1965,,,,,,,SPD,
268903,Carstens,5,05/6,25.11.1965,,Staatssekretär des Auswärtigen Amts,,Dr.,,,,
268904,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268905,Dröscher,5,05/6,25.11.1965,,,,,,,SPD,
268906,Carstens,5,05/6,25.11.1965,,Staatssekretär des Auswärtigen Amts,,Dr.,,,,
268907,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268908,Marx,5,05/6,25.11.1965,,,,Dr.,,,CDU/CSU,Kaiserslautern
268909,Carstens,5,05/6,25.11.1965,,Staatssekretär des Auswärtigen Amts,,Dr.,,,,
268910,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268911,Collet,5,05/6,25.11.1965,,,,,,,SPD,
268912,Carstens,5,05/6,25.11.1965,,Staatssekretär des Auswärtigen Amts,,Dr.,,,,
268913,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268914,Schäfer,5,05/6,25.11.1965,,Staatssekretär im Bundesministerium des Innern,,Dr.,,,,
268915,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268916,Dröscher,5,05/6,25.11.1965,,,,,,,SPD,
268917,Schäfer,5,05/6,25.11.1965,,Staatssekretär im Bundesministerium des Innern,,Dr.,,,,
268918,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268919,Brück,5,05/6,25.11.1965,,,,,,,CDU/CSU,Köln
268920,Schäfer,5,05/6,25.11.1965,,Staatssekretär im Bundesministerium des Innern,,Dr.,,,,
268921,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268922,Schäfer,5,05/6,25.11.1965,,Staatssekretär im Bundesministerium des Innern,,Dr.,,,,
268923,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268924,Matthöfer,5,05/6,25.11.1965,,,,,,,SPD,
268925,Schäfer,5,05/6,25.11.1965,,Staatssekretär im Bundesministerium des Innern,,Dr.,,,,
268926,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268927,Matthöfer,5,05/6,25.11.1965,,,,,,,SPD,
268928,Schäfer,5,05/6,25.11.1965,,Staatssekretär im Bundesministerium des Innern,,Dr.,,,,
268929,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268930,Matthöfer,5,05/6,25.11.1965,,,,,,,SPD,
268931,Schäfer,5,05/6,25.11.1965,,Staatssekretär im Bundesministerium des Innern,,Dr.,,,,
268932,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268933,Schäfer,5,05/6,25.11.1965,,Staatssekretär im Bundesministerium des Innern,,Dr.,,,,
268934,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268935,Schäfer,5,05/6,25.11.1965,,Staatssekretär im Bundesministerium des Innern,,Dr.,,,,
268936,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268937,Busse,5,05/6,25.11.1965,,,,,,,FDP,Herford
268938,Schäfer,5,05/6,25.11.1965,,Staatssekretär im Bundesministerium des Innern,,Dr.,,,,
268939,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268940,Moersch,5,05/6,25.11.1965,,,,,,,FDP,
268941,Schäfer,5,05/6,25.11.1965,,Staatssekretär im Bundesministerium des Innern,,Dr.,,,,
268942,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268943,Rinderspacher,5,05/6,25.11.1965,,,,Dr.,,,SPD,
268944,Schäfer,5,05/6,25.11.1965,,Staatssekretär im Bundesministerium des Innern,,Dr.,,,,
268945,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268946,Rinderspacher,5,05/6,25.11.1965,,,,Dr.,,,SPD,
268947,Schäfer,5,05/6,25.11.1965,,Staatssekretär im Bundesministerium des Innern,,Dr.,,,,
268948,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268949,Mengelkamp,5,05/6,25.11.1965,,,,,,,CDU/CSU,
268950,Schäfer,5,05/6,25.11.1965,,Staatssekretär im Bundesministerium des Innern,,Dr.,,,,
268951,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
268952,Mengelkamp,5,05/6,25.11.1965,,,,,,,CDU/CSU,
268953,Schäfer,5,05/6,25.11.1965,,Staatssekretär im Bundesministerium des Innern,,Dr.,,,,
268954,Dehler,5,05/6,25.11.1965,,,Vizepräsident,Dr.,,,,
