RB_ID,RB_Name,WAHLPERIODE,NR,DATUM,FUNKTION,POSITION,ANREDE_TITEL,PRAEFIX,ADEL,PARTEI,ORTSZUSATZ
184220,Ehlers,2,02/3,20.10.1953,,Präsident,D. Dr.,,,,
184221,Adenauer,2,02/3,20.10.1953,Bundeskanzler,,Dr.,,,,
184222,Ehlers,2,02/3,20.10.1953,,Präsident,D. Dr.,,,,
184223,Ehlers,2,02/4,28.10.1953,,Präsident,D. Dr.,,,,
184224,Ehlers,2,02/4,28.10.1953,,Präsident,D. Dr.,,,,
184225,Ehlers,2,02/4,28.10.1953,,Präsident,D. Dr.,,,,
184226,Schneider,2,02/4,28.10.1953,,,Dr.,,,FDP,Lollar
184227,Ehlers,2,02/4,28.10.1953,,Präsident,D. Dr.,,,,
184228,Brentano,2,02/4,28.10.1953,,,Dr.,von,,CDU/CSU,
184229,Ehlers,2,02/4,28.10.1953,,Präsident,D. Dr.,,,,
184230,Brentano,2,02/4,28.10.1953,,,Dr.,von,,CDU/CSU,
184231,Ehlers,2,02/4,28.10.1953,,Präsident,D. Dr.,,,,
184232,Ollenhauer,2,02/4,28.10.1953,,,,,,SPD,
184233,Arndgen,2,02/4,28.10.1953,,,,,,,
184234,Arndgen,2,02/4,28.10.1953,,,,,,,
184235,Brentano,2,02/4,28.10.1953,,,Dr.,von,,,
184236,Schmid,2,02/4,28.10.1953,,Vizepräsident,Dr.,,,,
184237,Dehler,2,02/4,28.10.1953,,,Dr.,,,FDP,
184239,Euler,2,02/4,28.10.1953,,,,,,,
184240,Jaeger,2,02/4,28.10.1953,,Vizepräsident,Dr.,,,,
184241,Dehler,2,02/4,28.10.1953,,,Dr.,,,FDP,
184242,Jaeger,2,02/4,28.10.1953,,Vizepräsident,Dr.,,,,
184243,Dehler,2,02/4,28.10.1953,,,Dr.,,,FDP,
184244,Jaeger,2,02/4,28.10.1953,,Vizepräsident,Dr.,,,,
184245,Eckhardt,2,02/4,28.10.1953,,,Dr.,,,GB/BHE,
184246,Jaeger,2,02/4,28.10.1953,,Vizepräsident,Dr.,,,,
184247,Ehlers,2,02/5,29.10.1953,,Präsident,D. Dr.,,,,
184248,Ehlers,2,02/5,29.10.1953,,Präsident,D. Dr.,,,,
184249,Ehlers,2,02/5,29.10.1953,,Präsident,D. Dr.,,,,
184250,Merkatz,2,02/5,29.10.1953,,,Dr.,von,,DP,
184251,Ehlers,2,02/5,29.10.1953,,Präsident,D. Dr.,,,,
184252,Merkatz,2,02/5,29.10.1953,,,Dr.,von,,DP,
184253,Schmid,2,02/5,29.10.1953,,Vizepräsident,Dr.,,,,
184254,Preusker,2,02/5,29.10.1953,Bundesminister für Wohnungsbau,,Dr.,,,,
184255,Schmid,2,02/5,29.10.1953,,Vizepräsident,Dr.,,,,
184256,Jacobi,2,02/5,29.10.1953,,,,,,SPD,
184257,Schmid,2,02/5,29.10.1953,,Vizepräsident,Dr.,,,,
184258,Jaeger,2,02/5,29.10.1953,,,Dr.,,,CDU/CSU,
184259,Greve,2,02/5,29.10.1953,,,Dr.,,,,
184260,Schmid,2,02/5,29.10.1953,,Vizepräsident,Dr.,,,,
184261,Gerstenmaier,2,02/5,29.10.1953,,,D. Dr.,,,CDU/CSU,
184262,Wehner,2,02/5,29.10.1953,,,,,,SPD,
184263,Gerstenmaier,2,02/5,29.10.1953,,,D. Dr.,,,CDU/CSU,
184264,Mellies,2,02/5,29.10.1953,,,,,,,
184265,Schneider,2,02/5,29.10.1953,,Vizepräsident,Dr.,,,,
184266,Haasler,2,02/5,29.10.1953,,,,,,GB/BHE,
184267,Jaeger,2,02/5,29.10.1953,,Vizepräsident,Dr.,,,,
184268,Kather,2,02/5,29.10.1953,,,Dr.,,,CDU/CSU,
184269,Jaeger,2,02/5,29.10.1953,,Vizepräsident,Dr.,,,,
184270,Oberländer,2,02/5,29.10.1953,Bundesminister für Vertriebene,,Dr.,,,,
184271,Jaeger,2,02/5,29.10.1953,,Vizepräsident,Dr.,,,,
184272,Schöne,2,02/5,29.10.1953,,,Dr.,,,SPD,
184273,Jaeger,2,02/5,29.10.1953,,Vizepräsident,Dr.,,,,
184274,Gifle,2,02/5,29.10.1953,,,Dr.,,,GB/BHE,
184275,Jaeger,2,02/5,29.10.1953,,Vizepräsident,Dr.,,,,
184276,Kather,2,02/5,29.10.1953,,,Dr.,,,CDU/CSU,
184277,Jaeger,2,02/5,29.10.1953,,Vizepräsident,Dr.,,,,
184278,Kiesinger,2,02/5,29.10.1953,,,,,,CDU/CSU,
184282,Jaeger,2,02/5,29.10.1953,,Vizepräsident,Dr.,,,,
184283,Schmid,2,02/6,11.11.1953,,Vizepräsident,Dr.,,,,
184284,Lange,2,02/6,11.11.1953,Schriftführer,,,,,,Essen
184285,Schmid,2,02/6,11.11.1953,,Vizepräsident,Dr.,,,,
184286,Schmid,2,02/6,11.11.1953,,Vizepräsident,Dr.,,,,
184287,Kahn,2,02/6,11.11.1953,,,,,,CDU/CSU,
184288,Schmid,2,02/6,11.11.1953,,Vizepräsident,Dr.,,,,
184289,Menzel,2,02/6,11.11.1953,,,Dr.,,,SPD,
184290,Schmid,2,02/6,11.11.1953,,Vizepräsident,Dr.,,,,
184291,Schneider,2,02/6,11.11.1953,Antragsteller,,,,,DP,Bremerhaven
184292,Schmid,2,02/6,11.11.1953,,Vizepräsident,Dr.,,,,
184293,Schmid,2,02/6,11.11.1953,,Vizepräsident,Dr.,,,,
184294,Men,2,02/6,11.11.1953,Antragsteller,,Dr.,de,,FDP,
184295,Schmid,2,02/6,11.11.1953,,Vizepräsident,Dr.,,,,
184296,Men,2,02/6,11.11.1953,Antragsteller,,Dr.,de,,FDP,
184297,Schmid,2,02/6,11.11.1953,,Vizepräsident,Dr.,,,,
184298,Ilk,2,02/6,11.11.1953,Antragstellerin,,Dr.,,,FDP,
184299,Schmid,2,02/6,11.11.1953,,Vizepräsident,Dr.,,,,
184300,Oberländer,2,02/6,11.11.1953,Bundesminister für Vertriebene,,Dr.,,,,
184301,Schmid,2,02/6,11.11.1953,,Vizepräsident,Dr.,,,,
184302,Ilk,2,02/6,11.11.1953,Antragstellerin,,Dr.,,,FDP,
184303,Schmid,2,02/6,11.11.1953,,Vizepräsident,Dr.,,,,
184304,Oberländer,2,02/6,11.11.1953,Bundesminister für Vertriebene,,Dr.,,,,
184305,Schmid,2,02/6,11.11.1953,,Vizepräsident,Dr.,,,,
184306,Merten,2,02/6,11.11.1953,,,,,,SPD,
184307,Schmid,2,02/6,11.11.1953,,Vizepräsident,Dr.,,,,
184308,Euler,2,02/6,11.11.1953,,,,,,FDP,
184309,Schmid,2,02/6,11.11.1953,,Vizepräsident,Dr.,,,,
184310,Schmid,2,02/6,11.11.1953,,Vizepräsident,Dr.,,,,
184311,Schneider,2,02/6,11.11.1953,,,,,,DP,Bremerhaven
184312,Schmid,2,02/6,11.11.1953,,Vizepräsident,Dr.,,,,
184313,Petersen,2,02/6,11.11.1953,,,,,,GB/BHE,
184314,Schmid,2,02/6,11.11.1953,,Vizepräsident,Dr.,,,,
184315,Euler,2,02/6,11.11.1953,,,,,,FDP,
184316,Schmid,2,02/6,11.11.1953,,Vizepräsident,Dr.,,,,
184317,Pohle,2,02/6,11.11.1953,,,,,,SPD,Eckernförde
184318,Schmid,2,02/6,11.11.1953,,Vizepräsident,Dr.,,,,
184319,Schmid,2,02/6,11.11.1953,,Vizepräsident,Dr.,,,,
184320,Schmid,2,02/6,11.11.1953,,Vizepräsident,Dr.,,,,
184321,Seuffert,2,02/6,11.11.1953,,,,,,SPD,
184322,Schmid,2,02/6,11.11.1953,,Vizepräsident,Dr.,,,,
184323,Schröder,2,02/6,11.11.1953,Bundesminister des Innern,,Dr.,,,,
184324,Erler,2,02/6,11.11.1953,,,,,,,
184325,Schmid,2,02/6,11.11.1953,,Vizepräsident,Dr.,,,,
184326,Schmid,2,02/6,11.11.1953,,Vizepräsident,Dr.,,,,
184327,Krone,2,02/6,11.11.1953,,,Dr.,,,CDU/CSU,
184328,Schmid,2,02/6,11.11.1953,,Vizepräsident,Dr.,,,,
184329,Mommer,2,02/6,11.11.1953,,,Dr.,,,SPD,
184330,Schmid,2,02/6,11.11.1953,,Vizepräsident,Dr.,,,,
184331,Fragestun,2,02/7,03.12.1953,,,,de,,,
184332,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184333,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184334,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184335,Ritzel,2,02/7,03.12.1953,,,,,,SPD,
184336,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184337,Westrick,2,02/7,03.12.1953,Staatssekretär im Bundesministerium für Wirtschaft,,Dr.,,,,
184338,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184339,Ritzel,2,02/7,03.12.1953,,,,,,SPD,
184340,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184341,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184342,Schröder,2,02/7,03.12.1953,Bundesminister des Innern,,Dr.,,,,
184343,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184344,Ritzel,2,02/7,03.12.1953,,,,,,SPD,
184345,Schröder,2,02/7,03.12.1953,Bundesminister des Innern,,Dr.,,,,
184346,Ritzel,2,02/7,03.12.1953,,,,,,SPD,
184347,Schröder,2,02/7,03.12.1953,Bundesminister des Innern,,Dr.,,,,
184348,Ritzel,2,02/7,03.12.1953,,,,,,SPD,
184349,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184350,Men,2,02/7,03.12.1953,,,Dr.,de,,FDP,
184351,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184352,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184353,Men,2,02/7,03.12.1953,,,Dr.,de,,FDP,
184354,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184355,Atzenroth,2,02/7,03.12.1953,,,Dr.,,,FDP,
184356,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184357,Atzenroth,2,02/7,03.12.1953,,,Dr.,,,FDP,
184358,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184359,Atzenroth,2,02/7,03.12.1953,,,Dr.,,,FDP,
184360,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184361,Atzenroth,2,02/7,03.12.1953,,,Dr.,,,FDP,
184362,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184363,Morgenthaler,2,02/7,03.12.1953,,,,,,CDU/CSU,
184364,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184365,Bergemann,2,02/7,03.12.1953,Staatssekretär im Bundesministerium für Verkehr,,Dr.,,,,Berg
184366,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184367,Orth,2,02/7,03.12.1953,,,Dr.,,,CDU/CSU,
184368,Westrick,2,02/7,03.12.1953,Staatssekretär im Bundesministerium für Wirtschaft,,Dr.,,,,
184369,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184370,Becker,2,02/7,03.12.1953,,,Dr.,,,FDP,Hersfeld
184371,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184372,Bergemann,2,02/7,03.12.1953,Staatssekretär im Bundesministerium für Verkehr,,Dr.,,,,Berg
184373,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184374,Becker,2,02/7,03.12.1953,,,Dr.,,,FDP,Hersfeld
184375,Bergemann,2,02/7,03.12.1953,Staatssekretär im Bundesministerium für Verkehr,,Dr.,,,,Berg
184376,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184377,Mommer,2,02/7,03.12.1953,,,Dr.,,,SPD,
184378,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184379,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184380,Mommer,2,02/7,03.12.1953,,,Dr.,,,SPD,
184381,Mommer,2,02/7,03.12.1953,,,Dr.,,,SPD,
184382,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184383,Mommer,2,02/7,03.12.1953,,,Dr.,,,SPD,
184384,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184385,Mommer,2,02/7,03.12.1953,,,Dr.,,,SPD,
184386,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184387,Mommer,2,02/7,03.12.1953,,,Dr.,,,SPD,
184388,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184389,Schröder,2,02/7,03.12.1953,Bundesminister des Innern,,Dr.,,,,
184390,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184391,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184392,Bergemann,2,02/7,03.12.1953,Staatssekretär des Bundesministeriums für Verkehr,,Dr.,,,,Berg
184393,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184394,Freidhof,2,02/7,03.12.1953,,,,,,SPD,
184395,Bergemann,2,02/7,03.12.1953,Staatssekretär des Bundesministeriums für Verkehr,,Dr.,,,,Berg
184396,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184397,Jochmus,2,02/7,03.12.1953,,,Dr.,,,CDU/CSU,
184398,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184399,Schröder,2,02/7,03.12.1953,Bundesminister des Innern,,Dr.,,,,
184400,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184401,Lütkens,2,02/7,03.12.1953,,,Dr.,,,SPD,
184402,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184403,Schrader,2,02/7,03.12.1953,Bundesminister des Innern,,Dr.,,,,
184404,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184405,Lütkens,2,02/7,03.12.1953,,,Dr.,,,SPD,
184406,Schröder,2,02/7,03.12.1953,Bundesminister des Innern,,Dr.,,,,
184407,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184408,Lütkens,2,02/7,03.12.1953,,,Dr.,,,SPD,
184409,Schröder,2,02/7,03.12.1953,Bundesminister des Innern,,Dr.,,,,
184410,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184411,Pfleiderer,2,02/7,03.12.1953,,,Dr.,,,FDP,
184412,Schröder,2,02/7,03.12.1953,Bundesminister des Innern,,Dr.,,,,
184413,Pfleiderer,2,02/7,03.12.1953,,,Dr.,,,FDP,
184414,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184415,Pfleiderer,2,02/7,03.12.1953,,,Dr.,,,FDP,
184416,Schröder,2,02/7,03.12.1953,Bundesminister des Innern,,Dr.,,,,
184417,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184418,Miessner,2,02/7,03.12.1953,,,Dr.,,,FDP,
184419,Miessner,2,02/7,03.12.1953,,,Dr.,,,FDP,
184420,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184421,Miessner,2,02/7,03.12.1953,,,Dr.,,,FDP,
184422,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184423,Kortmann,2,02/7,03.12.1953,,,,,,CDU/CSU,
184424,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184425,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184426,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184427,Bergemann,2,02/7,03.12.1953,Staatssekretär im Bundesministerium für Verkehr,,Dr.,,,,Berg
184428,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184429,Heye,2,02/7,03.12.1953,,,,,,CDU/CSU,
184430,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184431,Löwenstein,2,02/7,03.12.1953,,,Dr.,zu,Prinz,FDP,
184432,Schröder,2,02/7,03.12.1953,Bundesminister des Innern,,Dr.,,,,
184433,Löwenstein,2,02/7,03.12.1953,,,Dr.,zu,Prinz,FDP,
184434,Schröder,2,02/7,03.12.1953,Bundesminister des Innern,,Dr.,,,,
184435,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184436,Löwenstein,2,02/7,03.12.1953,,,Dr.,zu,Prinz,FDP,
184437,Schröder,2,02/7,03.12.1953,Bundesminister des Innern,,Dr.,,,,
184438,Löwenstein,2,02/7,03.12.1953,,,Dr.,zu,Prinz,FDP,
184439,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184440,Schellenberg,2,02/7,03.12.1953,,,Dr.,,,SPD,
184441,Schellenberg,2,02/7,03.12.1953,,,Dr.,,,SPD,
184442,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184443,Schellenberg,2,02/7,03.12.1953,,,Dr.,,,SPD,
184444,Schellenberg,2,02/7,03.12.1953,,,Dr.,,,SPD,
184445,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184446,Schrader,2,02/7,03.12.1953,Bundesminister des Innern,,Dr.,,,,
184447,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184448,Gille,2,02/7,03.12.1953,,,Dr.,,,GB/BHE,
184449,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184450,Schmid,2,02/7,03.12.1953,,,Dr.,,,SPD,Tübingen
184451,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184452,Schröder,2,02/7,03.12.1953,Bundesminister des Innern,,Dr.,,,,
184453,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184454,Stücklen,2,02/7,03.12.1953,Antragsteller,,,,,CDU/CSU,
184455,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184456,Fassbender,2,02/7,03.12.1953,Antragsteller,,,,,FDP,
184457,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184458,Horlacher,2,02/7,03.12.1953,Antragsteller,,Dr.,,,CDU/CSU,
184459,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184460,Kriedemann,2,02/7,03.12.1953,,,,,,SPD,
184461,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184462,Schneider,2,02/7,03.12.1953,,Vizepräsident,Dr.,,,,
184463,Gülich,2,02/7,03.12.1953,,,Dr.,,,SPD,
184464,Schneider,2,02/7,03.12.1953,,Vizepräsident,Dr.,,,,
184465,Schneider,2,02/7,03.12.1953,,Vizepräsident,Dr.,,,,
184466,Eckhardt,2,02/7,03.12.1953,,,Dr.,,,GB/BHE,
184467,Schneider,2,02/7,03.12.1953,,Vizepräsident,Dr.,,,,
184468,Miessner,2,02/7,03.12.1953,,,Dr.,,,FDP,
184469,Schneider,2,02/7,03.12.1953,,Vizepräsident,Dr.,,,,
184470,Atzenroth,2,02/7,03.12.1953,Antragsteller,,Dr.,,,FDP,
184471,Schneider,2,02/7,03.12.1953,,Vizepräsident,Dr.,,,,
184472,Richter,2,02/7,03.12.1953,,,,,,SPD,
184473,Schneider,2,02/7,03.12.1953,,Vizepräsident,Dr.,,,,
184474,Finselberger,2,02/7,03.12.1953,,,,,,GB/BHE,
184475,Schneider,2,02/7,03.12.1953,,Vizepräsident,Dr.,,,,
184476,Schroeder,2,02/7,03.12.1953,,,,,,SPD,Berlin
184477,Schneider,2,02/7,03.12.1953,,Vizepräsident,Dr.,,,,
184478,Schüttler,2,02/7,03.12.1953,,,,,,CDU/CSU,
184479,Schneider,2,02/7,03.12.1953,,Vizepräsident,Dr.,,,,
184480,Finselberger,2,02/7,03.12.1953,,,,,,GB/BHE,
184481,Schneider,2,02/7,03.12.1953,,Vizepräsident,Dr.,,,,
184482,Hammer,2,02/7,03.12.1953,,,Dr.,,,FDP,Hamm
184483,Schneider,2,02/7,03.12.1953,,Vizepräsident,Dr.,,,,
184484,Arndgen,2,02/7,03.12.1953,Berichterstatter,,,,,CDU/CSU,
184485,Schneider,2,02/7,03.12.1953,,Vizepräsident,Dr.,,,,
184486,Korspeter,2,02/7,03.12.1953,,,,,,SPD,
184487,Schneider,2,02/7,03.12.1953,,Vizepräsident,Dr.,,,,
184488,Finselberger,2,02/7,03.12.1953,,,,,,GB/BHE,
184489,Schneider,2,02/7,03.12.1953,,Vizepräsident,Dr.,,,,
184490,Horn,2,02/7,03.12.1953,,,,,,CDU/CSU,
184491,Schneider,2,02/7,03.12.1953,,Vizepräsident,Dr.,,,,
184492,Horn,2,02/7,03.12.1953,,,,,,CDU/CSU,
184493,Schneider,2,02/7,03.12.1953,,Vizepräsident,Dr.,,,,
184494,Gille,2,02/7,03.12.1953,,,Dr.,,,GB/BHE,
184495,Schneider,2,02/7,03.12.1953,,Vizepräsident,Dr.,,,,
184496,Gille,2,02/7,03.12.1953,,,Dr.,,,GB/BHE,
184497,Schneider,2,02/7,03.12.1953,,Vizepräsident,Dr.,,,,
184498,Brentano,2,02/7,03.12.1953,,,Dr.,von,,CDU/CSU,
184499,Schneider,2,02/7,03.12.1953,,Vizepräsident,Dr.,,,,
184500,Ehlers,2,02/7,03.12.1953,,Präsident,D. Dr.,,,,
184501,Pfleiderer,2,02/7,03.12.1953,,,Dr.,,,FDP,
184502,Schmid,2,02/7,03.12.1953,,Vizepräsident,Dr.,,,,
184503,Giencke,2,02/7,03.12.1953,Berichterstatter,,,,,CDU/CSU,
184504,Schmid,2,02/7,03.12.1953,,Vizepräsident,Dr.,,,,
184505,Kahn,2,02/7,03.12.1953,Berichterstatter,,,,,CDU/CSU,
184506,Schmid,2,02/7,03.12.1953,,Vizepräsident,Dr.,,,,
184507,Schmidt,2,02/8,10.12.1953,,,,,,SPD,Hamburg
184508,Ehlers,2,02/8,10.12.1953,,Präsident,D. Dr.,,,,
184509,Geisendörfer,2,02/8,10.12.1953,Schriftführerin,,,,,,
184510,Ehlers,2,02/8,10.12.1953,,Präsident,D. Dr.,,,,
184511,Balke,2,02/8,10.12.1953,Bundesminister für das Post- und Fernmeldewesen,,Dr.,,,,
184512,Ehlers,2,02/8,10.12.1953,,Präsident,D. Dr.,,,,
184513,Balke,2,02/8,10.12.1953,Bundesminister für das Post- und Fernmeldewesen,,Dr.,,,,
184514,Ehlers,2,02/8,10.12.1953,,Präsident,D. Dr.,,,,
184515,Horlacher,2,02/8,10.12.1953,,,Dr.,,,CDU/CSU,
184516,ent  Ehlers,2,02/8,10.12.1953,,Präsident,D. Dr.,,,,
184517,Lübke,2,02/8,10.12.1953,"Bundesminister für Ernährung, Landwirtschaft und Forsten",,Dr. h. c.,,,,
184518,Ehlers,2,02/8,10.12.1953,,Präsident,D. Dr.,,,,
184519,Dannemann,2,02/8,10.12.1953,,,,,,FDP,
184520,Ehlers,2,02/8,10.12.1953,,Präsident,D. Dr.,,,,
184521,Kriedemann,2,02/8,10.12.1953,,,,,,SPD,
184522,Ehlers,2,02/8,10.12.1953,,Präsident,D. Dr.,,,,
