RB_ID,RB_Name,WAHLPERIODE,NR,DATUM,GESCHLECHT,FUNKTION,POSITION,ANREDE_TITEL,PRAEFIX,ADEL,PARTEI,ORTSZUSATZ
410913,Brandt,8,08/6,17.12.1976,,,,,,,SPD,
410914,Renger,8,08/6,17.12.1976,weiblich,,Vizepräsident,,,,,
410915,Brandt,8,08/6,17.12.1976,,,,,,,SPD,
410916,Barzel,8,08/6,17.12.1976,,,,Dr.,,,CDU/CSU,
410917,Brandt,8,08/6,17.12.1976,,,,,,,SPD,
410918,Renger,8,08/6,17.12.1976,weiblich,,Vizepräsident,,,,,
410919,Mischnick,8,08/6,17.12.1976,,,,,,,FDP,
410920,Renger,8,08/6,17.12.1976,weiblich,,Vizepräsident,,,,,
410921,Mischnick,8,08/6,17.12.1976,,,,,,,FDP,
410922,Franke,8,08/6,17.12.1976,,,,,,,CDU/CSU,
410923,Mischnick,8,08/6,17.12.1976,,,,,,,FDP,
410924,Renger,8,08/6,17.12.1976,weiblich,,Vizepräsident,,,,,
410925,Mischnick,8,08/6,17.12.1976,,,,,,,FDP,
410926,Franke,8,08/6,17.12.1976,,,,,,,CDU/CSU,
410927,Mischnick,8,08/6,17.12.1976,,,,,,,FDP,
410928,Renger,8,08/6,17.12.1976,weiblich,,Vizepräsident,,,,,
410929,Strauß,8,08/6,17.12.1976,,,,,,,CDU/CSU,
410930,Schmitt-Vockenhausen,8,08/6,17.12.1976,,,Vizepräsident,Dr.,,,,Vockenhausen
410931,Strauß,8,08/6,17.12.1976,,,,,,,CDU/CSU,
410932,Schmitt-Vockenhausen,8,08/6,17.12.1976,,,Vizepräsident,Dr.,,,,Vockenhausen
410933,Strauß,8,08/6,17.12.1976,,,,,,,CDU/CSU,
410934,Schmitt-Vockenhausen,8,08/6,17.12.1976,,,Vizepräsident,Dr.,,,,Vockenhausen
410935,Strauß,8,08/6,17.12.1976,,,,,,,CDU/CSU,
410936,Lambsdorff,8,08/6,17.12.1976,,,,Dr.,,Graf,FDP,
410937,Strauß,8,08/6,17.12.1976,,,,,,,CDU/CSU,
410938,Schmitt-Vockenhausen,8,08/6,17.12.1976,,,Vizepräsident,Dr.,,,,Vockenhausen
410939,Lambsdorff,8,08/6,17.12.1976,,,,Dr.,,Graf,FDP,
410940,Strauß,8,08/6,17.12.1976,,,,,,,CDU/CSU,
410941,Schmitt-Vockenhausen,8,08/6,17.12.1976,,,Vizepräsident,Dr.,,,,Vockenhausen
410942,Strauß,8,08/6,17.12.1976,,,,,,,CDU/CSU,
410943,Schmidt,8,08/6,17.12.1976,,,,,,,SPD,München
410944,Strauß,8,08/6,17.12.1976,,,,,,,CDU/CSU,
410945,Schmitt-Vockenhausen,8,08/6,17.12.1976,,,Vizepräsident,Dr.,,,,Vockenhausen
410946,Strauß,8,08/6,17.12.1976,,,,,,,CDU/CSU,
410947,Schmitt-Vockenhausen,8,08/6,17.12.1976,,,Vizepräsident,Dr.,,,,Vockenhausen
410948,Sperling,8,08/6,17.12.1976,,,,Dr.,,,SPD,
410949,Strauß,8,08/6,17.12.1976,,,,,,,CDU/CSU,
410950,Sperling,8,08/6,17.12.1976,,,,Dr.,,,SPD,
410951,Strauß,8,08/6,17.12.1976,,,,,,,CDU/CSU,
410952,Schmitt-Vockenhausen,8,08/6,17.12.1976,,,Vizepräsident,Dr.,,,,Vockenhausen
410953,Wehner,8,08/6,17.12.1976,,,,,,,SPD,
410954,Schmitt-Vockenhausen,8,08/6,17.12.1976,,,Vizepräsident,Dr.,,,,Vockenhausen
410955,Hoppe,8,08/6,17.12.1976,,,,,,,FDP,
410956,Schmitt-Vockenhausen,8,08/6,17.12.1976,,,Vizepräsident,Dr.,,,,Vockenhausen
410957,Hoppe,8,08/6,17.12.1976,,,,,,,FDP,
410958,Schmitt-Vockenhausen,8,08/6,17.12.1976,,,Vizepräsident,Dr.,,,,Vockenhausen
410959,Barzel,8,08/6,17.12.1976,,,,Dr.,,,CDU/CSU,
410960,Stücklen,8,08/6,17.12.1976,,,Vizepräsident,,,,,
410961,Stücklen,8,08/6,17.12.1976,,,Vizepräsident,,,,,
410962,Althammer,8,08/6,17.12.1976,,,,Dr.,,,CDU/CSU,
410963,Carstens,8,08/6,17.12.1976,,,Präsident,,,,,
410964,Carstens,8,08/6,17.12.1976,,,Präsident,,,,,
410965,Wörner,8,08/6,17.12.1976,,,,Dr.,,,CDU/CSU,
410966,Carstens,8,08/6,17.12.1976,,,Präsident,,,,,
410967,Wörner,8,08/6,17.12.1976,,,,Dr.,,,CDU/CSU,
410968,Carstens,8,08/6,17.12.1976,,,Präsident,,,,,
410969,Carstens,8,08/6,17.12.1976,,,Präsident,,,,,
410970,Carstens,8,08/6,17.12.1976,,,Präsident,,,,,
410971,Carstens,8,08/7,19.01.1977,,,Präsident,,,,,
410972,Weizsäcker,8,08/7,19.01.1977,,,,Dr.,von,,CDU/CSU,
410973,Carstens,8,08/7,19.01.1977,,,Präsident,,,,,
410974,Weizsäcker,8,08/7,19.01.1977,,,,Dr.,von,,CDU/CSU,
410975,Corterier,8,08/7,19.01.1977,,,,Dr.,,,SPD,
410976,Weizsäcker,8,08/7,19.01.1977,,,,Dr.,von,,CDU/CSU,
410977,Carstens,8,08/7,19.01.1977,,,Präsident,,,,,
410978,Weizsäcker,8,08/7,19.01.1977,,,,Dr.,von,,CDU/CSU,
410979,Corterier,8,08/7,19.01.1977,,,,Dr.,,,SPD,
410980,Weizsäcker,8,08/7,19.01.1977,,,,Dr.,von,,CDU/CSU,
410981,Carstens,8,08/7,19.01.1977,,,Präsident,,,,,
410982,Ehmke,8,08/7,19.01.1977,,,,Dr.,,,SPD,
410983,Carstens,8,08/7,19.01.1977,,,Präsident,,,,,
410984,Ehmke,8,08/7,19.01.1977,,,,Dr.,,,SPD,
410985,Mertes,8,08/7,19.01.1977,,,,Dr.,,,CDU/CSU,Gerolstein
410986,Ehmke,8,08/7,19.01.1977,,,,Dr.,,,SPD,
410987,Carstens,8,08/7,19.01.1977,,,Präsident,,,,,
410988,Bangemann,8,08/7,19.01.1977,,,,Dr.,,,FDP,
410989,Carstens,8,08/7,19.01.1977,,,Präsident,,,,,
410990,Stücklen,8,08/7,19.01.1977,,,Vizepräsident,,,,,
410991,Marx,8,08/7,19.01.1977,,,,Dr.,,,CDU/CSU,
410992,Stücklen,8,08/7,19.01.1977,,,Vizepräsident,,,,,
410993,Marx,8,08/7,19.01.1977,,,,Dr.,,,CDU/CSU,
410994,Stücklen,8,08/7,19.01.1977,,,Vizepräsident,,,,,
410995,Marx,8,08/7,19.01.1977,,,,Dr.,,,CDU/CSU,
410996,Mattik,8,08/7,19.01.1977,,,,,,,SPD,
410997,Marx,8,08/7,19.01.1977,,,,Dr.,,,CDU/CSU,
410998,Mattick,8,08/7,19.01.1977,,,,,,,SPD,
410999,Marx,8,08/7,19.01.1977,,,,Dr.,,,CDU/CSU,
411000,Stücklen,8,08/7,19.01.1977,,,Vizepräsident,,,,,
411001,Friedrich,8,08/7,19.01.1977,,,,,,,SPD,Würzburg
411002,Stücklen,8,08/7,19.01.1977,,,Vizepräsident,,,,,
411003,Friedrich,8,08/7,19.01.1977,,,,,,,SPD,Würzburg
411004,Stücklen,8,08/7,19.01.1977,,,Vizepräsident,,,,,
411005,Friedrich,8,08/7,19.01.1977,,,,,,,SPD,Würzburg
411006,Stücklen,8,08/7,19.01.1977,,,Vizepräsident,,,,,
411007,Friedrich,8,08/7,19.01.1977,,,,,,,SPD,Würzburg
411008,Jäger,8,08/7,19.01.1977,,,,,,,CDU/CSU,Wangen
411009,Friedrich,8,08/7,19.01.1977,,,,,,,SPD,Würzburg
411010,Stücklen,8,08/7,19.01.1977,,,Vizepräsident,,,,,
411011,Schmitt-Vockenhausen,8,08/7,19.01.1977,,,Vizepräsident,Dr.,,,,Vockenhausen
411012,Hoppe,8,08/7,19.01.1977,,,,,,,FDP,
411013,Schmitt-Vockenhausen,8,08/7,19.01.1977,,,Vizepräsident,Dr.,,,,Vockenhausen
411014,Schmitt-Vockenhausen,8,08/7,19.01.1977,,,Vizepräsident,Dr.,,,,Vockenhausen
411015,Pawelczyk,8,08/7,19.01.1977,,,,,,,SPD,
411016,Schmitt-Vockenhausen,8,08/7,19.01.1977,,,Vizepräsident,Dr.,,,,Vockenhausen
411018,Schmitt-Vockenhausen,8,08/7,19.01.1977,,,Vizepräsident,Dr.,,,,Vockenhausen
411019,Jäger,8,08/7,19.01.1977,,,,,,,CDU/CSU,Wangen
411020,Carstens,8,08/7,19.01.1977,,,Präsident,,,,,
411021,Kohl,8,08/7,19.01.1977,,,,Dr.,,,CDU/CSU,
411022,Carstens,8,08/7,19.01.1977,,,Präsident,,,,,
411023,Kohl,8,08/7,19.01.1977,,,,Dr.,,,CDU/CSU,
411024,Carstens,8,08/7,19.01.1977,,,Präsident,,,,,
411025,Kohl,8,08/7,19.01.1977,,,,Dr.,,,CDU/CSU,
411027,Carstens,8,08/7,19.01.1977,,,Präsident,,,,,
411028,Kohl,8,08/7,19.01.1977,,,,Dr.,,,CDU/CSU,
411029,Carstens,8,08/7,19.01.1977,,,Präsident,,,,,
411030,Carstens,8,08/7,19.01.1977,,,Präsident,,,,,
411031,Carstens,8,08/7,19.01.1977,,,Präsident,,,,,
411032,Wörner,8,08/7,19.01.1977,,,,Dr.,,,CDU/CSU,
411033,Carstens,8,08/7,19.01.1977,,,Präsident,,,,,
411034,Wörner,8,08/7,19.01.1977,,,,Dr.,,,CDU/CSU,
411035,Timm,8,08/7,19.01.1977,weiblich,,,Dr.,,,SPD,
411036,Wörner,8,08/7,19.01.1977,,,,Dr.,,,CDU/CSU,
411037,Carstens,8,08/7,19.01.1977,,,Präsident,,,,,
411038,Spitzmüller,8,08/7,19.01.1977,,,,,,,FDP,
411039,Carstens,8,08/7,19.01.1977,,,Präsident,,,,,
411040,Wörner,8,08/7,19.01.1977,,,,Dr.,,,CDU/CSU,
411041,Carstens,8,08/7,19.01.1977,,,Präsident,,,,,
411042,Möllemann,8,08/7,19.01.1977,,,,,,,FDP,
411043,Carstens,8,08/7,19.01.1977,,,Präsident,,,,,
411044,Mertes,8,08/7,19.01.1977,,,,Dr.,,,CDU/CSU,Gerolstein
411045,Funcke,8,08/7,19.01.1977,weiblich,,Vizepräsident,,,,,
411046,Pawelczyk,8,08/7,19.01.1977,,,,,,,SPD,
411047,Funcke,8,08/7,19.01.1977,weiblich,,Vizepräsident,,,,,
411048,Pawelczyk,8,08/7,19.01.1977,,,,,,,SPD,
411049,Funcke,8,08/7,19.01.1977,weiblich,,Vizepräsident,,,,,
411050,Mertes,8,08/7,19.01.1977,,,,Dr.,,,CDU/CSU,Gerolstein
411051,Pawelczyk,8,08/7,19.01.1977,,,,,,,SPD,
411052,Funcke,8,08/7,19.01.1977,weiblich,,Vizepräsident,,,,,
411053,Mertes,8,08/7,19.01.1977,,,,Dr.,,,CDU/CSU,Gerolstein
411054,Pawelczyk,8,08/7,19.01.1977,,,,,,,SPD,
411056,Funcke,8,08/7,19.01.1977,weiblich,,Vizepräsident,,,,,
411057,Jung,8,08/7,19.01.1977,,,,,,,FDP,
411058,Funcke,8,08/7,19.01.1977,weiblich,,Vizepräsident,,,,,
411059,Jung,8,08/7,19.01.1977,,,,,,,FDP,
411060,Mertes,8,08/7,19.01.1977,,,,Dr.,,,CDU/CSU,Gerolstein
411061,Jung,8,08/7,19.01.1977,,,,,,,FDP,
411062,Funcke,8,08/7,19.01.1977,weiblich,,Vizepräsident,,,,,
411063,Jung,8,08/7,19.01.1977,,,,,,,FDP,
411064,Funcke,8,08/7,19.01.1977,weiblich,,Vizepräsident,,,,,
411065,Jung,8,08/7,19.01.1977,,,,,,,FDP,
411066,Marx,8,08/7,19.01.1977,,,,Dr.,,,CDU/CSU,
411067,Jung,8,08/7,19.01.1977,,,,,,,FDP,
411068,Funcke,8,08/7,19.01.1977,weiblich,,Vizepräsident,,,,,
411069,Haase,8,08/7,19.01.1977,,,,,,,CDU/CSU,Kassel
411070,Jung,8,08/7,19.01.1977,,,,,,,FDP,
411071,Funcke,8,08/7,19.01.1977,weiblich,,Vizepräsident,,,,,
411072,Marx,8,08/7,19.01.1977,,,,Dr.,,,CDU/CSU,
411073,Funcke,8,08/7,19.01.1977,weiblich,,Vizepräsident,,,,,
411074,Marx,8,08/7,19.01.1977,,,,Dr.,,,CDU/CSU,
411075,Jung,8,08/7,19.01.1977,,,,,,,FDP,
411076,Funcke,8,08/7,19.01.1977,weiblich,,Vizepräsident,,,,,
411077,Lorenz,8,08/7,19.01.1977,,,,,,,CDU/CSU,
411078,Funcke,8,08/7,19.01.1977,weiblich,,Vizepräsident,,,,,
411079,Mattick,8,08/7,19.01.1977,,,,,,,SPD,
411080,Funcke,8,08/7,19.01.1977,weiblich,,Vizepräsident,,,,,
411081,Luster,8,08/7,19.01.1977,,,,,,,CDU/CSU,
411082,Mattick,8,08/7,19.01.1977,,,,,,,SPD,
411083,Funcke,8,08/7,19.01.1977,weiblich,,Vizepräsident,,,,,
411084,Mattick,8,08/7,19.01.1977,,,,,,,SPD,
411085,Renger,8,08/7,19.01.1977,weiblich,,Vizepräsident,,,,,
411086,Mattick,8,08/7,19.01.1977,,,,,,,SPD,
411087,Renger,8,08/7,19.01.1977,weiblich,,Vizepräsident,,,,,
411088,Czaja,8,08/7,19.01.1977,,,,Dr.,,,CDU/CSU,
411089,Renger,8,08/7,19.01.1977,weiblich,,Vizepräsident,,,,,
411090,Kreutzmann,8,08/7,19.01.1977,,,,Dr.,,,SPD,
411091,Renger,8,08/7,19.01.1977,weiblich,,Vizepräsident,,,,,
411092,Kreutzmann,8,08/7,19.01.1977,,,,Dr.,,,SPD,
411093,Czaja,8,08/7,19.01.1977,,,,Dr.,,,CDU/CSU,
411094,Kreutzmann,8,08/7,19.01.1977,,,,Dr.,,,SPD,
411095,Renger,8,08/7,19.01.1977,weiblich,,Vizepräsident,,,,,
411096,Hupka,8,08/7,19.01.1977,,,,Dr.,,,CDU/CSU,
411097,Kreutzmann,8,08/7,19.01.1977,,,,Dr.,,,SPD,
411098,Renger,8,08/7,19.01.1977,weiblich,,Vizepräsident,,,,,
411099,Renger,8,08/8,20.01.1977,weiblich,,Vizepräsident,,,,,
411100,Katzer,8,08/8,20.01.1977,,,,,,,CDU/CSU,
411101,Renger,8,08/8,20.01.1977,weiblich,,Vizepräsident,,,,,
411102,Katzer,8,08/8,20.01.1977,,,,,,,CDU/CSU,
411103,Renger,8,08/8,20.01.1977,weiblich,,Vizepräsident,,,,,
411104,Sund,8,08/8,20.01.1977,,,,,,,SPD,
411105,Renger,8,08/8,20.01.1977,weiblich,,Vizepräsident,,,,,
411106,Sund,8,08/8,20.01.1977,,,,,,,SPD,
411107,Renger,8,08/8,20.01.1977,weiblich,,Vizepräsident,,,,,
411108,Sund,8,08/8,20.01.1977,,,,,,,SPD,
411109,Renger,8,08/8,20.01.1977,weiblich,,Vizepräsident,,,,,
411110,Sund,8,08/8,20.01.1977,,,,,,,SPD,
411111,Renger,8,08/8,20.01.1977,weiblich,,Vizepräsident,,,,,
411112,Schmidt,8,08/8,20.01.1977,,,,,,,FDP,Kempten
411113,Renger,8,08/8,20.01.1977,weiblich,,Vizepräsident,,,,,
411114,Schmidt,8,08/8,20.01.1977,,,,,,,FDP,Kempten
411115,Reddemann,8,08/8,20.01.1977,,,,,,,CDU/CSU,
411116,Schmidt,8,08/8,20.01.1977,,,,,,,FDP,Kempten
411117,Renger,8,08/8,20.01.1977,weiblich,,Vizepräsident,,,,,
411118,Schmidt,8,08/8,20.01.1977,,,,,,,FDP,Kempten
411119,Renger,8,08/8,20.01.1977,weiblich,,Vizepräsident,,,,,
411120,Schmidt,8,08/8,20.01.1977,,,,,,,FDP,Kempten
411121,Geisenhofer,8,08/8,20.01.1977,,,,,,,CDU/CSU,
411122,Schmidt,8,08/8,20.01.1977,,,,,,,FDP,Kempten
411123,Renger,8,08/8,20.01.1977,weiblich,,Vizepräsident,,,,,
411124,Schmidt,8,08/8,20.01.1977,,,,,,,FDP,Kempten
411125,Urbaniak,8,08/8,20.01.1977,,,,,,,SPD,
411126,Schmidt,8,08/8,20.01.1977,,,,,,,FDP,Kempten
411127,Geisenhofer,8,08/8,20.01.1977,,,,,,,CDU/CSU,
411128,Schmidt,8,08/8,20.01.1977,,,,,,,FDP,Kempten
411129,Carstens,8,08/8,20.01.1977,,,Präsident,,,,,
411130,Schmidt,8,08/8,20.01.1977,,,,,,,FDP,Kempten
411131,Müller,8,08/8,20.01.1977,,,,,,,CDU/CSU,Berlin
411132,Schmidt,8,08/8,20.01.1977,,,,,,,FDP,Kempten
411133,Carstens,8,08/8,20.01.1977,,,Präsident,,,,,
411134,Ehrenberg,8,08/8,20.01.1977,,Bundesminister für Arbeit und Sozialordnung,,Dr.,,,,
411135,Carstens,8,08/8,20.01.1977,,,Präsident,,,,,
411136,Ehrenberg,8,08/8,20.01.1977,,Bundesminister für Arbeit und Sozialordnung,,Dr.,,,,
411137,Schröder,8,08/8,20.01.1977,,,,,,,CDU/CSU,Lüneburg
411138,Ehrenberg,8,08/8,20.01.1977,,Bundesminister für Arbeit und Sozialordnung,,Dr.,,,,
411139,Carstens,8,08/8,20.01.1977,,,Präsident,,,,,
411140,Ehrenberg,8,08/8,20.01.1977,,Bundesminister für Arbeit und Sozialordnung,,Dr.,,,,
411141,Carstens,8,08/8,20.01.1977,,,Präsident,,,,,
411142,Burger,8,08/8,20.01.1977,,,,,,,CDU/CSU,
411143,Ehrenberg,8,08/8,20.01.1977,,Bundesminister für Arbeit und Sozialordnung,,Dr.,,,,
411144,Carstens,8,08/8,20.01.1977,,,Präsident,,,,,
411145,Ehrenberg,8,08/8,20.01.1977,,Bundesminister für Arbeit und Sozialordnung,,Dr.,,,,
411146,Burger,8,08/8,20.01.1977,,,,,,,CDU/CSU,
411147,Ehrenberg,8,08/8,20.01.1977,,Bundesminister für Arbeit und Sozialordnung,,Dr.,,,,
411148,Carstens,8,08/8,20.01.1977,,,Präsident,,,,,
411149,Franke,8,08/8,20.01.1977,,,,,,,CDU/CSU,
411150,Carstens,8,08/8,20.01.1977,,,Präsident,,,,,
411151,Franke,8,08/8,20.01.1977,,,,,,,CDU/CSU,
411152,Carstens,8,08/8,20.01.1977,,,Präsident,,,,,
411153,Franke,8,08/8,20.01.1977,,,,,,,CDU/CSU,
411154,Carstens,8,08/8,20.01.1977,,,Präsident,,,,,
411155,Schmidt,8,08/8,20.01.1977,,,,,,,FDP,Kempten
411156,Franke,8,08/8,20.01.1977,,,,,,,CDU/CSU,
411157,Schmidt,8,08/8,20.01.1977,,,,,,,FDP,Kempten
411158,Franke,8,08/8,20.01.1977,,,,,,,CDU/CSU,
411159,Carstens,8,08/8,20.01.1977,,,Präsident,,,,,
411160,Franke,8,08/8,20.01.1977,,,,,,,CDU/CSU,
411161,Schmidt,8,08/8,20.01.1977,,,,,,,FDP,Kempten
411162,Franke,8,08/8,20.01.1977,,,,,,,CDU/CSU,
411163,Carstens,8,08/8,20.01.1977,,,Präsident,,,,,
411164,Franke,8,08/8,20.01.1977,,,,,,,CDU/CSU,
411165,Schmidt,8,08/8,20.01.1977,,,,,,,FDP,Kempten
411166,Franke,8,08/8,20.01.1977,,,,,,,CDU/CSU,
411167,Carstens,8,08/8,20.01.1977,,,Präsident,,,,,
411168,Franke,8,08/8,20.01.1977,,,,,,,CDU/CSU,
411169,Franke,8,08/8,20.01.1977,,,,,,,CDU/CSU,
411170,Carstens,8,08/8,20.01.1977,,,Präsident,,,,,
411171,Franke,8,08/8,20.01.1977,,,,,,,CDU/CSU,
411172,Gansel,8,08/8,20.01.1977,,,,,,,SPD,
411173,Franke,8,08/8,20.01.1977,,,,,,,CDU/CSU,
411174,Carstens,8,08/8,20.01.1977,,,Präsident,,,,,
411175,Hölscher,8,08/8,20.01.1977,,,,,,,FDP,
411176,Franke,8,08/8,20.01.1977,,,,,,,CDU/CSU,
411177,Carstens,8,08/8,20.01.1977,,,Präsident,,,,,
411178,Hölscher,8,08/8,20.01.1977,,,,,,,FDP,
411179,Franke,8,08/8,20.01.1977,,,,,,,CDU/CSU,
411180,Carstens,8,08/8,20.01.1977,,,Präsident,,,,,
411181,Franke,8,08/8,20.01.1977,,,,,,,CDU/CSU,
411182,Carstens,8,08/8,20.01.1977,,,Präsident,,,,,
411183,Schröder,8,08/8,20.01.1977,,,,,,,CDU/CSU,Lüneburg
411184,Franke,8,08/8,20.01.1977,,,,,,,CDU/CSU,
411185,Carstens,8,08/8,20.01.1977,,,Präsident,,,,,
411186,Stücklen,8,08/8,20.01.1977,,,Vizepräsident,,,,,
411187,Gansel,8,08/8,20.01.1977,,,,,,,SPD,
411188,Stücklen,8,08/8,20.01.1977,,,Vizepräsident,,,,,
411189,Wolfram,8,08/8,20.01.1977,,,,,,,SPD,Recklinghausen
411190,Wolfram,8,08/8,20.01.1977,,,,,,,SPD,Recklinghausen
411191,Stücklen,8,08/8,20.01.1977,,,Vizepräsident,,,,,
411192,Stücklen,8,08/8,20.01.1977,,,Vizepräsident,,,,,
411193,Westphal,8,08/8,20.01.1977,,,,,,,SPD,
411194,Stücklen,8,08/8,20.01.1977,,,Vizepräsident,,,,,
411195,Lambsdorff,8,08/8,20.01.1977,,,,Dr.,,Graf,FDP,
411196,Stücklen,8,08/8,20.01.1977,,,Vizepräsident,,,,,
411197,Narjes,8,08/8,20.01.1977,,,,Dr.,,,CDU/CSU,
411198,Lambsdorff,8,08/8,20.01.1977,,,,Dr.,,Graf,FDP,
411199,Stücklen,8,08/8,20.01.1977,,,Vizepräsident,,,,,
411200,Narjes,8,08/8,20.01.1977,,,,Dr.,,,CDU/CSU,
411201,Lambsdorff,8,08/8,20.01.1977,,,,Dr.,,Graf,FDP,
411202,Schmitt-Vockenhausen,8,08/8,20.01.1977,,,Vizepräsident,Dr.,,,,Vockenhausen
411203,Apel,8,08/8,20.01.1977,,Bundesminister der Finanzen,,Dr.,,,,
411204,Schmitt-Vockenhausen,8,08/8,20.01.1977,,,Vizepräsident,Dr.,,,,Vockenhausen
411205,Althammer,8,08/8,20.01.1977,,,,Dr.,,,CDU/CSU,
411206,Apel,8,08/8,20.01.1977,,Bundesminister der Finanzen,,Dr.,,,,
411207,Schmitt-Vockenhausen,8,08/8,20.01.1977,,,Vizepräsident,Dr.,,,,Vockenhausen
