RB_ID,RB_Name,WAHLPERIODE,NR,DATUM,GESCHLECHT,FUNKTION,POSITION,ANREDE_TITEL,PRAEFIX,ADEL,PARTEI,ORTSZUSATZ
210921,Jaeger,3,03/5,28.11.1957,,,Vizepräsident,Dr.,,,,
210922,Erhard,3,03/5,28.11.1957,,Bundesminister für Wirtschaft,,Dr.,,,,
210923,Jaeger,3,03/5,28.11.1957,,,Vizepräsident,Dr.,,,,
210924,Erhard,3,03/5,28.11.1957,,Bundesminister für Wirtschaft,,Dr.,,,,
210925,Deist,3,03/5,28.11.1957,,,,Dr.,,,SPD,
210926,Erhard,3,03/5,28.11.1957,,Bundesminister für Wirtschaft,,Dr.,,,,
210927,Jaeger,3,03/5,28.11.1957,,,Vizepräsident,Dr.,,,,
210928,Hellwig,3,03/5,28.11.1957,,,,Dr.,,,CDU/CSU,
210929,Jaeger,3,03/5,28.11.1957,,,Vizepräsident,Dr.,,,,
210930,Hellwig,3,03/5,28.11.1957,,,,Dr.,,,CDU/CSU,
210931,Deist,3,03/5,28.11.1957,,,,Dr.,,,SPD,
210932,Hellwig,3,03/5,28.11.1957,,,,Dr.,,,CDU/CSU,
210933,Jaeger,3,03/5,28.11.1957,,,Vizepräsident,Dr.,,,,
210934,Hellwig,3,03/5,28.11.1957,,,,Dr.,,,CDU/CSU,
210935,Jaeger,3,03/5,28.11.1957,,,Vizepräsident,Dr.,,,,
210936,Deist,3,03/5,28.11.1957,,,,Dr.,,,SPD,
210937,Hellwig,3,03/5,28.11.1957,,,,Dr.,,,CDU/CSU,
210938,Jaeger,3,03/5,28.11.1957,,,Vizepräsident,Dr.,,,,
210939,Hellwig,3,03/5,28.11.1957,,,,Dr.,,,CDU/CSU,
210940,Deist,3,03/5,28.11.1957,,,,Dr.,,,SPD,
210941,Hellwig,3,03/5,28.11.1957,,,,Dr.,,,CDU/CSU,
210942,Jaeger,3,03/5,28.11.1957,,,Vizepräsident,Dr.,,,,
210943,Hellwig,3,03/5,28.11.1957,,,,Dr.,,,CDU/CSU,
210944,Bleiß,3,03/5,28.11.1957,,,,Dr.,,,SPD,
210945,Hellwig,3,03/5,28.11.1957,,,,Dr.,,,CDU/CSU,
210946,Jaeger,3,03/5,28.11.1957,,,Vizepräsident,Dr.,,,,
210947,Hellwig,3,03/5,28.11.1957,,,,Dr.,,,CDU/CSU,
210948,Deist,3,03/5,28.11.1957,,,,Dr.,,,SPD,
210949,Hellwig,3,03/5,28.11.1957,,,,Dr.,,,CDU/CSU,
210950,Jaeger,3,03/5,28.11.1957,,,Vizepräsident,Dr.,,,,
210951,Hellwig,3,03/5,28.11.1957,,,,Dr.,,,CDU/CSU,
210952,Deist,3,03/5,28.11.1957,,,,Dr.,,,SPD,
210953,Hellwig,3,03/5,28.11.1957,,,,Dr.,,,CDU/CSU,
210954,Jaeger,3,03/5,28.11.1957,,,Vizepräsident,Dr.,,,,
210955,Hellwig,3,03/5,28.11.1957,,,,Dr.,,,CDU/CSU,
210956,Deist,3,03/5,28.11.1957,,,,Dr.,,,SPD,
210957,Hellwig,3,03/5,28.11.1957,,,,Dr.,,,CDU/CSU,
210958,Gerstenmaier,3,03/5,28.11.1957,,,Präsident,D. Dr.,,,,
210959,Margulies,3,03/5,28.11.1957,,,,,,,FDP,
210960,Gerstenmaier,3,03/5,28.11.1957,,,Präsident,D. Dr.,,,,
210961,Friedensburg,3,03/5,28.11.1957,,,,Dr.,,,CDU/CSU,
210962,Gerstenmaier,3,03/5,28.11.1957,,,Präsident,D. Dr.,,,,
210963,Kreyssig,3,03/5,28.11.1957,,,,Dr.,,,SPD,
210964,Gerstenmaier,3,03/5,28.11.1957,,,Präsident,D. Dr.,,,,
210965,Deist,3,03/5,28.11.1957,,,,Dr.,,,SPD,
210966,Hellwig,3,03/5,28.11.1957,,,,Dr.,,,CDU/CSU,
210967,Deist,3,03/5,28.11.1957,,,,Dr.,,,SPD,
210968,Hellwig,3,03/5,28.11.1957,,,,Dr.,,,,
210969,Gerstenmaier,3,03/5,28.11.1957,,,Präsident,D. Dr.,,,,
210970,Deist,3,03/5,28.11.1957,,,,Dr.,,,SPD,
210971,Hellwig,3,03/5,28.11.1957,,,,Dr.,,,CDU/CSU,
210972,Deist,3,03/5,28.11.1957,,,,Dr.,,,SPD,
210973,Gerstenmaier,3,03/5,28.11.1957,,,Präsident,D. Dr.,,,,
210974,Preusker,3,03/5,28.11.1957,,,,Dr.,,,DP,
210975,Gerstenmaier,3,03/5,28.11.1957,,,Präsident,D. Dr.,,,,
210976,Deist,3,03/5,28.11.1957,,,,Dr.,,,SPD,
210977,Gerstenmaier,3,03/5,28.11.1957,,,Präsident,D. Dr.,,,,
210978,Erhard,3,03/5,28.11.1957,,Bundesminister für Wirtschaft,,Dr.,,,,
210979,Gerstenmaier,3,03/5,28.11.1957,,,Präsident,D. Dr.,,,,
210980,Erhard,3,03/5,28.11.1957,,Bundesminister für Wirtschaft,,Dr.,,,,
210981,Deist,3,03/5,28.11.1957,,,,Dr.,,,SPD,
210982,h. C. Erhard,3,03/5,28.11.1957,,Bundesminister für Wirtschaft,,Dr.,,,,
210983,Gerstenmaier,3,03/5,28.11.1957,,,Präsident,D. Dr.,,,,
210984,Stingl,3,03/5,28.11.1957,,,,,,,CDU/CSU,
210985,Gerstenmaier,3,03/5,28.11.1957,,,Präsident,D. Dr.,,,,
210986,Büttner,3,03/5,28.11.1957,,,,,,,SPD,
210987,Gerstenmaier,3,03/5,28.11.1957,,,Präsident,D. Dr.,,,,
210988,Kalinke,3,03/5,28.11.1957,weiblich,,,,,,DP,
210989,Gerstenmaier,3,03/5,28.11.1957,,,Präsident,D. Dr.,,,,
210990,Will,3,03/5,28.11.1957,,,,Dr.,,,FDP,
210991,Gerstenmaier,3,03/5,28.11.1957,,,Präsident,D. Dr.,,,,
210992,Fragestunde,3,03/6,12.12.1957,,,,,,,,
210993,Schmid,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
210994,Erler,3,03/6,12.12.1957,,,,,,,SPD,
210995,Schmid,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
210996,Bucher,3,03/6,12.12.1957,,,,Dr.,,,FDP,
210997,Schmid,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
210998,Schneider,3,03/6,12.12.1957,,,,,,,DP,Bremerhaven
210999,Schmid,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211000,Schneider,3,03/6,12.12.1957,,,,,,,DP,Bremerhaven
211001,Schmid,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211002,Schneider,3,03/6,12.12.1957,,,,,,,DP,Bremerhaven
211003,Schmid,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211004,Schneider,3,03/6,12.12.1957,,,,,,,DP,Bremerhaven
211005,Schmid,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211006,Furler,3,03/6,12.12.1957,,,,Dr.,,,CDU/CSU,
211007,Schmid,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211008,Schmid,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211009,Schmitt,3,03/6,12.12.1957,,,,,,,SPD,Vockenhausen
211010,Schmitt,3,03/6,12.12.1957,,,,,,,SPD,Vockenhausen
211011,Schmid,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211012,Seiermann,3,03/6,12.12.1957,,Staatssekretär im Bundesministerium für Verkehr,,Dr.,,,,
211013,Friedensburg,3,03/6,12.12.1957,,,,Dr.,,,CDU/CSU,
211014,Seiermann,3,03/6,12.12.1957,,Staatssekretär im Bundesministerium für Verkehr,,Dr.,,,,
211015,Schmid,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211016,Leonhard,3,03/6,12.12.1957,,,,,,,CDU/CSU,
211017,Schmid,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211018,Kohut,3,03/6,12.12.1957,,,,Dr.,,,FDP,
211019,Schmid,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211020,Kohut,3,03/6,12.12.1957,,,,Dr.,,,FDP,
211021,Kohut,3,03/6,12.12.1957,,,,Dr.,,,FDP,
211022,Schmid,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211023,Schröder,3,03/6,12.12.1957,,Bundesminister des Innern,,Dr.,,,,
211024,Werber,3,03/6,12.12.1957,,,,Dr.,,,CDU/CSU,
211025,Schröder,3,03/6,12.12.1957,,Bundesminister des Innern,,Dr.,,,,
211026,Werber,3,03/6,12.12.1957,,,,Dr.,,,CDU/CSU,
211027,Schröder,3,03/6,12.12.1957,,Bundesminister des Innern,,Dr.,,,,
211028,Werber,3,03/6,12.12.1957,,,,Dr.,,,CDU/CSU,
211029,Schmid,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211030,Seiermann,3,03/6,12.12.1957,,Staatssekretär im Bundesministerium für Verkehr,,Dr.,,,,
211031,Ritzel,3,03/6,12.12.1957,,,,,,,SPD,
211032,Schmid,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211033,Jaeger,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211034,Seiermann,3,03/6,12.12.1957,,Staatssekretär im Bundesministerium für Verkehr,,Dr.,,,,
211035,Schmitt,3,03/6,12.12.1957,,,,,,,SPD,Vockenhausen
211036,Jaeger,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211037,Rust,3,03/6,12.12.1957,,Staatssekretär des Bundesministeriums für Verteidigung,,Dr.,,,,
211038,Lohmar,3,03/6,12.12.1957,,,,,,,SPD,
211039,Rust,3,03/6,12.12.1957,,Staatssekretär des Bundesministeriums für Verteidigung,,Dr.,,,,
211040,Lohmar,3,03/6,12.12.1957,,,,,,,SPD,
211041,Rust,3,03/6,12.12.1957,,Staatssekretär im Bundesministerium für Verteidigung,,Dr.,,,,
211042,Jaeger,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211043,Jaeger,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211044,Schmidt,3,03/6,12.12.1957,,,,,,,SPD,Hamburg
211045,Schmidt,3,03/6,12.12.1957,,,,,,,SPD,Hamburg
211046,Jaeger,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211047,Schmidt,3,03/6,12.12.1957,,,,,,,SPD,Hamburg
211048,Jaeger,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211049,Schröder,3,03/6,12.12.1957,,Bundesminister des Innern,,Dr.,,,,
211050,Schmitt,3,03/6,12.12.1957,,,,,,,SPD,Vockenhausen
211051,Jaeger,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211052,Jaeger,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211053,Wittrock,3,03/6,12.12.1957,,,,,,,SPD,
211054,Jaeger,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211055,Rust,3,03/6,12.12.1957,,Staatssekretär im Bundesministerium für Verteidigung,,Dr.,,,,
211056,Wittrock,3,03/6,12.12.1957,,,,,,,SPD,
211057,Rust,3,03/6,12.12.1957,,Staatssekretär im Bundesministerium für Verteidigung,,Dr.,,,,
211058,Wittrock,3,03/6,12.12.1957,,,,,,,SPD,
211059,Rust,3,03/6,12.12.1957,,Staatssekretär im Bundesministerium für Verteidigung,,Dr.,,,,
211060,Wittrock,3,03/6,12.12.1957,,,,,,,SPD,
211061,Jaeger,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211062,Jaeger,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211063,Mommer,3,03/6,12.12.1957,,,,Dr.,,,SPD,
211064,Mommer,3,03/6,12.12.1957,,,,Dr.,,,SPD,
211065,Mommer,3,03/6,12.12.1957,,,,Dr.,,,SPD,
211066,Jaeger,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211067,Erhard,3,03/6,12.12.1957,,Bundesminister für Wirtschaft,,Dr.,,,,
211068,Mommer,3,03/6,12.12.1957,,,,Dr.,,,SPD,
211069,Erhard,3,03/6,12.12.1957,,Bundesminister für Wirtschaft,,Dr.,,,,
211070,Mommer,3,03/6,12.12.1957,,,,Dr.,,,SPD,
211071,Erhard,3,03/6,12.12.1957,,Bundesminister für Wirtschaft,,Dr.,,,,
211072,Jaeger,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211073,Jaeger,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211074,Rohde,3,03/6,12.12.1957,,,,,,,SPD,
211075,Jaeger,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211076,Jaeger,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211077,Werber,3,03/6,12.12.1957,,,,Dr.,,,CDU/CSU,
211078,Jaeger,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211079,Strobel,3,03/6,12.12.1957,weiblich,,,,,,SPD,
211080,Jaeger,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211081,Schröder,3,03/6,12.12.1957,,Bundesminister des Innern,,Dr.,,,,
211082,Jaeger,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211083,Schmid,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211084,Steinbiß,3,03/6,12.12.1957,weiblich,,,Dr.,,,CDU/CSU,
211085,Schmid,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211086,Kalinke,3,03/6,12.12.1957,weiblich,,,,,,DP,
211087,Schmid,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211088,Stammberger,3,03/6,12.12.1957,,,,Dr.,,,FDP,
211089,Schmid,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211090,Geiger,3,03/6,12.12.1957,,Berichterstatter,,,,,SPD,Aalen
211091,Schmid,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211092,Rohde,3,03/6,12.12.1957,,,,,,,SPD,
211093,Schmid,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211094,Arndgen,3,03/6,12.12.1957,,,,,,,CDU/CSU,
211095,Schmid,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211096,Kalinke,3,03/6,12.12.1957,weiblich,,,,,,DP,
211097,Schmid,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211098,Krappe,3,03/6,12.12.1957,weiblich,,,,,,SPD,
211099,Schmid,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211100,Horn,3,03/6,12.12.1957,,,,,,,CDU/CSU,
211101,Schmid,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211102,Will,3,03/6,12.12.1957,,,,Dr.,,,FDP,
211103,Schellenberg,3,03/6,12.12.1957,,,,Dr.,,,SPD,
211104,Will,3,03/6,12.12.1957,,,,Dr.,,,FDP,
211105,Schellenberg,3,03/6,12.12.1957,,,,Dr.,,,SPD,
211106,Will,3,03/6,12.12.1957,,,,Dr.,,,FDP,
211107,Schmid,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211108,Kalinke,3,03/6,12.12.1957,weiblich,,,,,,DP,
211109,Schmid,3,03/6,12.12.1957,,,Vizepräsident,Dr.,,,,
211110,Krappe,3,03/6,12.12.1957,weiblich,,,,,,SPD,
