RB_ID,RB_Name,WAHLPERIODE,NR,DATUM,FUNKTION,POSITION,ANREDE_TITEL,PRAEFIX,ADEL,PARTEI,ORTSZUSATZ
68,Barzel,10,10/3,30.03.1983,,Präsident,Dr.,,,,
69,Lambsdorff,10,10/3,30.03.1983,Bundesminister für Wirtschaft,,Dr.,,Graf,,
70,Barzel,10,10/3,30.03.1983,,Präsident,Dr.,,,,
71,Barzel,10,10/3,30.03.1983,,Präsident,Dr.,,,,
72,Barzel,10,10/3,30.03.1983,,Präsident,Dr.,,,,
73,Barzel,10,10/3,30.03.1983,,Präsident,Dr.,,,,
74,Blüm,10,10/3,30.03.1983,Bundesminister für Arbeit und Sozialordnung,,Dr.,,,,
75,Barzel,10,10/3,30.03.1983,,Präsident,Dr.,,,,
76,Blüm,10,10/3,30.03.1983,Bundesminister für Arbeit und Sozialordnung,,Dr.,,,,
77,Barzel,10,10/3,30.03.1983,,Präsident,Dr.,,,,
78,Wörner,10,10/3,30.03.1983,Bundesminister der Verteidigung,,Dr.,,,,
79,Barzel,10,10/3,30.03.1983,,Präsident,Dr.,,,,
80,Geißler,10,10/3,30.03.1983,"Bundesminister für Jugend, Familie und Gesundheit",,Dr.,,,,
81,Barzel,10,10/3,30.03.1983,,Präsident,Dr.,,,,
82,Geißler,10,10/3,30.03.1983,"Bundesminister für Jugend, Familie und Gesundheit",,Dr.,,,,
83,Barzel,10,10/3,30.03.1983,,Präsident,Dr.,,,,
84,Dollinger,10,10/3,30.03.1983,Bundesminister für Verkehr,,Dr.,,,,
85,Barzel,10,10/3,30.03.1983,,Präsident,Dr.,,,,
86,Schwarz-Schilling,10,10/3,30.03.1983,Bundesminister für das Post- und Fernmeldewesen,,Dr.,,,,
87,Barzel,10,10/3,30.03.1983,,Präsident,Dr.,,,,
88,Schwarz-Schilling,10,10/3,30.03.1983,Bundesminister für das Post- und Fernmeldewesen,,Dr.,,,,
89,Barzel,10,10/3,30.03.1983,,Präsident,Dr.,,,,
90,Schneider,10,10/3,30.03.1983,"Bundesminister für Raumordnung, Bauwesen und Städtebau",,Dr.,,,,
91,Barzel,10,10/3,30.03.1983,,Präsident,Dr.,,,,
92,Schneider,10,10/3,30.03.1983,"Bundesminister für Raumordnung, Bauwesen und Städtebau",,Dr.,,,,
93,Barzel,10,10/3,30.03.1983,,Präsident,Dr.,,,,
94,Riesenhuber,10,10/3,30.03.1983,Bundesminister für Forschung und Technologie,,Dr.,,,,
95,Barzel,10,10/3,30.03.1983,,Präsident,Dr.,,,,
96,Riesenhuber,10,10/3,30.03.1983,Bundesminister für Forschung und Technologie,,Dr.,,,,
97,Barzel,10,10/3,30.03.1983,,Präsident,Dr.,,,,
98,Wilms,10,10/3,30.03.1983,Bundesminister für Bildung und Wissenschaft,,Dr.,,,,
99,Barzel,10,10/3,30.03.1983,,Präsident,Dr.,,,,
100,Warnke,10,10/3,30.03.1983,Bundesminister für wirtschaftliche Zusammenarbeit,,Dr.,,,,
101,Barzel,10,10/3,30.03.1983,,Präsident,Dr.,,,,
102,Warnke,10,10/3,30.03.1983,Bundesminister für wirtschaftliche Zusammenarbeit,,Dr.,,,,
103,Barzel,10,10/3,30.03.1983,,Präsident,Dr.,,,,
104,Renger,10,10/3,30.03.1983,,Vizepräsident,,,,,
105,Jahn,10,10/3,30.03.1983,,,,,,SPD,Marburg
106,Renger,10,10/3,30.03.1983,,Vizepräsident,,,,,
107,Fischer,10,10/3,30.03.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
108,Renger,10,10/3,30.03.1983,,Vizepräsident,,,,,
109,Fischer,10,10/3,30.03.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
110,Renger,10,10/3,30.03.1983,,Vizepräsident,,,,,
111,Schäuble,10,10/3,30.03.1983,,,Dr.,,,CDU/CSU,
112,Renger,10,10/3,30.03.1983,,Vizepräsident,,,,,
113,Potthast,10,10/3,30.03.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,
114,Renger,10,10/3,30.03.1983,,Vizepräsident,,,,,
115,Potthast,10,10/3,30.03.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,
116,Renger,10,10/3,30.03.1983,,Vizepräsident,,,,,
117,Porzner,10,10/3,30.03.1983,,,,,,SPD,
118,Renger,10,10/3,30.03.1983,,Vizepräsident,,,,,
119,Fischer,10,10/3,30.03.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
120,Renger,10,10/3,30.03.1983,,Vizepräsident,,,,,
121,Wolfgramm,10,10/3,30.03.1983,,,,,,FDP,Göttingen
122,Renger,10,10/3,30.03.1983,,Vizepräsident,,,,,
123,Seiters,10,10/3,30.03.1983,,,,,,CDU/CSU,
124,Renger,10,10/3,30.03.1983,,Vizepräsident,,,,,
125,Hecker,10,10/3,30.03.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,
126,Renger,10,10/3,30.03.1983,,Vizepräsident,,,,,
127,Broil,10,10/3,30.03.1983,,,,,,CDU/CSU,
128,Renger,10,10/3,30.03.1983,,Vizepräsident,,,,,
129,Broil,10,10/3,30.03.1983,,,,,,CDU/CSU,
130,Renger,10,10/3,30.03.1983,,Vizepräsident,,,,,
131,Broil,10,10/3,30.03.1983,,,,,,CDU/CSU,
132,Renger,10,10/3,30.03.1983,,Vizepräsident,,,,,
133,Schäfer,10,10/3,30.03.1983,,,,,,SPD,Offenburg
134,Renger,10,10/3,30.03.1983,,Vizepräsident,,,,,
135,Hirsch,10,10/3,30.03.1983,,,Dr.,,,FDP,
136,Renger,10,10/3,30.03.1983,,Vizepräsident,,,,,
137,Zimmermann,10,10/3,30.03.1983,Bundesminister des Innern,,Dr.,,,,
138,Renger,10,10/3,30.03.1983,,Vizepräsident,,,,,
139,Wernitz,10,10/3,30.03.1983,,,Dr.,,,SPD,
140,Renger,10,10/3,30.03.1983,,Vizepräsident,,,,,
141,Laufs,10,10/3,30.03.1983,,,Dr.,,,CDU/CSU,
142,Renger,10,10/3,30.03.1983,,Vizepräsident,,,,,
143,Lambsdorff,10,10/3,30.03.1983,Bundesminister für Wirtschaft,,Dr.,,Graf,,
145,Renger,10,10/3,30.03.1983,,Vizepräsident,,,,,
146,Schneider,10,10/3,30.03.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,Berlin
147,Renger,10,10/3,30.03.1983,,Vizepräsident,,,,,
148,Schneider,10,10/3,30.03.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,Berlin
149,Renger,10,10/3,30.03.1983,,Vizepräsident,,,,,
150,Schneider,10,10/3,30.03.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,Berlin
151,Renger,10,10/3,30.03.1983,,Vizepräsident,,,,,
152,Niegel,10,10/3,30.03.1983,,,,,,CDU/CSU,
153,Renger,10,10/3,30.03.1983,,Vizepräsident,,,,,
154,Däubler-Gmelin,10,10/3,30.03.1983,,,Dr.,,,SPD,
155,Renger,10,10/3,30.03.1983,,Vizepräsident,,,,,
156,Baum,10,10/3,30.03.1983,,,,,,FDP,
157,Renger,10,10/3,30.03.1983,,Vizepräsident,,,,,
158,Fellner,10,10/3,30.03.1983,,,,,,CDU/CSU,
159,Renger,10,10/3,30.03.1983,,Vizepräsident,,,,,
160,Fellner,10,10/3,30.03.1983,,,,,,CDU/CSU,
161,Renger,10,10/3,30.03.1983,,Vizepräsident,,,,,
162,Schmu,10,10/3,30.03.1983,,,Dr.,de,,SPD,
163,Renger,10,10/3,30.03.1983,,Vizepräsident,,,,,
164,Stratmann,10,10/3,30.03.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,
165,Renger,10,10/3,30.03.1983,,Vizepräsident,,,,,
166,Porzner,10,10/3,30.03.1983,,,,,,SPD,
167,Renger,10,10/3,30.03.1983,,Vizepräsident,,,,,
168,Barzel,10,10/4,04.05.1983,,Präsident,Dr.,,,,
169,Kohl,10,10/4,04.05.1983,Bundeskanzler,,Dr.,,,,
170,Barzel,10,10/4,04.05.1983,,Präsident,Dr.,,,,
171,Kohl,10,10/4,04.05.1983,Bundeskanzler,,Dr.,,,,
172,Barzel,10,10/4,04.05.1983,,Präsident,Dr.,,,,
173,Barzel,10,10/4,04.05.1983,,Präsident,Dr.,,,,
174,Vogel,10,10/4,04.05.1983,,,Dr.,,,SPD,
175,Renger,10,10/4,04.05.1983,,Vizepräsident,,,,,
176,Vogel,10,10/4,04.05.1983,,,Dr.,,,SPD,
177,Renger,10,10/4,04.05.1983,,Vizepräsident,,,,,
178,Waigel,10,10/4,04.05.1983,,,Dr.,,,CDU/CSU,
179,Renger,10,10/4,04.05.1983,,Vizepräsident,,,,,
180,Waigel,10,10/4,04.05.1983,,,Dr.,,,CDU/CSU,
182,Renger,10,10/4,04.05.1983,,Vizepräsident,,,,,
183,Waigel,10,10/4,04.05.1983,,,Dr.,,,CDU/CSU,
184,Renger,10,10/4,04.05.1983,,Vizepräsident,,,,,
185,Renger,10,10/4,04.05.1983,,Vizepräsident,,,,,
186,Waigel,10,10/4,04.05.1983,,,Dr.,,,CDU/CSU,
187,Renger,10,10/4,04.05.1983,,Vizepräsident,,,,,
188,Waigel,10,10/4,04.05.1983,,,Dr.,,,CDU/CSU,
189,Renger,10,10/4,04.05.1983,,Vizepräsident,,,,,
190,Waigel,10,10/4,04.05.1983,,,Dr.,,,CDU/CSU,
191,Westphal,10,10/4,04.05.1983,,Vizepräsident,,,,,
192,Westphal,10,10/4,04.05.1983,,Vizepräsident,,,,,
193,Beck-Oberdorf,10,10/4,04.05.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,
194,Westphal,10,10/4,04.05.1983,,Vizepräsident,,,,,
195,Ehmke,10,10/4,04.05.1983,,,Dr.,,,SPD,Bonn
196,Stücklen,10,10/4,04.05.1983,,Vizepräsident,,,,,
197,Rühe,10,10/4,04.05.1983,,,,,,CDU/CSU,
198,Beck-Oberdorf,10,10/4,04.05.1983,Außenpolitik von unten soll gemacht werden. Ich frage Sie,,,,,,
199,Stücklen,10,10/4,04.05.1983,,Vizepräsident,,,,,
200,Rühe,10,10/4,04.05.1983,,,,,,CDU/CSU,
202,Stücklen,10,10/4,04.05.1983,,Vizepräsident,,,,,
203,Kelly,10,10/4,04.05.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,
204,Stücklen,10,10/4,04.05.1983,,Vizepräsident,,,,,
205,Kelly,10,10/4,04.05.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,
206,Stücklen,10,10/4,04.05.1983,,Vizepräsident,,,,,
207,Kelly,10,10/4,04.05.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,
208,Stücklen,10,10/4,04.05.1983,,Vizepräsident,,,,,
209,Kelly,10,10/4,04.05.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,
210,Stücklen,10,10/4,04.05.1983,,Vizepräsident,,,,,
211,Kelly,10,10/4,04.05.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,
212,Stücklen,10,10/4,04.05.1983,,Vizepräsident,,,,,
213,Schäfer,10,10/4,04.05.1983,,,,,,FDP,Mainz
214,Stücklen,10,10/4,04.05.1983,,Vizepräsident,,,,,
215,Voigt,10,10/4,04.05.1983,,,,,,SPD,Frankfurt
216,Stücklen,10,10/4,04.05.1983,,Vizepräsident,,,,,
217,Bastian,10,10/4,04.05.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,
218,Stücklen,10,10/4,04.05.1983,,Vizepräsident,,,,,
219,Bastian,10,10/4,04.05.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,
220,Stücklen,10,10/4,04.05.1983,,Vizepräsident,,,,,
221,Bastian,10,10/4,04.05.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,
222,Stücklen,10,10/4,04.05.1983,,Vizepräsident,,,,,
223,Klein,10,10/4,04.05.1983,,,,,,CDU/CSU,München
224,Stücklen,10,10/4,04.05.1983,,Vizepräsident,,,,,
225,Klein,10,10/4,04.05.1983,,,,,,CDU/CSU,München
227,Stücklen,10,10/4,04.05.1983,,Vizepräsident,,,,,
228,Büchler,10,10/4,04.05.1983,,,,,,SPD,Hof
229,Stücklen,10,10/4,04.05.1983,,Vizepräsident,,,,,
230,Lintner,10,10/4,04.05.1983,,,,,,CDU/CSU,
231,Stücklen,10,10/4,04.05.1983,,Vizepräsident,,,,,
232,Lintner,10,10/4,04.05.1983,,,,,,CDU/CSU,
233,Stücklen,10,10/4,04.05.1983,,Vizepräsident,,,,,
234,Schneider,10,10/4,04.05.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,Berlin
235,Stücklen,10,10/4,04.05.1983,,Vizepräsident,,,,,
236,Ronneburger,10,10/4,04.05.1983,,,,,,FDP,
237,Stücklen,10,10/4,04.05.1983,,Vizepräsident,,,,,
238,Barzel,10,10/5,05.05.1983,,Präsident,Dr.,,,,
239,Reents,10,10/5,05.05.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,
240,Barzel,10,10/5,05.05.1983,,Präsident,Dr.,,,,
241,Reents,10,10/5,05.05.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,
242,Barzel,10,10/5,05.05.1983,,Präsident,Dr.,,,,
243,Reents,10,10/5,05.05.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,
245,Barzel,10,10/5,05.05.1983,,Präsident,Dr.,,,,
246,Reents,10,10/5,05.05.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,
247,Barzel,10,10/5,05.05.1983,,Präsident,Dr.,,,,
248,Schäuble,10,10/5,05.05.1983,,,Dr.,,,CDU/CSU,
249,Barzel,10,10/5,05.05.1983,,Präsident,Dr.,,,,
250,Hauff,10,10/5,05.05.1983,,,Dr.,,,SPD,
251,Barzel,10,10/5,05.05.1983,,Präsident,Dr.,,,,
252,Wolfgramm,10,10/5,05.05.1983,,,,,,FDP,Göttingen
253,Barzel,10,10/5,05.05.1983,,Präsident,Dr.,,,,
254,Althammer,10,10/5,05.05.1983,,,Dr.,,,CDU/CSU,
255,Barzel,10,10/5,05.05.1983,,Präsident,Dr.,,,,
256,Hoffmann,10,10/5,05.05.1983,,,,,,SPD,Hof
257,Barzel,10,10/5,05.05.1983,,Präsident,Dr.,,,,
258,Hoppe,10,10/5,05.05.1983,,,,,,FDP,
259,Barzel,10,10/5,05.05.1983,,Präsident,Dr.,,,,
260,Kleinert,10,10/5,05.05.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,Marburg
261,Barzel,10,10/5,05.05.1983,,Präsident,Dr.,,,,
262,Kleinert,10,10/5,05.05.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,Marburg
263,Barzel,10,10/5,05.05.1983,,Präsident,Dr.,,,,
264,Kleinert,10,10/5,05.05.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,Marburg
265,Barzel,10,10/5,05.05.1983,,Präsident,Dr.,,,,
266,Kleinert,10,10/5,05.05.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,Marburg
267,Barzel,10,10/5,05.05.1983,,Präsident,Dr.,,,,
268,Kleinert,10,10/5,05.05.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,Marburg
269,Barzel,10,10/5,05.05.1983,,Präsident,Dr.,,,,
270,Stoltenberg,10,10/5,05.05.1983,Bundesminister der Finanzen,,Dr.,,,,
271,Barzel,10,10/5,05.05.1983,,Präsident,Dr.,,,,
272,Apel,10,10/5,05.05.1983,,,Dr.,,,SPD,
275,Renger,10,10/5,05.05.1983,,Vizepräsident,,,,,
276,Renger,10,10/5,05.05.1983,,Vizepräsident,,,,,
277,Lambsdorff,10,10/5,05.05.1983,Bundesminister für Wirtschaft,,Dr.,,Graf,,
278,Renger,10,10/5,05.05.1983,,Vizepräsident,,,,,
279,Lambsdorff,10,10/5,05.05.1983,Bundesminister für Wirtschaft,,Dr.,,Graf,,
280,Beck-Oberdorf hat gestern gesagt,10,10/5,05.05.1983,,,,,,,
281,Beck-Oberdorf hat mich gestern mit dem Satz zitiert,10,10/5,05.05.1983,,,,,,,
282,Renger,10,10/5,05.05.1983,,Vizepräsident,,,,,
283,Roth,10,10/5,05.05.1983,,,,,,SPD,
284,Renger,10,10/5,05.05.1983,,Vizepräsident,,,,,
285,Roth,10,10/5,05.05.1983,,,,,,SPD,
286,Renger,10,10/5,05.05.1983,,Vizepräsident,,,,,
287,Kohl,10,10/5,05.05.1983,,,Dr.,,,CDU/CSU,
288,Roth,10,10/5,05.05.1983,,,,,,SPD,
289,Renger,10,10/5,05.05.1983,,Vizepräsident,,,,,
290,Roth,10,10/5,05.05.1983,,,,,,SPD,
291,Renger,10,10/5,05.05.1983,,Vizepräsident,,,,,
292,Kleinert,10,10/5,05.05.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,Marburg
293,Renger,10,10/5,05.05.1983,,Vizepräsident,,,,,
294,Stoltenberg,10,10/5,05.05.1983,,,Dr.,,,CDU/CSU,
295,Renger,10,10/5,05.05.1983,,Vizepräsident,,,,,
296,Stücklen,10,10/5,05.05.1983,,Vizepräsident,,,,,
297,Hauser,10,10/5,05.05.1983,,,,,,CDU/CSU,Krefeld
298,Stücklen,10,10/5,05.05.1983,,Vizepräsident,,,,,
299,Reuschenbach,10,10/5,05.05.1983,,,,,,SPD,
300,Stücklen,10,10/5,05.05.1983,,Vizepräsident,,,,,
301,Haussmann,10,10/5,05.05.1983,,,Dr.,,,FDP,
302,Stücklen,10,10/5,05.05.1983,,Vizepräsident,,,,,
303,Haussmann,10,10/5,05.05.1983,,,Dr.,,,FDP,
304,Stücklen,10,10/5,05.05.1983,,Vizepräsident,,,,,
305,Blüm,10,10/5,05.05.1983,Bundesminister für Arbeit und Sozialordnung,,Dr.,,,,
306,Stücklen,10,10/5,05.05.1983,,Vizepräsident,,,,,
307,Blüm,10,10/5,05.05.1983,Bundesminister für Arbeit und Sozialordnung,,Dr.,,,,
308,Stücklen,10,10/5,05.05.1983,,Vizepräsident,,,,,
309,Blüm,10,10/5,05.05.1983,Bundesminister für Arbeit und Sozialordnung,,Dr.,,,,
310,Stücklen,10,10/5,05.05.1983,,Vizepräsident,,,,,
311,Roth,10,10/5,05.05.1983,,,,,,SPD,
312,Blüm,10,10/5,05.05.1983,Bundesminister für Arbeit und Sozialordnung,,Dr.,,,,
314,Stücklen,10,10/5,05.05.1983,,Vizepräsident,,,,,
315,Fuchs,10,10/5,05.05.1983,,,,,,SPD,Köln
316,Stücklen,10,10/5,05.05.1983,,Vizepräsident,,,,,
317,George,10,10/5,05.05.1983,,,Dr.,,,CDU/CSU,
318,Stücklen,10,10/5,05.05.1983,,Vizepräsident,,,,,
319,Wilms,10,10/5,05.05.1983,Bundesminister für Bildung und Wissenschaft,,Dr.,,,,
320,Westphal,10,10/5,05.05.1983,,Vizepräsident,,,,,
321,Lutz,10,10/5,05.05.1983,,,,,,SPD,
322,Westphal,10,10/5,05.05.1983,,Vizepräsident,,,,,
323,Hoss,10,10/5,05.05.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,
324,Westphal,10,10/5,05.05.1983,,Vizepräsident,,,,,
325,Hoss,10,10/5,05.05.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,
326,Westphal,10,10/5,05.05.1983,,Vizepräsident,,,,,
327,Hoss,10,10/5,05.05.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,
328,Westphal,10,10/5,05.05.1983,,Vizepräsident,,,,,
329,Hoffie,10,10/5,05.05.1983,,,,,,FDP,Hof
330,Hoss,10,10/5,05.05.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,
331,Westphal,10,10/5,05.05.1983,,Vizepräsident,,,,,
332,Cronenberg,10,10/5,05.05.1983,,,,,,FDP,Arnsberg
333,Westphal,10,10/5,05.05.1983,,Vizepräsident,,,,,
334,Cronenberg,10,10/5,05.05.1983,,,,,,FDP,Arnsberg
335,Ehrenberg,10,10/5,05.05.1983,,,Dr.,,,SPD,
336,Cronenberg,10,10/5,05.05.1983,,,,,,FDP,Arnsberg
337,Westphal,10,10/5,05.05.1983,,Vizepräsident,,,,,
338,Cronenberg,10,10/5,05.05.1983,,,,,,FDP,
339,Westphal,10,10/5,05.05.1983,,Vizepräsident,,,,,
340,Zimmermann,10,10/5,05.05.1983,Bundesminister des Innern,,Dr.,,,,
341,Westphal,10,10/5,05.05.1983,,Vizepräsident,,,,,
342,Zimmermann,10,10/5,05.05.1983,Bundesminister des Innern,,Dr.,,,,
343,Westphal,10,10/5,05.05.1983,,Vizepräsident,,,,,
344,Zimmermann,10,10/5,05.05.1983,Bundesminister des Innern,,Dr.,,,,
345,Waltemathe,10,10/5,05.05.1983,,,,,,SPD,
346,Zimmermann,10,10/5,05.05.1983,Bundesminister des Innern,,Dr.,,,,
347,Westphal,10,10/5,05.05.1983,,Vizepräsident,,,,,
348,Schmu,10,10/5,05.05.1983,,,Dr.,de,,SPD,
349,Westphal,10,10/5,05.05.1983,,Vizepräsident,,,,,
350,Fischer,10,10/5,05.05.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
351,Westphal,10,10/5,05.05.1983,,Vizepräsident,,,,,
352,Fischer,10,10/5,05.05.1983,,,,,,BÜNDNIS 90/DIE GRÜNEN,Frankfurt
353,Wurbs,10,10/5,05.05.1983,,Vizepräsident,,,,,
354,Miltner,10,10/5,05.05.1983,,,Dr.,,,CDU/CSU,
355,Wurbs,10,10/5,05.05.1983,,Vizepräsident,,,,,
356,Miltner,10,10/5,05.05.1983,,,Dr.,,,CDU/CSU,
357,Weisskirchen,10,10/5,05.05.1983,,,,,,SPD,Wiesloch
358,Miltner,10,10/5,05.05.1983,,,Dr.,,,CDU/CSU,
359,Wurbs,10,10/5,05.05.1983,,Vizepräsident,,,,,
360,Miltner,10,10/5,05.05.1983,,,Dr.,,,CDU/CSU,
361,Schmu,10,10/5,05.05.1983,,,Dr.,de,,SPD,
362,Miltner,10,10/5,05.05.1983,,,Dr.,,,CDU/CSU,
363,Wurbs,10,10/5,05.05.1983,,Vizepräsident,,,,,
364,Miltner,10,10/5,05.05.1983,,,Dr.,,,CDU/CSU,
365,Wurbs,10,10/5,05.05.1983,,Vizepräsident,,,,,
366,Hirsch,10,10/5,05.05.1983,,,Dr.,,,FDP,
367,Wurbs,10,10/5,05.05.1983,,Vizepräsident,,,,,
368,Hirsch,10,10/5,05.05.1983,,,Dr.,,,FDP,
369,Schröder,10,10/5,05.05.1983,,,,,,SPD,Hannover
370,Hirsch,10,10/5,05.05.1983,,,Dr.,,,FDP,
371,Wurbs,10,10/5,05.05.1983,,Vizepräsident,,,,,
372,Schäfer,10,10/5,05.05.1983,,,,,,SPD,Offenburg
