RB_ID,RB_Name,WAHLPERIODE,NR,DATUM,FUNKTION,POSITION,ANREDE_TITEL,PRAEFIX,ADEL,PARTEI,ORTSZUSATZ
112364,Brandt,12,12/2,14.01.1991,,,,,,SPD,
112365,Süssmuth,12,12/2,14.01.1991,,Präsidentin,Dr.,,,,
112366,Bötsch,12,12/2,14.01.1991,,,Dr.,,,CDU/CSU,
112367,Süssmuth,12,12/2,14.01.1991,,Präsidentin,Dr.,,,,
112368,Vogel,12,12/2,14.01.1991,,,Dr.,,,SPD,
112369,Süssmuth,12,12/2,14.01.1991,,Präsidentin,Dr.,,,,
112370,Lambsdorff,12,12/2,14.01.1991,,,Dr.,,Graf,FDP,
112371,Süssmuth,12,12/2,14.01.1991,,Präsidentin,Dr.,,,,
112372,Lambsdorff,12,12/2,14.01.1991,,,Dr.,,Graf,FDP,
112373,Süssmuth,12,12/2,14.01.1991,,Präsidentin,Dr.,,,,
112374,Duve,12,12/2,14.01.1991,,,,,,SPD,
112375,Süssmuth,12,12/2,14.01.1991,,Präsidentin,Dr.,,,,
112376,Gysi,12,12/2,14.01.1991,,,Dr.,,,DIE LINKE.,
112377,Süssmuth,12,12/2,14.01.1991,,Präsidentin,Dr.,,,,
112378,Wollenberger,12,12/2,14.01.1991,,,,,,BÜNDNIS 90/DIE GRÜNEN,
112379,Süssmuth,12,12/2,14.01.1991,,Präsidentin,Dr.,,,,
112380,Stoltenberg,12,12/2,14.01.1991,Bundesminister der Verteidigung,,Dr.,,,,
112381,Becker,12,12/2,14.01.1991,,Vizepräsident,,,,,
112382,Seifert,12,12/2,14.01.1991,,,Dr.,,,DIE LINKE.,
112383,Becker,12,12/2,14.01.1991,,Vizepräsident,,,,,
112384,Schulz,12,12/2,14.01.1991,,,,,,BÜNDNIS 90/DIE GRÜNEN,Berlin
112385,Becker,12,12/2,14.01.1991,,Vizepräsident,,,,,
112386,Gysi,12,12/2,14.01.1991,,,Dr.,,,DIE LINKE.,
112387,Becker,12,12/2,14.01.1991,,Vizepräsident,,,,,
112388,Wieczorek-Zeul,12,12/2,14.01.1991,,,,,,SPD,
112389,Becker,12,12/2,14.01.1991,,Vizepräsident,,,,,
112390,Süssmuth,12,12/3,17.01.1991,,Präsidentin,Dr.,,,,
112391,Süssmuth,12,12/3,17.01.1991,,Präsidentin,Dr.,,,,
112392,Kohl,12,12/3,17.01.1991,,,Dr.,,,CDU/CSU,
112393,Süssmuth,12,12/3,17.01.1991,,Präsidentin,Dr.,,,,
112394,Süssmuth,12,12/3,17.01.1991,,Präsidentin,Dr.,,,,
112395,Kohl,12,12/3,17.01.1991,Bundeskanzler,,Dr.,,,,
112396,Süssmuth,12,12/3,17.01.1991,,Präsidentin,Dr.,,,,
112397,Kohl,12,12/3,17.01.1991,Bundeskanzler,,Dr.,,,,
112398,Süssmuth,12,12/3,17.01.1991,,Präsidentin,Dr.,,,,
112399,Vogel,12,12/3,17.01.1991,,,Dr.,,,SPD,
112400,Süssmuth,12,12/3,17.01.1991,,Präsidentin,Dr.,,,,
112401,Dregger,12,12/3,17.01.1991,,,Dr.,,,CDU/CSU,
112402,Süssmuth,12,12/3,17.01.1991,,Präsidentin,Dr.,,,,
112403,Lambsdorff,12,12/3,17.01.1991,,,Dr.,,Graf,FDP,
112405,Süssmuth,12,12/3,17.01.1991,,Präsidentin,Dr.,,,,
112406,Gysi,12,12/3,17.01.1991,,,Dr.,,,DIE LINKE.,
112407,Süssmuth,12,12/3,17.01.1991,,Präsidentin,Dr.,,,,
112408,Gysi,12,12/3,17.01.1991,,,Dr.,,,DIE LINKE.,
112409,Süssmuth,12,12/3,17.01.1991,,Präsidentin,Dr.,,,,
112410,Gysi,12,12/3,17.01.1991,,,Dr.,,,DIE LINKE.,
112411,Süssmuth,12,12/3,17.01.1991,,Präsidentin,Dr.,,,,
112412,Wollenberger,12,12/3,17.01.1991,,,,,,BÜNDNIS 90/DIE GRÜNEN,
112413,Süssmuth,12,12/3,17.01.1991,,Präsidentin,Dr.,,,,
112414,Wollenberger,12,12/3,17.01.1991,,,,,,BÜNDNIS 90/DIE GRÜNEN,
112416,Süssmuth,12,12/3,17.01.1991,,Präsidentin,Dr.,,,,
112417,Ganschow,12,12/3,17.01.1991,,,,,,FDP,
112418,Süssmuth,12,12/3,17.01.1991,,Präsidentin,Dr.,,,,
112419,Süssmuth,12,12/4,18.01.1991,,Präsidentin,Dr.,,,,
112420,Süssmuth,12,12/4,18.01.1991,,Präsidentin,Dr.,,,,
112421,Schäuble,12,12/4,18.01.1991,Bundesminister des Innern,,Dr.,,,,
112422,Süssmuth,12,12/4,18.01.1991,,Präsidentin,Dr.,,,,
112423,Kinkel,12,12/4,18.01.1991,Bundesminister der Justiz,,Dr.,,,,
112424,Süssmuth,12,12/4,18.01.1991,,Präsidentin,Dr.,,,,
112425,Waigel,12,12/4,18.01.1991,Bundesminister der Finanzen,,Dr.,,,,
112426,Süssmuth,12,12/4,18.01.1991,,Präsidentin,Dr.,,,,
112427,Süssmuth,12,12/4,18.01.1991,,Präsidentin,Dr.,,,,
112428,Süssmuth,12,12/4,18.01.1991,,Präsidentin,Dr.,,,,
112429,Blüm,12,12/4,18.01.1991,Bundesminister für Arbeit und Sozialordnung,,Dr.,,,,
112430,Süssmuth,12,12/4,18.01.1991,,Präsidentin,Dr.,,,,
112431,Stoltenberg,12,12/4,18.01.1991,Bundesminister der Verteidigung,,Dr.,,,,
112432,Süssmuth,12,12/4,18.01.1991,,Präsidentin,Dr.,,,,
112433,Rönsch,12,12/4,18.01.1991,Bundesminister für Familie und Senioren,,,,,,
112434,Süssmuth,12,12/4,18.01.1991,,Präsidentin,Dr.,,,,
112435,Merkel,12,12/4,18.01.1991,Bundesminister für Frauen und Jugend,,Dr.,,,,
112436,Süssmuth,12,12/4,18.01.1991,,Präsidentin,Dr.,,,,
112437,Hasselfeldt,12,12/4,18.01.1991,Bundesminister für Gesundheit,,,,,,
112438,Süssmuth,12,12/4,18.01.1991,,Präsidentin,Dr.,,,,
112439,Krause,12,12/4,18.01.1991,Bundesminister für Verkehr,,Dr.,,,,
112440,Süssmuth,12,12/4,18.01.1991,,Präsidentin,Dr.,,,,
112441,Töpfer,12,12/4,18.01.1991,"Bundesminister für Umwelt, Naturschutz und Reaktorsicherheit",,Dr.,,,,
112442,Süssmuth,12,12/4,18.01.1991,,Präsidentin,Dr.,,,,
112443,Schwarz-Schilling,12,12/4,18.01.1991,Bundesminister für Post und Telekommunikation,,Dr.,,,,
112444,Süssmuth,12,12/4,18.01.1991,,Präsidentin,Dr.,,,,
112445,Adam-Schwaetzer,12,12/4,18.01.1991,"Bundesminister für Raumordnung, Bauwesen und Städtebau",,Dr.,,,,
112446,Süssmuth,12,12/4,18.01.1991,,Präsidentin,Dr.,,,,
112447,Riesenhuber,12,12/4,18.01.1991,Bundesminister für Forschung und Technologie,,Dr.,,,,
112448,Süssmuth,12,12/4,18.01.1991,,Präsidentin,Dr.,,,,
112449,Ortleb,12,12/4,18.01.1991,Bundesminister für Bildung und Wissenschaft,,Dr.,,,,
112450,Süssmuth,12,12/4,18.01.1991,,Präsidentin,Dr.,,,,
112451,Süssmuth,12,12/4,18.01.1991,,Präsidentin,Dr.,,,,
112452,Süssmuth,12,12/4,18.01.1991,,Präsidentin,Dr.,,,,
112453,Gysi Begründung,12,12/4,18.01.1991,,,Dr.,,,,
112454,Süssmuth,12,12/5,30.01.1991,,Präsidentin,Dr.,,,,
112455,Kohl,12,12/5,30.01.1991,Bundeskanzler,,Dr.,,,,
112456,Süssmuth,12,12/5,30.01.1991,,Präsidentin,Dr.,,,,
112457,Kohl,12,12/5,30.01.1991,Bundeskanzler,,Dr.,,,,
112460,Süssmuth,12,12/5,30.01.1991,,Präsidentin,Dr.,,,,
112461,Kohl,12,12/5,30.01.1991,Bundeskanzler,,Dr.,,,,
112464,Präsidentin,12,12/5,30.01.1991,"meine Damen und Herren, wir werden alles daransetzen, um die Chancen junger Menschen in ganz Deutschland weiter zu verbessern. Im Westen Deutschlands hat die Zahl der jugendlichen Arbeitslosen den niedrigsten Stand seit 14 Jahren erreicht. Ein vergleichbares Ergebnis muß uns bald auch in den neuen Ländern gelingen. Ich habe auch hier einen Dank abzustatten",,,,,,
112467,Süssmuth,12,12/5,30.01.1991,,Präsidentin,Dr.,,,,
112468,Poppe,12,12/5,30.01.1991,,,,,,BÜNDNIS 90/DIE GRÜNEN,
112469,Süssmuth,12,12/5,30.01.1991,,Präsidentin,Dr.,,,,
112470,Poppe,12,12/5,30.01.1991,,,,,,BÜNDNIS 90/DIE GRÜNEN,
112471,Süssmuth,12,12/5,30.01.1991,,Präsidentin,Dr.,,,,
112472,Poppe,12,12/5,30.01.1991,,,,,,BÜNDNIS 90/DIE GRÜNEN,
112473,Süssmuth,12,12/5,30.01.1991,,Präsidentin,Dr.,,,,
112474,Poppe,12,12/5,30.01.1991,,,,,,BÜNDNIS 90/DIE GRÜNEN,
112475,Süssmuth,12,12/5,30.01.1991,,Präsidentin,Dr.,,,,
112476,Poppe,12,12/5,30.01.1991,,,,,,BÜNDNIS 90/DIE GRÜNEN,
112477,Süssmuth,12,12/5,30.01.1991,,Präsidentin,Dr.,,,,
112478,Poppe,12,12/5,30.01.1991,,,,,,BÜNDNIS 90/DIE GRÜNEN,
112479,Süssmuth,12,12/5,30.01.1991,,Präsidentin,Dr.,,,,
112480,Poppe,12,12/5,30.01.1991,,,,,,BÜNDNIS 90/DIE GRÜNEN,
112481,Süssmuth,12,12/5,30.01.1991,,Präsidentin,Dr.,,,,
112482,Bohl,12,12/5,30.01.1991,,,,,,CDU/CSU,
112483,Süssmuth,12,12/5,30.01.1991,,Präsidentin,Dr.,,,,
112484,Struck,12,12/5,30.01.1991,,,Dr.,,,SPD,
112485,Süssmuth,12,12/5,30.01.1991,,Präsidentin,Dr.,,,,
112486,Hoyer,12,12/5,30.01.1991,,,,,,FDP,
112487,Süssmuth,12,12/5,30.01.1991,,Präsidentin,Dr.,,,,
112488,Briefs,12,12/5,30.01.1991,,,,,,DIE LINKE.,
112489,Süssmuth,12,12/5,30.01.1991,,Präsidentin,Dr.,,,,
112490,Süssmuth,12,12/6,31.01.1991,,Präsidentin,Dr.,,,,
112491,Vogel,12,12/6,31.01.1991,,,Dr.,,,SPD,
112492,Süssmuth,12,12/6,31.01.1991,,Präsidentin,Dr.,,,,
112493,Vogel,12,12/6,31.01.1991,,,Dr.,,,SPD,
112494,Süssmuth,12,12/6,31.01.1991,,Präsidentin,Dr.,,,,
112496,Dregger,12,12/6,31.01.1991,,,Dr.,,,CDU/CSU,
112497,Süssmuth,12,12/6,31.01.1991,,Präsidentin,Dr.,,,,
112498,Dregger,12,12/6,31.01.1991,,,Dr.,,,CDU/CSU,
112499,Schmu,12,12/6,31.01.1991,,,Dr.,de,,SPD,
112500,Dregger,12,12/6,31.01.1991,,,Dr.,,,CDU/CSU,
112503,Süssmuth,12,12/6,31.01.1991,,Präsidentin,Dr.,,,,
112504,Dregger,12,12/6,31.01.1991,,,Dr.,,,CDU/CSU,
112505,Süssmuth,12,12/6,31.01.1991,,Präsidentin,Dr.,,,,
112506,Solms,12,12/6,31.01.1991,,,Dr.,,,FDP,
112507,Klein,12,12/6,31.01.1991,,Vizepräsident,,,,,
112508,Solms,12,12/6,31.01.1991,,,Dr.,,,FDP,
112509,Conradi,12,12/6,31.01.1991,,,,,,SPD,
112510,Solms,12,12/6,31.01.1991,,,Dr.,,,FDP,
112511,Klein,12,12/6,31.01.1991,,Vizepräsident,,,,,
112512,Modrow,12,12/6,31.01.1991,,,Dr.,,,DIE LINKE.,
112513,Klein,12,12/6,31.01.1991,,Vizepräsident,,,,,
112514,Modrow,12,12/6,31.01.1991,,,Dr.,,,DIE LINKE.,
112516,Klein,12,12/6,31.01.1991,,Vizepräsident,,,,,
112517,Modrow,12,12/6,31.01.1991,,,Dr.,,,DIE LINKE.,
112518,Klein,12,12/6,31.01.1991,,Vizepräsident,,,,,
112519,Schulz,12,12/6,31.01.1991,,,,,,BÜNDNIS 90/DIE GRÜNEN,Berlin
112520,Klein,12,12/6,31.01.1991,,Vizepräsident,,,,,
112521,Waigel,12,12/6,31.01.1991,Bundesminister der Finanzen,,Dr.,,,,
112523,Klein,12,12/6,31.01.1991,,Vizepräsident,,,,,
112524,Lambsdorff,12,12/6,31.01.1991,,,Dr.,,Graf,FDP,
112525,Waigel,12,12/6,31.01.1991,Bundesminister der Finanzen,,Dr.,,,,
112526,Klein,12,12/6,31.01.1991,,Vizepräsident,,,,,
112527,Matthäus-Maier,12,12/6,31.01.1991,,,,,,SPD,
112528,Klein,12,12/6,31.01.1991,,Vizepräsident,,,,,
112529,Matthäus-Maier,12,12/6,31.01.1991,,,,,,SPD,
112530,Klein,12,12/6,31.01.1991,,Vizepräsident,,,,,
112531,Faltlhauser,12,12/6,31.01.1991,,,Dr.,,,CDU/CSU,
112532,Matthäus-Maier,12,12/6,31.01.1991,,,,,,SPD,
112533,Klein,12,12/6,31.01.1991,,Vizepräsident,,,,,
112534,Faltlhauser,12,12/6,31.01.1991,,,Dr.,,,CDU/CSU,
112535,Matthäus-Maier,12,12/6,31.01.1991,,,,,,SPD,
112536,Klein,12,12/6,31.01.1991,,Vizepräsident,,,,,
112537,Matthäus-Maier,12,12/6,31.01.1991,,,,,,SPD,
112538,Faltlhauser,12,12/6,31.01.1991,,,Dr.,,,CDU/CSU,
112539,Klein,12,12/6,31.01.1991,,Vizepräsident,,,,,
112540,Faltlhauser,12,12/6,31.01.1991,,,Dr.,,,CDU/CSU,
112541,Matthäus-Maier,12,12/6,31.01.1991,,,,,,SPD,
112542,Klein,12,12/6,31.01.1991,,Vizepräsident,,,,,
112543,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112544,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112545,Gansel,12,12/6,31.01.1991,,,,,,SPD,
112546,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112547,Lambsdorff,12,12/6,31.01.1991,,,Dr.,,Graf,FDP,
112548,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112549,Kohl,12,12/6,31.01.1991,,,Dr.,,,,
112550,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112551,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112552,Schmitz,12,12/6,31.01.1991,,,,,,CDU/CSU,Baesweiler
112553,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112554,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112555,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112556,Schmidt,12,12/6,31.01.1991,,Vizepräsident,,,,,
112557,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112558,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112559,Kohl,12,12/6,31.01.1991,Bundeskanzler,,Dr.,,,,
112561,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112562,Kohl,12,12/6,31.01.1991,Bundeskanzler,,Dr.,,,,
112563,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112564,Krause,12,12/6,31.01.1991,,,Dr.,,,CDU/CSU,Börgerende
112565,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112566,Matthäus-Maier,12,12/6,31.01.1991,,,,,,SPD,
112567,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112568,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112569,Cronenberg,12,12/6,31.01.1991,,Vizepräsident,,,,,
112570,Jens,12,12/6,31.01.1991,,,Dr.,,,SPD,
112571,Cronenberg,12,12/6,31.01.1991,,Vizepräsident,,,,,
112572,Gansel,12,12/6,31.01.1991,,,,,,SPD,
112573,Cronenberg,12,12/6,31.01.1991,,Vizepräsident,,,,,
112574,Cronenberg,12,12/6,31.01.1991,,Vizepräsident,,,,,
112575,Rühe,12,12/6,31.01.1991,,,,,,CDU/CSU,
112576,Cronenberg,12,12/6,31.01.1991,,Vizepräsident,,,,,
112577,Rühe,12,12/6,31.01.1991,,,,,,CDU/CSU,
112578,Cronenberg,12,12/6,31.01.1991,,Vizepräsident,,,,,
112579,Gansel,12,12/6,31.01.1991,,,,,,SPD,
112580,Cronenberg,12,12/6,31.01.1991,,Vizepräsident,,,,,
112581,Gansel,12,12/6,31.01.1991,,,,,,SPD,
112582,Cronenberg,12,12/6,31.01.1991,,Vizepräsident,,,,,
112583,Genscher,12,12/6,31.01.1991,,,,,,FDP,
112584,Cronenberg,12,12/6,31.01.1991,,Vizepräsident,,,,,
112585,Möllemann,12,12/6,31.01.1991,,,,,,FDP,
112586,Cronenberg,12,12/6,31.01.1991,,Vizepräsident,,,,,
112587,Lederer,12,12/6,31.01.1991,,,,,,DIE LINKE.,
112588,Cronenberg,12,12/6,31.01.1991,,Vizepräsident,,,,,
112589,Roth,12,12/6,31.01.1991,,,,,,SPD,
112590,Cronenberg,12,12/6,31.01.1991,,Vizepräsident,,,,,
112591,Roth,12,12/6,31.01.1991,,,,,,SPD,
112592,Cronenberg,12,12/6,31.01.1991,,Vizepräsident,,,,,
112593,Roth,12,12/6,31.01.1991,,,,,,SPD,
112594,Cronenberg,12,12/6,31.01.1991,,Vizepräsident,,,,,
112595,Möllemann,12,12/6,31.01.1991,,,,,,FDP,
112596,Roth,12,12/6,31.01.1991,,,,,,SPD,
112597,Cronenberg,12,12/6,31.01.1991,,Vizepräsident,,,,,
112598,Lambsdorff,12,12/6,31.01.1991,,,Dr.,,Graf,FDP,
112599,Roth,12,12/6,31.01.1991,,,,,,SPD,
112600,Cronenberg,12,12/6,31.01.1991,,Vizepräsident,,,,,
112601,Lambsdorff,12,12/6,31.01.1991,,,Dr.,,Graf,FDP,
112602,Cronenberg,12,12/6,31.01.1991,,Vizepräsident,,,,,
112603,Roth,12,12/6,31.01.1991,,,,,,SPD,
112604,Cronenberg,12,12/6,31.01.1991,,Vizepräsident,,,,,
112605,Krause,12,12/6,31.01.1991,Bundesminister für Verkehr,,Dr.,,,,
112606,Cronenberg,12,12/6,31.01.1991,,Vizepräsident,,,,,
112607,Cronenberg,12,12/6,31.01.1991,,Vizepräsident,,,,,
112608,Cronenberg,12,12/6,31.01.1991,,Vizepräsident,,,,,
112609,Ullmann,12,12/6,31.01.1991,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
112610,Cronenberg,12,12/6,31.01.1991,,Vizepräsident,,,,,
112611,Ullmann,12,12/6,31.01.1991,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
112612,Cronenberg,12,12/6,31.01.1991,,Vizepräsident,,,,,
112613,Ullmann,12,12/6,31.01.1991,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
112614,Cronenberg,12,12/6,31.01.1991,,Vizepräsident,,,,,
112615,Ullmann,12,12/6,31.01.1991,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
112616,Cronenberg,12,12/6,31.01.1991,,Vizepräsident,,,,,
112617,Krause,12,12/6,31.01.1991,,,Dr.,,,CDU/CSU,Börgerende
112618,Cronenberg,12,12/6,31.01.1991,,Vizepräsident,,,,,
112619,Lambsdorff,12,12/6,31.01.1991,,,Dr.,,Graf,FDP,
112620,Cronenberg,12,12/6,31.01.1991,,Vizepräsident,,,,,
112621,Glos,12,12/6,31.01.1991,,,,,,CDU/CSU,
112622,Cronenberg,12,12/6,31.01.1991,,Vizepräsident,,,,,
112623,Walther,12,12/6,31.01.1991,,,,,,SPD,
112624,Glos,12,12/6,31.01.1991,,,,,,CDU/CSU,
112625,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112626,Glos,12,12/6,31.01.1991,,,,,,CDU/CSU,
112627,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112628,Roth,12,12/6,31.01.1991,,,,,,SPD,
112629,Glos,12,12/6,31.01.1991,,,,,,CDU/CSU,
112630,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112631,Ullmann,12,12/6,31.01.1991,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
112632,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112633,Glos,12,12/6,31.01.1991,,,,,,CDU/CSU,
112634,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112635,Briefs,12,12/6,31.01.1991,,,Dr.,,,DIE LINKE.,
112636,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112637,Weng,12,12/6,31.01.1991,,,Dr.,,,FDP,Gerlingen
112638,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112639,Weng,12,12/6,31.01.1991,,,Dr.,,,FDP,Gerlingen
112640,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112641,Weng,12,12/6,31.01.1991,,,Dr.,,,FDP,Gerlingen
112642,Walther,12,12/6,31.01.1991,,,,,,SPD,
112643,Weng,12,12/6,31.01.1991,,,Dr.,,,FDP,Gerlingen
112644,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112645,Nitsch,12,12/6,31.01.1991,,,,,,CDU/CSU,
112646,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112647,Seifert,12,12/6,31.01.1991,,,Dr.,,,DIE LINKE.,
112648,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112649,Seifert,12,12/6,31.01.1991,,,Dr.,,,DIE LINKE.,
112650,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112651,Schäfer,12,12/6,31.01.1991,,,,,,SPD,Offenburg
112652,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112653,Schäfer,12,12/6,31.01.1991,,,,,,SPD,Offenburg
112654,Gibtner,12,12/6,31.01.1991,,,,,,CDU/CSU,
112655,Schäfer,12,12/6,31.01.1991,,,,,,SPD,Offenburg
112656,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112657,Baum,12,12/6,31.01.1991,,,,,,FDP,
112658,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112659,Braband,12,12/6,31.01.1991,,,,,,DIE LINKE.,
112660,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112661,Töpfer,12,12/6,31.01.1991,"Bundesminister für Umwelt, Naturschutz und Reaktorsicherheit",,Dr.,,,,
112662,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112663,Töpfer,12,12/6,31.01.1991,"Bundesminister für Umwelt, Naturschutz und Reaktorsicherheit",,Dr.,,,,
112664,Schäfer,12,12/6,31.01.1991,,,,,,SPD,Offenburg
112665,Töpfer,12,12/6,31.01.1991,"Bundesminister für Umwelt, Naturschutz und Reaktorsicherheit",,Dr.,,,,
112666,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112667,Feige,12,12/6,31.01.1991,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
112668,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112669,Feige,12,12/6,31.01.1991,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
112670,Schmidt,12,12/6,31.01.1991,,Vizepräsidentin,,,,,
112671,Blüm,12,12/6,31.01.1991,Bundesminister für Arbeit und Sozialordnung,,Dr.,,,,
112673,Becker,12,12/6,31.01.1991,,Vizepräsident,,,,,
112674,Dreßler,12,12/6,31.01.1991,,,,,,SPD,
112675,Becker,12,12/6,31.01.1991,,Vizepräsident,,,,,
112676,Cronenberg,12,12/6,31.01.1991,,,,,,FDP,Arnsberg
112677,Becker,12,12/6,31.01.1991,,Vizepräsident,,,,,
112678,Cronenberg,12,12/6,31.01.1991,,,,,,FDP,Arnsberg
112679,Dreßler,12,12/6,31.01.1991,,,,,,SPD,
112680,Cronenberg,12,12/6,31.01.1991,,,,,,FDP,Arnsberg
112681,Becker,12,12/6,31.01.1991,,Vizepräsident,,,,,
112682,Schumann,12,12/6,31.01.1991,,,Dr.,,,DIE LINKE.,Kroppenstedt
112683,Becker,12,12/6,31.01.1991,,Vizepräsident,,,,,
112684,Rönsch,12,12/6,31.01.1991,Bundesminister für Familie und Senioren,,,,,,
112685,Becker,12,12/6,31.01.1991,,Vizepräsident,,,,,
112686,Rönsch,12,12/6,31.01.1991,Bundesminister für Familie und Senioren,,,,,,
112687,Becker,12,12/6,31.01.1991,,Vizepräsident,,,,,
112688,Ullmann,12,12/6,31.01.1991,,,Dr.,,,BÜNDNIS 90/DIE GRÜNEN,
112689,Rönsch,12,12/6,31.01.1991,Bundesminister für Familie und Senioren,,,,,,
112690,Becker,12,12/6,31.01.1991,,Vizepräsident,,,,,
112691,Rönsch,12,12/6,31.01.1991,Bundesminister für Familie und Senioren,,,,,,
112692,Becker,12,12/6,31.01.1991,,Vizepräsident,,,,,
