RB_ID,RB_Name,WAHLPERIODE,NR,DATUM
217753,Stutzer (CDU/CSU):,9,09/9,10.12.1980
217754,"Dr. von Dohnanyi, Staatsminister im Auswärtigen Amt:",9,09/10,11.12.1980
217755,Hansen (SPD):,9,09/10,11.12.1980
217756,"Dr. von Dohnanyi, Staatsminister:",9,09/10,11.12.1980
217757,Hansen (SPD):,9,09/10,11.12.1980
217758,"Dr. von Dohnanyi, Staatsminister: Herr Kollege, ich meine, wenn man die Entwicklung der Anwendung von Gewalt in der Türkei betrachtet, kann man feststellen, daß die Zahl der Gewaltanschläge in den letzten Monaten nicht unerheblich zurückgegangen ist. Die Bundesregierung hofft, daß auf dem Wege der Sicherung des inneren Friedens in der Türkei dann der Schritt getan werden kann, von dem, wie Sie mit Recht sagen, auch die türkische Regierung spricht:",9,09/10,11.12.1980
217759,Meinike (Oberhausen) (SPD):,9,09/10,11.12.1980
217760,"Dr. von Dohnanyi, Staatsminister:",9,09/10,11.12.1980
217761,Coppik (SPD):,9,09/10,11.12.1980
217762,"Dr. von Dohnanyi, Staatsminister:",9,09/10,11.12.1980
217763,Dr. Corterier (SPD):,9,09/10,11.12.1980
217764,"Dr. von Dohnanyi, Staatsminister:",9,09/10,11.12.1980
217765,"Dr. von Dohnanyi, Staatsminister: Herr Kollege Thüsing, die Antwort lautet:",9,09/10,11.12.1980
217766,Thüsing (SPD):,9,09/10,11.12.1980
217767,"Dr. von Dohnanyi, Staatsminister:",9,09/10,11.12.1980
217768,Thüsing (SPD):,9,09/10,11.12.1980
217769,"Dr. von Dohnanyi, Staatsminister:",9,09/10,11.12.1980
217770,Meinike (Oberhausen) (SPD):,9,09/10,11.12.1980
217771,"Dr. von Dohnanyi, Staatsminister:",9,09/10,11.12.1980
217772,Coppik (SPD):,9,09/10,11.12.1980
217773,"Dr. von Dohnanyi, Staatsminister:",9,09/10,11.12.1980
217774,"Dr. von Dohnanyi, Staatsminister:",9,09/10,11.12.1980
217775,"Dr. von Dohnanyi, Staatsminister:",9,09/10,11.12.1980
217776,Thüsing (SPD):,9,09/10,11.12.1980
217777,"Dr. von Dohnanyi, Staatsminister:",9,09/10,11.12.1980
217778,Meinike (Oberhausen) (SPD):,9,09/10,11.12.1980
217779,"Dr. von Dohnanyi, Staatsminister:",9,09/10,11.12.1980
217780,Hansen (SPD):,9,09/10,11.12.1980
217781,"Dr. von Dohnanyi, Staatsminister:",9,09/10,11.12.1980
217782,"Dr. von Dohnanyi, Staatsminister: Herr Kollege, die Antwort lautet:",9,09/10,11.12.1980
217783,Dr. Czaja (CDU/CSU):,9,09/10,11.12.1980
217784,"Dr. von Dohnanyi, Staatsminister:",9,09/10,11.12.1980
217785,Dr. Czaja (CDU/CSU):,9,09/10,11.12.1980
217786,"Dr. von Dohnanyi, Staatsminister:",9,09/10,11.12.1980
217787,Jäger (Wangen) (CDU/CSU):,9,09/10,11.12.1980
217788,"Dr. von Dohnanyi, Staatsminister:",9,09/10,11.12.1980
217789,"Dr. von Dohnanyi, Staatsminister:",9,09/10,11.12.1980
217790,Dr. Czaja (CDU/CSU):,9,09/10,11.12.1980
217791,"Dr. von Dohnanyi, Staatsminister: Herr Kollege, ich wiederhole:",9,09/10,11.12.1980
217792,Dr. Czaja (CDU/CSU):,9,09/10,11.12.1980
217793,"Dr. von Dohnanyi, Staatsminister:",9,09/10,11.12.1980
217794,"Dr. von Dohnanyi, Staatsminister:",9,09/10,11.12.1980
217795,Dr. Hupka (CDU/CSU):,9,09/10,11.12.1980
217796,"Dr. von Dohnanyi, Staatsminister:",9,09/10,11.12.1980
217797,Dr. Hupka (CDU/CSU):,9,09/10,11.12.1980
217798,"Dr. von Dohnanyi, Staatsminister:",9,09/10,11.12.1980
217799,Hansen (SPD):,9,09/10,11.12.1980
217800,"Dr. von Dohnanyi, Staatsminister:",9,09/10,11.12.1980
217801,"Dr. von Dohnanyi, Staatsminister:",9,09/10,11.12.1980
217802,Dr. Hupka (CDU/CSU):,9,09/10,11.12.1980
217803,"Dr. von Dohnanyi, Staatsminister:",9,09/10,11.12.1980
217804,Dr. Hupka (CDU/CSU):,9,09/10,11.12.1980
217805,"Dr. von Dohnanyi, Staatsminister:",9,09/10,11.12.1980
217806,Dr. Czaja (CDU/CSU):,9,09/10,11.12.1980
217807,"Dr. von Dohnanyi, Staatsminister:",9,09/10,11.12.1980
217808,Wehner (SPD):,9,09/10,11.12.1980
217809,"Dr. von Dohnanyi, Staatsminister: Herr Kollege Wehner, ich habe ja — ich unterstreiche das noch einmal — festgestellt, was die Rechtsauffassung der Bundesregierung zu dieser Frage ist. Ich sage noch einmal:",9,09/10,11.12.1980
217810,Jäger (Wangen) (CDU/CSU):,9,09/10,11.12.1980
217811,"Dr. von Dohnanyi, Staatsminister: Herr Kollege, ich sage es noch einmal: Ich möchte hier — und von dieser Stelle aus schon überhaupt nicht — Botschaftern anderer Staaten keine Zensuren erteilen. Aber noch einmal, Herr Kollege Jäger:",9,09/10,11.12.1980
217812,"Dr. von Dohnanyi, Staatsminister:",9,09/10,11.12.1980
217813,Oostergetelo (SPD):,9,09/10,11.12.1980
217814,"Dr. von Dohnanyi, Staatsminister:",9,09/10,11.12.1980
217815,Oostergetelo (SPD):,9,09/10,11.12.1980
217816,"Dr. von Dohnanyi, Staatsminister:",9,09/10,11.12.1980
217817,Thüsing (SPD):,9,09/10,11.12.1980
217818,"Dr. von Dohnanyi, Staatsminister:",9,09/10,11.12.1980
217819,Hansen (SPD):,9,09/10,11.12.1980
217820,"Dr. von Dohnanyi, Staatsminister:",9,09/10,11.12.1980
217821,Voigt (Frankfurt) (SPD):,9,09/10,11.12.1980
217822,"Dr. von Dohnanyi, Staatsminister :",9,09/10,11.12.1980
217823,Dr. Brunner (FDP):,9,09/10,11.12.1980
217824,"Dr. von Dohnanyi, Staatsminister:",9,09/10,11.12.1980
217825,Dr. Kunz (Weiden) (CDU/CSU):,9,09/10,11.12.1980
217826,"Dr. Kunz (Weiden) (CDU/CSU): Herr Staatssekretär, glaubt die Bundesregierung, daß insbesondere in den benachteiligten Gebieten, z. B:",9,09/10,11.12.1980
217827,Sauer (Salzgitter) (CDU/CSU):,9,09/10,11.12.1980
217828,Stiegler (SPD):,9,09/10,11.12.1980
217829,Jäger (Wangen) (CDU/CSU):,9,09/10,11.12.1980
217830,Kuhlwein (SPD):,9,09/10,11.12.1980
217831,Kuhlwein (SPD):,9,09/10,11.12.1980
217832,Kuhlwein (SPD):,9,09/10,11.12.1980
217833,Kuhlwein (SPD):,9,09/10,11.12.1980
217834,Jansen (SPD):,9,09/10,11.12.1980
217835,Jansen (SPD):,9,09/10,11.12.1980
217836,Jäger (Wangen) (CDU/CSU):,9,09/10,11.12.1980
217837,Leuschner (SPD):,9,09/10,11.12.1980
217838,Zywietz (FDP):,9,09/10,11.12.1980
217839,Zywietz (FDP):,9,09/10,11.12.1980
217840,Kuhlwein (SPD):,9,09/10,11.12.1980
217841,Oostergetelo (SPD):,9,09/10,11.12.1980
217842,Lutz (SPD):,9,09/10,11.12.1980
217843,Zink (CDU/CSU):,9,09/10,11.12.1980
217844,Cronenberg (FDP):,9,09/10,11.12.1980
217845,Marschall (SPD):,9,09/10,11.12.1980
217846,Gnädinger (SPD):,9,09/10,11.12.1980
217847,Sauter (Ichenhausen) (CSU/CDU):,9,09/10,11.12.1980
217848,Sauter (Ichenhausen) (CDU/CSU):,9,09/10,11.12.1980
217849,Engelhard (FDP):,9,09/10,11.12.1980
217850,"Dr. Klein (Göttingen) (CDU/CSU): Herr Präsident! Meine sehr verehrten Damen und Herren! Ich habe großes Verständnis dafür, daß die Koalitionsfraktionen diesen Gesetzentwurf, mit dem sie in der letzten Legislaturperiode, genauer:",9,09/10,11.12.1980
217851,Kleinert (FDP):,9,09/10,11.12.1980
217852,Kleinert (FDP):,9,09/10,11.12.1980
217853,Dr. Klein (Göttingen) (CDU/CSU):,9,09/10,11.12.1980
217854,Kleinert (FDP):,9,09/10,11.12.1980
217855,Kleinert (FDP):,9,09/10,11.12.1980
217856,Erhard (Bad Schwalbach) (CDU/CSU):,9,09/10,11.12.1980
217857,Kleinert (FDP):,9,09/10,11.12.1980
217858,Kleinert (FDP):,9,09/10,11.12.1980
217859,Kleinert (FDP):,9,09/10,11.12.1980
217860,Kleinert (FDP):,9,09/10,11.12.1980
217861,"Dr. Vogel, Bundesminister der Justiz:",9,09/10,11.12.1980
217862,"Dr. Vogel, Bundesminister der Justiz:",9,09/10,11.12.1980
217863,Dr. Klein (Göttingen) (CSU/CDU):,9,09/10,11.12.1980
217864,"Dr. Vogel, Bundesminister der Justiz: Herr Kollege Klein, es ist nicht immer ganz leicht, die Beschlüsse des Bundesrates zu interpretieren. Man muß auf unterschiedliche Ausschußempfehlungen zurückgreifen. Ich möchte den Bundesrat aber eigentlich vor dieser Auslegung in Schutz nehmen; denn die Argumentation, die nur lautete:",9,09/10,11.12.1980
217865,"Dr. Klein (Göttingen) (CDU/CSU): Darf ich ergänzend noch fragen, Herr Minister:",9,09/10,11.12.1980
217866,"Dr. Vogel, Bundesminister der Justiz: Ich fürchte, Herr Kollege Professor Klein, wenn wir das Thema jetzt noch vertiefen, dann liefern wir ungewollt ein juristisches Kontrastprogramm zu der Rede des Herrn Kollegen Kleinert. Lassen Sie uns das doch bitte im Ausschuß vertiefen. Meine Antwort würde jetzt in einem Satz lauten:",9,09/10,11.12.1980
217867,Lambinus (SPD):,9,09/10,11.12.1980
217868,"Dr. Langner (CDU/CSU): Frau Präsident! Meine Damen und Herren! Die Versicherungspflicht für die Berufshaftpflichtschäden der Notare soll mit diesem Entwurf, den wir heute lesen, eine neue gesetzliche Grundlage bekommen. Da gehört an den Anfang, Herr Lambinus, die Frage:",9,09/10,11.12.1980
217869,Lambinus (SPD):,9,09/10,11.12.1980
217870,Dr. Götz (CDU/CSU):,9,09/10,11.12.1980
217871,Engelhard (FDP):,9,09/10,11.12.1980
217872,Dr. Linde (SPD):,9,09/10,11.12.1980
217873,Dr. Götz (CDU/CSU):,9,09/10,11.12.1980
217874,Bergerowski (FDP):,9,09/10,11.12.1980
