RB_ID,RB_Name,WAHLPERIODE,NR,DATUM,GESCHLECHT,FUNKTION,POSITION,ANREDE_TITEL,PRAEFIX,ADEL,PARTEI,ORTSZUSATZ
320529,Schmitt-Vockenhausen,6,06/5,28.10.1969,,,,Dr.,,,SPD,Vockenhausen
320530,Hassel,6,06/5,28.10.1969,,,Präsident,,von,,,
320531,Rasner,6,06/5,28.10.1969,,,,,,,,
320532,Barzel,6,06/5,28.10.1969,,,,Dr.,,,,
320533,Barzel,6,06/5,28.10.1969,,,,Dr.,,,,
320534,Barzel,6,06/5,28.10.1969,,,,Dr.,,,,
320535,Hassel,6,06/5,28.10.1969,,,Präsident,,von,,,
320536,Hassel,6,06/6,29.10.1969,,,Präsident,,von,,,
320537,Barzel,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320538,Müller-Hermann,6,06/6,29.10.1969,,,,Dr.,,,,
320539,Hassel,6,06/6,29.10.1969,,,Präsident,,von,,,
320540,Mischnick,6,06/6,29.10.1969,,,,,,,FDP,
320541,Barzel,6,06/6,29.10.1969,,,,Dr.,,,,
320542,Barzel,6,06/6,29.10.1969,,,,Dr.,,,,
320543,Barzel,6,06/6,29.10.1969,,,,Dr.,,,,
320544,Heck,6,06/6,29.10.1969,,,,Dr.,,,,
320545,Barzel,6,06/6,29.10.1969,,,,Dr.,,,,
320546,Barzel,6,06/6,29.10.1969,,,,Dr.,,,,
320547,Köppler,6,06/6,29.10.1969,,,,,,,,
320548,Hassel,6,06/6,29.10.1969,,,Präsident,,von,,,
320549,Wehner,6,06/6,29.10.1969,,,,,,,SPD,
320550,Schmid,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320551,Barzel,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320552,Stoltenberg,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320553,Schmid,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320554,Barzel,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320555,Schmid,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320556,Rasner,6,06/6,29.10.1969,,,,,,,CDU/CSU,
320557,Schmid,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320558,Stücklen,6,06/6,29.10.1969,,,,,,,CDU/CSU,
320559,Schmid,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320560,Köppler,6,06/6,29.10.1969,,,,,,,,
320561,Schmid,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320562,Leicht,6,06/6,29.10.1969,,,,,,,CDU/CSU,
320563,Schmid,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320564,Reddemann,6,06/6,29.10.1969,,,,,,,CDU/CSU,
320565,Schmid,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320566,Schmid,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320567,Barzel,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320568,Schmid,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320569,Wehner,6,06/6,29.10.1969,,,,,,,SPD,
320570,Schmid,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320571,Rasner,6,06/6,29.10.1969,,,,,,,CDU/CSU,
320572,Schmid,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320573,Rasner,6,06/6,29.10.1969,,,,,,,CDU/CSU,
320574,Schmid,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320575,Stücklen,6,06/6,29.10.1969,,,,,,,CDU/CSU,
320576,Schmid,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320577,Wehner,6,06/6,29.10.1969,,,,,,,SPD,
320578,Schmid,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320579,Hassel,6,06/6,29.10.1969,,,Präsident,,von,,,
320580,Wehner,6,06/6,29.10.1969,,,,,,,SPD,
320581,Hassel,6,06/6,29.10.1969,,,Präsident,,von,,,
320582,Strauß,6,06/6,29.10.1969,,,,Dr. h. c.,,,CDU/CSU,
320583,Hassel,6,06/6,29.10.1969,,,Präsident,,von,,,
320584,Hassel,6,06/6,29.10.1969,,,Präsident,,von,,,
320585,Strauß,6,06/6,29.10.1969,,,,Dr. h. c.,,,CDU/CSU,
320586,Hassel,6,06/6,29.10.1969,,,Präsident,,von,,,
320587,Kiesinger,6,06/6,29.10.1969,,,,Dr. h. c.,,,CDU/CSU,
320588,Hassel,6,06/6,29.10.1969,,,Präsident,,von,,,
320589,Kiesinger,6,06/6,29.10.1969,,,,Dr. h. c.,,,CDU/CSU,
320590,Wehner,6,06/6,29.10.1969,,,,,,,SPD,
320591,h. C. Kiesinger,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320592,Hassel,6,06/6,29.10.1969,,,Präsident,,von,,,
320593,Dorn,6,06/6,29.10.1969,,,,,,,FDP,
320594,Hassel,6,06/6,29.10.1969,,,Präsident,,von,,,
320595,Dorn,6,06/6,29.10.1969,,,,,,,FDP,
320596,Kiesinger,6,06/6,29.10.1969,,,,Dr. h. c.,,,CDU/CSU,
320597,Dorn,6,06/6,29.10.1969,,,,,,,FDP,
320598,Hassel,6,06/6,29.10.1969,,,Präsident,,von,,,
320599,Dorn,6,06/6,29.10.1969,,,,,,,FDP,
320600,Dorn,6,06/6,29.10.1969,,,,,,,FDP,
320601,Kiesinger,6,06/6,29.10.1969,,,,Dr. h. c.,,,,
320602,Hassel,6,06/6,29.10.1969,,,Präsident,,von,,,
320603,Wischnewski,6,06/6,29.10.1969,,,,,,,SPD,
320604,Hassel,6,06/6,29.10.1969,,,Präsident,,von,,,
320605,Wischnewski,6,06/6,29.10.1969,,,,,,,SPD,
320606,Wischnewski,6,06/6,29.10.1969,,,,,,,SPD,
320607,Hassel,6,06/6,29.10.1969,,,Präsident,,von,,,
320608,Birrenbach,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320609,Wischnewski,6,06/6,29.10.1969,,,,,,,SPD,
320610,Hassel,6,06/6,29.10.1969,,,Präsident,,von,,,
320611,Birrenbach,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320612,Wischnewski,6,06/6,29.10.1969,,,,,,,SPD,
320613,Hassel,6,06/6,29.10.1969,,,Präsident,,von,,,
320614,Wischnewski,6,06/6,29.10.1969,,,,,,,SPD,
320615,Wischnewski,6,06/6,29.10.1969,,,,,,,SPD,
320616,Hassel,6,06/6,29.10.1969,,,Präsident,,von,,,
320617,Wischnewski,6,06/6,29.10.1969,,,,,,,SPD,
320618,Barzel,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320619,Wischnewski,6,06/6,29.10.1969,,,,,,,SPD,
320620,Hassel,6,06/6,29.10.1969,,,Präsident,,von,,,
320622,Hassel,6,06/6,29.10.1969,,,Präsident,,von,,,
320623,Kiesinger,6,06/6,29.10.1969,,,,Dr. h. c.,,,CDU/CSU,
320624,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320625,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320626,Birrenbach,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320627,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320628,Birrenbach,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320629,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320630,Kiep,6,06/6,29.10.1969,,,,,,,CDU/CSU,
320631,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320632,Kiep,6,06/6,29.10.1969,,,,,,,CDU/CSU,
320633,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320634,Kiep,6,06/6,29.10.1969,,,,,,,CDU/CSU,
320635,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320636,Birrenbach,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320637,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320638,Birrenbach,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320639,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320640,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320641,Gradl,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320642,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320643,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320644,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320645,Kiesinger,6,06/6,29.10.1969,,,,Dr. h. c.,,,,
320646,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320647,Hallstein,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320648,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320649,Schultz,6,06/6,29.10.1969,,,,,,,FDP,Gau-Bischofsheim
320650,Hallstein,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320651,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320652,Apel,6,06/6,29.10.1969,,,,Dr.,,,SPD,
320653,Hallstein,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320654,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320655,Moersch,6,06/6,29.10.1969,,,,,,,FDP,
320656,Hallstein,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320657,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320658,Hallstein,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320659,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320660,Fellermaier,6,06/6,29.10.1969,,,,,,,SPD,
320661,Hallstein,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320662,Fellermaier,6,06/6,29.10.1969,,,,,,,SPD,
320663,Hallstein,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320664,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320665,Fellermaier,6,06/6,29.10.1969,,,,,,,SPD,
320666,Hallstein,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320667,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320668,Hallstein,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320669,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320670,Hallstein,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320671,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320672,Hallstein,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320673,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320674,Hallstein,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320675,Guttenberg,6,06/6,29.10.1969,,,,,von und zu,Freiherr,,
320676,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320677,Schiller,6,06/6,29.10.1969,,Bundesminister für Wirtschaft,,Dr.,,,,
320678,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320679,Schiller,6,06/6,29.10.1969,,Bundesminister für Wirtschaft,,Dr.,,,,
320680,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320681,Lenz,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,Berg
320682,Schiller,6,06/6,29.10.1969,,Bundesminister für Wirtschaft,,Dr.,,,,
320683,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320684,Barzel,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320685,Schiller,6,06/6,29.10.1969,,Bundesminister für Wirtschaft,,Dr.,,,,
320686,Barzel,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320687,Schiller,6,06/6,29.10.1969,,Bundesminister für Wirtschaft,,Dr.,,,,
320688,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320689,Stoltenberg,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320690,Schiller,6,06/6,29.10.1969,,Bundesminister für Wirtschaft,,Dr.,,,,
320691,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320692,Schiller,6,06/6,29.10.1969,,Bundesminister für Wirtschaft,,Dr.,,,,
320693,Kiesinger,6,06/6,29.10.1969,,,,Dr. h. c.,,,CDU/CSU,
320694,Schiller,6,06/6,29.10.1969,,Bundesminister für Wirtschaft,,Dr.,,,,
320695,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320696,Schiller,6,06/6,29.10.1969,,Bundesminister für Wirtschaft,,Dr.,,,,
320697,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320698,Schiller,6,06/6,29.10.1969,,Bundesminister für Wirtschaft,,Dr.,,,,
320699,Barzel,6,06/6,29.10.1969,,,,Dr.,,,,
320700,Stoltenberg,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320701,Schiller,6,06/6,29.10.1969,,Bundesminister für Wirtschaft,,Dr.,,,,
320702,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320703,Schiller,6,06/6,29.10.1969,,Bundesminister für Wirtschaft,,Dr.,,,,
320704,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320705,Schiller,6,06/6,29.10.1969,,Bundesminister für Wirtschaft,,Dr.,,,,
320706,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320707,Schiller,6,06/6,29.10.1969,,Bundesminister für Wirtschaft,,Dr.,,,,
320708,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320709,Schiller,6,06/6,29.10.1969,,Bundesminister für Wirtschaft,,Dr.,,,,
320710,Jaeger,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,
320711,Apel,6,06/6,29.10.1969,,,,Dr.,,,SPD,
320712,Schmitt-Vockenhausen,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,Vockenhausen
320713,Apel,6,06/6,29.10.1969,,,,Dr.,,,SPD,
320714,Schmitt-Vockenhausen,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,Vockenhausen
320715,Apel,6,06/6,29.10.1969,,,,Dr.,,,SPD,
320716,Schmitt-Vockenhausen,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,Vockenhausen
320717,Hallstein,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320718,Schmitt-Vockenhausen,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,Vockenhausen
320719,Hallstein,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320720,Apel,6,06/6,29.10.1969,,,,Dr.,,,SPD,
320721,Schmitt-Vockenhausen,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,Vockenhausen
320722,Brandt,6,06/6,29.10.1969,,,,,,,SPD,
320723,Apel,6,06/6,29.10.1969,,,,Dr.,,,SPD,
320724,Schmitt-Vockenhausen,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,Vockenhausen
320725,Apel,6,06/6,29.10.1969,,,,Dr.,,,SPD,
320726,Hallstein,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320727,Schmitt-Vockenhausen,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,Vockenhausen
320728,Apel,6,06/6,29.10.1969,,,,Dr.,,,SPD,
320729,Schmitt-Vockenhausen,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,Vockenhausen
320730,Fellermaier,6,06/6,29.10.1969,,,,,,,SPD,
320731,Apel,6,06/6,29.10.1969,,,,Dr.,,,SPD,
320732,Schmitt-Vockenhausen,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,Vockenhausen
320733,Ehnes,6,06/6,29.10.1969,,,,,,,CDU/CSU,
320734,Apel,6,06/6,29.10.1969,,,,Dr.,,,SPD,
320735,Schmitt-Vockenhausen,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,Vockenhausen
320736,Schmitt-Vockenhausen,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,Vockenhausen
320737,Hallstein,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320738,Schmitt-Vockenhausen,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,Vockenhausen
320739,Junghans,6,06/6,29.10.1969,,,,,,,SPD,
320740,Müller-Hermann,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320741,Junghans,6,06/6,29.10.1969,,,,,,,SPD,
320742,Schmitt-Vockenhausen,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,Vockenhausen
320743,Reddemann,6,06/6,29.10.1969,,,,,,,CDU/CSU,
320744,Junghans,6,06/6,29.10.1969,,,,,,,SPD,
320745,Müller-Hermann,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320746,Junghans,6,06/6,29.10.1969,,,,,,,SPD,
320747,Schmitt-Vockenhausen,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,Vockenhausen
320748,Zimmermann,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320749,Schmitt-Vockenhausen,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,Vockenhausen
320750,Zimmermann,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320751,Schmitt-Vockenhausen,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,Vockenhausen
320752,Wienand,6,06/6,29.10.1969,,,,,,,SPD,
320753,Zimmermann,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320754,Schmitt-Vockenhausen,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,Vockenhausen
320755,Schultz,6,06/6,29.10.1969,,,,,,,FDP,Gau-Bischofsheim
320756,Schmitt-Vockenhausen,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,Vockenhausen
320757,Katzer,6,06/6,29.10.1969,,,,,,,,
320758,Schmitt-Vockenhausen,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,Vockenhausen
320759,Mattick,6,06/6,29.10.1969,,,,,,,SPD,
320760,Schmitt-Vockenhausen,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,Vockenhausen
320761,Borm,6,06/6,29.10.1969,,,,,,,FDP,
320762,Schmitt-Vockenhausen,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,Vockenhausen
320763,Gradl,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320764,Schmitt-Vockenhausen,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,Vockenhausen
320765,Gradl,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320766,Hermsdorf,6,06/6,29.10.1969,,,,,,,SPD,
320767,Gradl,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320768,Schulte,6,06/6,29.10.1969,,,,,,,SPD,
320769,Gradl,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320770,Schmitt-Vockenhausen,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,Vockenhausen
320771,Gradl,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320772,Ott,6,06/6,29.10.1969,,,,,,,CDU/CSU,
320773,Gradl,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320774,Schmitt-Vockenhausen,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,Vockenhausen
320775,Gradl,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320776,Wehner,6,06/6,29.10.1969,,,,,,,SPD,
320777,Gradl,6,06/6,29.10.1969,,,,Dr.,,,CDU/CSU,
320778,Schmitt-Vockenhausen,6,06/6,29.10.1969,,,Vizepräsident,Dr.,,,,Vockenhausen
320779,Jaeger,6,06/7,30.10.1969,,,Vizepräsident,Dr.,,,,
320780,Strauß,6,06/7,30.10.1969,,,,Dr. h. c.,,,CDU/CSU,
320781,Jaeger,6,06/7,30.10.1969,,,Vizepräsident,Dr.,,,,
320782,E. h. Möller,6,06/7,30.10.1969,,Bundesminister der Finanzen,,Dr. h. c.,,,,
320783,Jaeger,6,06/7,30.10.1969,,,Vizepräsident,Dr.,,,,
320784,Stoltenberg,6,06/7,30.10.1969,,,,Dr.,,,CDU/CSU,
320785,E. h. Möller,6,06/7,30.10.1969,,Bundesminister der Finanzen,,Dr. h. c.,,,,
320786,Jaeger,6,06/7,30.10.1969,,,Vizepräsident,Dr.,,,,
320787,E. h. Möller,6,06/7,30.10.1969,,Bundesminister der Finanzen,,Dr. h. c.,,,,
320788,Jaeger,6,06/7,30.10.1969,,,Vizepräsident,Dr.,,,,
320789,Barzel,6,06/7,30.10.1969,,,,Dr.,,,CDU/CSU,
320790,E. h. Möller,6,06/7,30.10.1969,,Bundesminister der Finanzen,,Dr. h. c.,,,,
320791,Jaeger,6,06/7,30.10.1969,,,Vizepräsident,Dr.,,,,
320792,Barzel,6,06/7,30.10.1969,,,,Dr.,,,CDU/CSU,
320793,E. h. Möller,6,06/7,30.10.1969,,Bundesminister der Finanzen,,Dr. h. c.,,,,
320794,Jaeger,6,06/7,30.10.1969,,,Vizepräsident,Dr.,,,,
320795,Müller-Hermann,6,06/7,30.10.1969,,,,Dr.,,,CDU/CSU,
320796,E. h. Möller,6,06/7,30.10.1969,,Bundesminister der Finanzen,,Dr. h. c.,,,,
320797,Strauß,6,06/7,30.10.1969,,,,Dr. h. c.,,,,
320798,Jaeger,6,06/7,30.10.1969,,,Vizepräsident,Dr.,,,,
320799,E. h. Möller,6,06/7,30.10.1969,,Bundesminister der Finanzen,,Dr. h. c.,,,,
320800,E. h. Möller,6,06/7,30.10.1969,,Bundesminister der Finanzen,,Dr. h. c.,,,,
320801,Jaeger,6,06/7,30.10.1969,,,Vizepräsident,Dr.,,,,
320802,Strauß,6,06/7,30.10.1969,,,,Dr. h. c.,,,CDU/CSU,
320803,E. h. Möller,6,06/7,30.10.1969,,Bundesminister der Finanzen,,Dr. h. c.,,,,
320804,Jaeger,6,06/7,30.10.1969,,,Vizepräsident,Dr.,,,,
320805,E. h. Möller,6,06/7,30.10.1969,,Bundesminister der Finanzen,,Dr. h. c.,,,,
320806,Althammer,6,06/7,30.10.1969,,,,Dr.,,,CDU/CSU,
320807,E. h. Möller,6,06/7,30.10.1969,,Bundesminister der Finanzen,,Dr. h. c.,,,,
320808,Jaeger,6,06/7,30.10.1969,,,Vizepräsident,Dr.,,,,
320809,E. h. Möller,6,06/7,30.10.1969,,Bundesminister der Finanzen,,Dr. h. c.,,,,
320810,Strauß,6,06/7,30.10.1969,,,,Dr. h. c.,,,CDU/CSU,
320811,E. h. Möller,6,06/7,30.10.1969,,Bundesminister der Finanzen,,Dr. h. c.,,,,
320812,Jaeger,6,06/7,30.10.1969,,,Vizepräsident,Dr.,,,,
320813,Haase,6,06/7,30.10.1969,,,,,,,CDU/CSU,Kassel
320814,E. h. Möller,6,06/7,30.10.1969,,Bundesminister der Finanzen,,Dr. h. c.,,,,
320815,Jaeger,6,06/7,30.10.1969,,,Vizepräsident,Dr.,,,,
320816,Kienbaum,6,06/7,30.10.1969,,,,,,,FDP,
320817,Hassel,6,06/7,30.10.1969,,,Präsident,,von,,,
320818,Höcherl,6,06/7,30.10.1969,,,,,,,CDU/CSU,
320819,Hassel,6,06/7,30.10.1969,,,Präsident,,von,,,
320820,Höcherl,6,06/7,30.10.1969,,,,,,,CDU/CSU,
320821,Hassel,6,06/7,30.10.1969,,,Präsident,,von,,,
320822,Höcherl,6,06/7,30.10.1969,,,,,,,CDU/CSU,
320823,Hassel,6,06/7,30.10.1969,,,Präsident,,von,,,
320824,Hassel,6,06/7,30.10.1969,,,Präsident,,von,,,
320825,Ehnes,6,06/7,30.10.1969,,,,,,,CDU/CSU,
320826,Hassel,6,06/7,30.10.1969,,,Präsident,,von,,,
320827,Hassel,6,06/7,30.10.1969,,,Präsident,,von,,,
320828,Ehnes,6,06/7,30.10.1969,,,,,,,CDU/CSU,
320829,Hassel,6,06/7,30.10.1969,,,Präsident,,von,,,
320830,Niegel,6,06/7,30.10.1969,,,,,,,CDU/CSU,
320831,Hassel,6,06/7,30.10.1969,,,Präsident,,von,,,
320832,Lenz,6,06/7,30.10.1969,,,,Dr.,,,CDU/CSU,Berg
