RB_ID,RB_Name,WAHLPERIODE,NR,DATUM,GESCHLECHT,FUNKTION,POSITION,ANREDE_TITEL,PRAEFIX,ADEL,PARTEI,ORTSZUSATZ
58232,Rühe,11,11/3,12.03.1987,,,,,,,CDU/CSU,
58233,Jenninger,11,11/3,12.03.1987,,,Präsident,Dr.,,,,
58234,Voigt,11,11/3,12.03.1987,,,,,,,SPD,Frankfurt
58235,Jenninger,11,11/3,12.03.1987,,,Präsident,Dr.,,,,
58236,Ronneburger,11,11/3,12.03.1987,,,,,,,FDP,
58237,Jenninger,11,11/3,12.03.1987,,,Präsident,Dr.,,,,
58238,Renger,11,11/3,12.03.1987,weiblich,,Vizepräsident,,,,,
58239,Schoppe,11,11/3,12.03.1987,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
58240,Renger,11,11/3,12.03.1987,weiblich,,Vizepräsident,,,,,
58241,Todenhöfer,11,11/3,12.03.1987,,,,Dr.,,,CDU/CSU,
58242,Renger,11,11/3,12.03.1987,weiblich,,Vizepräsident,,,,,
58243,Stobbe,11,11/3,12.03.1987,,,,,,,SPD,
58244,Renger,11,11/3,12.03.1987,weiblich,,Vizepräsident,,,,,
58245,Stobbe,11,11/3,12.03.1987,,,,,,,SPD,
58246,Renger,11,11/3,12.03.1987,weiblich,,Vizepräsident,,,,,
58247,Geiger,11,11/3,12.03.1987,weiblich,,,,,,CDU/CSU,
58248,Renger,11,11/3,12.03.1987,weiblich,,Vizepräsident,,,,,
58249,Fuchs,11,11/3,12.03.1987,weiblich,,,,,,SPD,Verl
58251,Renger,11,11/3,12.03.1987,weiblich,,Vizepräsident,,,,,
58252,Wörner,11,11/3,12.03.1987,,Bundesminister der Verteidigung,,Dr.,,,,
58253,Renger,11,11/3,12.03.1987,weiblich,,Vizepräsident,,,,,
58254,Lamers,11,11/3,12.03.1987,,,,,,,CDU/CSU,
58255,Renger,11,11/3,12.03.1987,weiblich,,Vizepräsident,,,,,
58256,Scheer,11,11/3,12.03.1987,,,,Dr.,,,SPD,
58258,Renger,11,11/3,12.03.1987,weiblich,,Vizepräsident,,,,,
58259,Petersen,11,11/3,12.03.1987,,,,,,,CDU/CSU,
58260,Renger,11,11/3,12.03.1987,weiblich,,Vizepräsident,,,,,
58261,Jenninger,11,11/4,18.03.1987,,,Präsident,Dr.,,,,
58262,Kohl,11,11/4,18.03.1987,,Bundeskanzler,,Dr.,,,,
58269,Dregger,11,11/4,18.03.1987,,,,Dr.,,,CDU/CSU,
58270,Jenninger,11,11/4,18.03.1987,,,Präsident,Dr.,,,,
58271,Stücklen,11,11/4,18.03.1987,,,Vizepräsident,,,,,
58272,Kleinert,11,11/4,18.03.1987,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Marburg
58273,Stücklen,11,11/4,18.03.1987,,,Vizepräsident,,,,,
58274,Bötsch,11,11/4,18.03.1987,,,,Dr.,,,CDU/CSU,
58275,Stücklen,11,11/4,18.03.1987,,,Vizepräsident,,,,,
58276,Vogel,11,11/4,18.03.1987,,,,Dr.,,,SPD,
58277,Stücklen,11,11/4,18.03.1987,,,Vizepräsident,,,,,
58278,Vogel,11,11/4,18.03.1987,,,,Dr.,,,SPD,
58279,Stücklen,11,11/4,18.03.1987,,,Vizepräsident,,,,,
58280,Vogel,11,11/4,18.03.1987,,,,Dr.,,,SPD,
58284,Stücklen,11,11/4,18.03.1987,,,Vizepräsident,,,,,
58285,Vogel,11,11/4,18.03.1987,,,,Dr.,,,SPD,
58287,Stücklen,11,11/4,18.03.1987,,,Vizepräsident,,,,,
58288,Waigel,11,11/4,18.03.1987,,,,Dr.,,,CDU/CSU,
58293,Cronenberg,11,11/4,18.03.1987,,,Vizepräsident,,,,,
58294,Schoppe,11,11/4,18.03.1987,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
58295,Cronenberg,11,11/4,18.03.1987,,,Vizepräsident,,,,,
58296,Schoppe,11,11/4,18.03.1987,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
58297,Cronenberg,11,11/4,18.03.1987,,,Vizepräsident,,,,,
58298,Bangemann,11,11/4,18.03.1987,,Bundesminister für Wirtschaft,,Dr.,,,,
58302,Cronenberg,11,11/4,18.03.1987,,,Vizepräsident,,,,,
58303,Bangemann,11,11/4,18.03.1987,,Bundesminister für Wirtschaft,,Dr.,,,,
58305,Cronenberg,11,11/4,18.03.1987,,,Vizepräsident,,,,,
58306,Roth,11,11/4,18.03.1987,,,,,,,SPD,
58307,Renger,11,11/4,18.03.1987,weiblich,,Vizepräsident,,,,,
58308,Roth,11,11/4,18.03.1987,,,,,,,SPD,
58309,Lammert,11,11/4,18.03.1987,,,,Dr.,,,CDU/CSU,
58310,Roth,11,11/4,18.03.1987,,,,,,,SPD,
58312,Renger,11,11/4,18.03.1987,weiblich,,Vizepräsident,,,,,
58313,Roth,11,11/4,18.03.1987,,,,,,,SPD,
58314,Renger,11,11/4,18.03.1987,weiblich,,Vizepräsident,,,,,
58315,Hauser,11,11/4,18.03.1987,,,,,,,CDU/CSU,Krefeld
58316,Renger,11,11/4,18.03.1987,weiblich,,Vizepräsident,,,,,
58317,Ebermann,11,11/4,18.03.1987,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
58318,Renger,11,11/4,18.03.1987,weiblich,,Vizepräsident,,,,,
58319,Biedenkopf,11,11/4,18.03.1987,,,,Dr.,,,CDU/CSU,
58320,Renger,11,11/4,18.03.1987,weiblich,,Vizepräsident,,,,,
58321,Biedenkopf,11,11/4,18.03.1987,,,,Dr.,,,CDU/CSU,
58322,Vosen,11,11/4,18.03.1987,,,,,,,SPD,
58323,Biedenkopf,11,11/4,18.03.1987,,,,Dr.,,,CDU/CSU,
58324,Renger,11,11/4,18.03.1987,weiblich,,Vizepräsident,,,,,
58325,Biedenkopf,11,11/4,18.03.1987,,,,Dr.,,,CDU/CSU,
58326,Roth,11,11/4,18.03.1987,,,,,,,SPD,
58327,Biedenkopf,11,11/4,18.03.1987,,,,Dr.,,,CDU/CSU,
58328,Roth,11,11/4,18.03.1987,,,,,,,SPD,
58329,Biedenkopf,11,11/4,18.03.1987,,,,Dr.,,,CDU/CSU,
58330,Renger,11,11/4,18.03.1987,weiblich,,Vizepräsident,,,,,
58331,Biedenkopf,11,11/4,18.03.1987,,,,Dr.,,,CDU/CSU,
58332,Renger,11,11/4,18.03.1987,weiblich,,Vizepräsident,,,,,
58333,Mitzscherling,11,11/4,18.03.1987,,,,Dr.,,,SPD,
58334,Renger,11,11/4,18.03.1987,weiblich,,Vizepräsident,,,,,
58335,Mitzscherling,11,11/4,18.03.1987,,,,Dr.,,,SPD,
58336,Renger,11,11/4,18.03.1987,weiblich,,Vizepräsident,,,,,
58337,Lambsdorff,11,11/4,18.03.1987,,,,Dr.,,Graf,FDP,
58338,Renger,11,11/4,18.03.1987,weiblich,,Vizepräsident,,,,,
58339,Lambsdorff,11,11/4,18.03.1987,,,,Dr.,,Graf,FDP,
58340,Westphal,11,11/4,18.03.1987,,,,,,,SPD,
58341,Lambsdorff,11,11/4,18.03.1987,,,,Dr.,,Graf,FDP,
58342,Renger,11,11/4,18.03.1987,weiblich,,Vizepräsident,,,,,
58343,Sellin,11,11/4,18.03.1987,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
58344,Renger,11,11/4,18.03.1987,weiblich,,Vizepräsident,,,,,
58345,Sellin,11,11/4,18.03.1987,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
58346,Renger,11,11/4,18.03.1987,weiblich,,Vizepräsident,,,,,
58347,Spilker,11,11/4,18.03.1987,,,,,,,CDU/CSU,
58349,Renger,11,11/4,18.03.1987,weiblich,,Vizepräsident,,,,,
58350,Jenninger,11,11/5,19.03.1987,,,Präsident,Dr.,,,,
58351,Apel,11,11/5,19.03.1987,,,,Dr.,,,SPD,
58352,Jenninger,11,11/5,19.03.1987,,,Präsident,Dr.,,,,
58353,Apel,11,11/5,19.03.1987,,,,Dr.,,,SPD,
58354,Jenninger,11,11/5,19.03.1987,,,Präsident,Dr.,,,,
58355,Apel,11,11/5,19.03.1987,,,,Dr.,,,SPD,
58356,Jenninger,11,11/5,19.03.1987,,,Präsident,Dr.,,,,
58357,Cronenberg,11,11/5,19.03.1987,,,,,,,FDP,Arnsberg
58358,Jenninger,11,11/5,19.03.1987,,,Präsident,Dr.,,,,
58359,Cronenberg,11,11/5,19.03.1987,,,,,,,FDP,Arnsberg
58360,Apel,11,11/5,19.03.1987,,,,Dr.,,,SPD,
58361,Jenninger,11,11/5,19.03.1987,,,Präsident,Dr.,,,,
58362,Apel,11,11/5,19.03.1987,,,,Dr.,,,SPD,
58363,Jenninger,11,11/5,19.03.1987,,,Präsident,Dr.,,,,
58364,Carstens,11,11/5,19.03.1987,,,,,,,CDU/CSU,Emstek
58365,Jenninger,11,11/5,19.03.1987,,,Präsident,Dr.,,,,
58366,Carstens,11,11/5,19.03.1987,,,,,,,CDU/CSU,Emstek
58367,Jenninger,11,11/5,19.03.1987,,,Präsident,Dr.,,,,
58368,Carstens,11,11/5,19.03.1987,,,,,,,CDU/CSU,Emstek
58369,Jenninger,11,11/5,19.03.1987,,,Präsident,Dr.,,,,
58370,Carstens,11,11/5,19.03.1987,,,,,,,CDU/CSU,Emstek
58371,Jenninger,11,11/5,19.03.1987,,,Präsident,Dr.,,,,
58372,Carstens,11,11/5,19.03.1987,,,,,,,CDU/CSU,Emstek
58373,Jenninger,11,11/5,19.03.1987,,,Präsident,Dr.,,,,
58374,Vennegerts,11,11/5,19.03.1987,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
58375,Jenninger,11,11/5,19.03.1987,,,Präsident,Dr.,,,,
58376,Vennegerts,11,11/5,19.03.1987,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
58378,Jenninger,11,11/5,19.03.1987,,,Präsident,Dr.,,,,
58379,Solms,11,11/5,19.03.1987,,,,Dr.,,,FDP,
58380,Jenninger,11,11/5,19.03.1987,,,Präsident,Dr.,,,,
58381,Solms,11,11/5,19.03.1987,,,,Dr.,,,FDP,
58382,Jenninger,11,11/5,19.03.1987,,,Präsident,Dr.,,,,
58383,Apel,11,11/5,19.03.1987,,,,Dr.,,,SPD,
58384,Solms,11,11/5,19.03.1987,,,,Dr.,,,FDP,
58385,Jenninger,11,11/5,19.03.1987,,,Präsident,Dr.,,,,
58386,Solms,11,11/5,19.03.1987,,,,Dr.,,,FDP,
58387,Westphal,11,11/5,19.03.1987,,,,,,,SPD,
58388,Solms,11,11/5,19.03.1987,,,,Dr.,,,FDP,
58389,Jenninger,11,11/5,19.03.1987,,,Präsident,Dr.,,,,
58390,Solms,11,11/5,19.03.1987,,,,Dr.,,,FDP,
58391,Apel,11,11/5,19.03.1987,,,,Dr.,,,SPD,
58392,Solms,11,11/5,19.03.1987,,,,Dr.,,,FDP,
58393,Jenninger,11,11/5,19.03.1987,,,Präsident,Dr.,,,,
58394,Solms,11,11/5,19.03.1987,,,,Dr.,,,FDP,
58396,Jenninger,11,11/5,19.03.1987,,,Präsident,Dr.,,,,
58397,Solms,11,11/5,19.03.1987,,,,Dr.,,,FDP,
58398,Jenninger,11,11/5,19.03.1987,,,Präsident,Dr.,,,,
58399,Solms,11,11/5,19.03.1987,,,,Dr.,,,FDP,
58400,Jenninger,11,11/5,19.03.1987,,,Präsident,Dr.,,,,
58401,Stoltenberg,11,11/5,19.03.1987,,Bundesminister der Finanzen,,Dr.,,,,
58402,Kollegin Vennegerts,11,11/5,19.03.1987,weiblich,ich muß Ihnen sagen,,,,,,
58403,Jenninger,11,11/5,19.03.1987,,,Präsident,Dr.,,,,
58404,Stoltenberg,11,11/5,19.03.1987,,Bundesminister Finanzen ,,Dr.,,,,
58405,Jenninger,11,11/5,19.03.1987,,,Präsident,Dr.,,,,
58406,Stoltenberg,11,11/5,19.03.1987,,Bundesminister der Finanzen,,Dr.,,,,
58407,Jenninger,11,11/5,19.03.1987,,,Präsident,Dr.,,,,
58408,Stoltenberg,11,11/5,19.03.1987,,Bundesminister der Finanzen,,Dr.,,,,
58411,Apel,11,11/5,19.03.1987,,,,Dr.,,,SPD,
58412,Stoltenberg,11,11/5,19.03.1987,,Bundesminister der Finanzen,,Dr.,,,,
58413,Apel,11,11/5,19.03.1987,,,,Dr.,,,SPD,
58415,Stoltenberg,11,11/5,19.03.1987,,Bundesminister der Finanzen,,Dr.,,,,
58416,Stücklen,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58417,Stoltenberg,11,11/5,19.03.1987,,Bundesminister der Finanzen,,Dr.,,,,
58418,Stücklen,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58419,Stoltenberg,11,11/5,19.03.1987,,Bundesminister der Finanzen,,Dr.,,,,
58420,Stücklen,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58421,Stoltenberg,11,11/5,19.03.1987,,Bundesminister der Finanzen,,Dr.,,,,
58422,Stücklen,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58423,Spöri,11,11/5,19.03.1987,,,,Dr.,,,SPD,
58424,Stücklen,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58426,Stücklen,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58428,Stücklen,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58429,Stücklen,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58431,Stücklen,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58432,Wallmann,11,11/5,19.03.1987,,"Bundesminister für Umwelt, Naturschutz und Reaktorsicherheit",,Dr.,,,,
58433,Stücklen,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58434,Wallmann,11,11/5,19.03.1987,,"Bundesminister für Umwelt, Naturschutz und Reaktorsicherheit",,Dr.,,,,
58435,Penner,11,11/5,19.03.1987,,,,Dr.,,,SPD,
58436,Wallmann,11,11/5,19.03.1987,,"Bundesminister für Umwelt, Naturschutz und Reaktorsicherheit",,Dr.,,,,
58437,Penner,11,11/5,19.03.1987,,,,Dr.,,,SPD,
58438,Wallmann,11,11/5,19.03.1987,,"Bundesminister für Umwelt, Naturschutz und Reaktorsicherheit",,Dr.,,,,
58440,Stücklen,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58441,Wallmann,11,11/5,19.03.1987,,"Bundesminister für Umwelt, Naturschutz und Reaktorsicherheit",,Dr.,,,,
58442,Stücklen,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58443,Wallmann Bundesminister für Umwelt,11,11/5,19.03.1987,,Naturschutz und Reaktorsicherheit,,Dr.,,,,
58444,Stücklen,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58445,Wallmann,11,11/5,19.03.1987,,"Bundesminister für Umwelt, Naturschutz und Reaktorsicherheit",,Dr.,,,,
58447,Stücklen,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58448,Kleinert,11,11/5,19.03.1987,,,,,,,BÜNDNIS 90/DIE GRÜNEN,Marburg
58449,Stücklen,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58450,Mischnick,11,11/5,19.03.1987,,,,,,,FDP,
58452,Stücklen,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58453,Mischnick,11,11/5,19.03.1987,,,,,,,FDP,
58454,Stücklen,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58455,Vosen,11,11/5,19.03.1987,,,,,,,SPD,
58456,Mischnick,11,11/5,19.03.1987,,,,,,,FDP,
58457,Stücklen,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58458,Mischnick,11,11/5,19.03.1987,,,,,,,FDP,
58459,Stücklen,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58460,Hauff,11,11/5,19.03.1987,,,,Dr.,,,SPD,
58461,Mischnick,11,11/5,19.03.1987,,,,,,,FDP,
58463,Stücklen,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58464,Westphal,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58465,Hauff,11,11/5,19.03.1987,,,,Dr.,,,SPD,
58466,Westphal,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58467,Hauff,11,11/5,19.03.1987,,,,Dr.,,,SPD,
58468,Westphal,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58469,Laufs,11,11/5,19.03.1987,,,,Dr.,,,CDU/CSU,
58470,Westpahl,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58471,Garbe,11,11/5,19.03.1987,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
58472,Westphal,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58473,Garbe,11,11/5,19.03.1987,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
58474,Westphal,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58475,Baum,11,11/5,19.03.1987,,,,,,,FDP,
58476,Westphal,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58477,Baum,11,11/5,19.03.1987,,,,,,,FDP,
58478,Kühbacher,11,11/5,19.03.1987,,,,,,,SPD,
58479,Baum,11,11/5,19.03.1987,,,,,,,FDP,
58480,Westphal,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58481,Baum,11,11/5,19.03.1987,,,,,,,FDP,
58482,Westphal,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58483,Stratmann,11,11/5,19.03.1987,,,,,,,BÜNDNIS 90/DIE GRÜNEN,
58484,Baum,11,11/5,19.03.1987,,,,,,,FDP,
58485,Westphal,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58486,Rust,11,11/5,19.03.1987,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
58487,Westphal,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58488,Rust,11,11/5,19.03.1987,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
58489,Westphal,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58490,Rust,11,11/5,19.03.1987,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
58491,Westphal,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58492,Weiermann,11,11/5,19.03.1987,,,,,,,SPD,
58493,Westphal,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58494,Weiermann,11,11/5,19.03.1987,,,,,,,SPD,
58495,Westphal,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58496,Blüm,11,11/5,19.03.1987,,Bundesminister für Arbeit und Sozialordnung,,Dr.,,,,
58497,Westphal,11,11/5,19.03.1987,,,Vizepräsident,,,,,
58498,Blüm,11,11/5,19.03.1987,,Bundesminister für Arbeit und Sozialordnung,,Dr.,,,,
58499,Dreßler,11,11/5,19.03.1987,,,,,,,SPD,
58500,Blüm,11,11/5,19.03.1987,,Bundesminister für Arbeit und Sozialordnung,,Dr.,,,,
58502,Renger,11,11/5,19.03.1987,weiblich,,Vizepräsident,,,,,
58503,Blüm,11,11/5,19.03.1987,,Bundesminister für Arbeit und Sozialordnung,,Dr.,,,,
58504,Blüm,11,11/5,19.03.1987,,Bundesminister für Arbeit und Sozialordnung,,Dr.,,,,
58505,Renger,11,11/5,19.03.1987,weiblich,,Vizepräsident,,,,,
58506,Unruh,11,11/5,19.03.1987,weiblich,,,,,,BÜNDNIS 90/DIE GRÜNEN,
58507,Renger,11,11/5,19.03.1987,weiblich,,Vizepräsident,,,,,
58508,Cronenberg,11,11/5,19.03.1987,,,,,,,FDP,Arnsberg
58509,Renger,11,11/5,19.03.1987,weiblich,,Vizepräsident,,,,,
58510,Fuchs,11,11/5,19.03.1987,weiblich,,,,,,SPD,Köln
58511,Renger,11,11/5,19.03.1987,weiblich,,Vizepräsident,,,,,
58512,Fuchs,11,11/5,19.03.1987,weiblich,,,,,,SPD,Köln
58513,Cronenberg,11,11/5,19.03.1987,,,,,,,FDP,Arnsberg
